,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Python,Matlab,Opencv,Tensorflow,Java,Linux,Caffe,Spark,Pytorch
475,计算机视觉/人像识别算法/深度学习算法工程师,算法,20833.33,上海慧姿化妆品有限公司,上海,3.0,硕士,任职要求：1、模式识别、数学、计算机相关专业，有相关经验2、精通计算机视觉（如图像识别、人脸检测识别、目标检测和跟踪、图像分割增强等）３、具有良好的团队合作精神，有责任感。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,控制算法工程师,算法,22500.0,智久机器人（无人叉车）,上海,0.0,本科,岗位职责： 负责AGV运动控制算法在嵌入式系统的实现与调试 参与AGV运动学与动力学建模与仿真，系统参数辨识等相关工作。 参与AGV运动控制系统算法相关的研究与仿真，对控制算法进行仿真验证 与无人驾驶叉车其他模块协作，实现系统集成与调试工作。岗位要求： 熟悉嵌入式系统开发（STM32），有良好的编程习惯 了解基本的自动控制原理，比如PID控制，状态空间模型。 有传感器与信号处理的相关经验 有电机控制，伺服控制的相关知识与经验 能熟练使用Matlab仿真 对于机器人运动控制有强烈兴趣，有积极主动的学习和工作的态度。  7、扎实的数学基础和英文论文阅读能力。,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,SLAM算法工程师,算法,15000.0,中山市罗顿智能科技有限公司,中山,3.0,本科,负责基于ROS框架下的多传感器融合算法的研发工作；3.完成移动机器人的ROS系统总体方案研究；4.参与框架优化、性能优化、系统优化重构等工作；5.负责机器人软件系统及模块的编码及测试工作。任职要求：1.本科及以上学历，计算机、电子、电气、自动化等相关专业；三年以上机器人相关工作经验。2. 熟悉机器人的运动学、动力学建模及仿真分析；3. 熟悉嵌入式系统，C、C或Python编程；4. 熟悉有机器人相关项目经验和项目经验优先；5. 熟悉开源无人驾驶系统的规划与控制模块者优先；6. 具备良好的程序设计能力和设计文档编写能力；7.具有较强的学习和动手能力，良好的沟通协调能力，较好的团队合作精神。职能类别：										嵌入式软件开发(Linux/单片机/PLC/DSP…)																			其他									关键字：嵌入式，编程,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
478,机器视觉算法工程师,算法,22500.0,上海施努卡工业自动化有限公司,昆山,3.0,无, 1.参与软件系统中的3D点云处理软件的项目实施；2.3D点云处理软件的开发和单元测试；3.参与系统方案算法部分的技术调研和方案设计；4.负责软件系统算法模块的维护；岗位要求：1.本科及以上学历，计算机软件、自动化、应用数学等相关专业； 2.熟悉3D模型构建和点云处理，包括坐标变换、对象拟合、形位公差、轮廓度等算法及其应用3.扎实的数学功底，精通矩阵论、空间几何等常用工具；4.熟悉C++语言，具备良好的代码规范并能够编写高效的代码； 5.两年以上C/C++开发经验，熟练掌握掌握OpenCV/Halcon优先考虑；6.掌握PCL、PolyWorks等三维测量工具优先考虑。,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
479,高级算法工程师,算法,30000.0,广州汇电云联互联网科技有限公司,广州,3.0,本科,"岗位职责：1、负责核心技术算法的研究、实现和优化；2、负责研究中心的算法代码开发,探讨后端数据清理的各种技术问题；3、结合规划行业知识、专家知识，基于海量数据，对于数学模型进行验证和调优；4、收集、整理用户反馈需求，进行数学模型的持续优化与改进。任职要求：1.3年以上研发经验，熟悉linux平台，精通java，熟悉python或scala，具有良好的编程习惯和算法基础；从事过大型系统的架构、研发工作；2.熟悉机器学习原理与算法，能熟练运用分类、回归、聚类等模型解决相关问题，有时间序列数据建模和分析经验者优先考虑；3具有运筹优化算法经验优先考虑；4.有分布式系统理论基础和实践经验，熟悉hadoop/hbase/spark/storm等至少一种分布式系统； 5.有良好的沟通表达能力和团队合作精神，热衷技术，乐于寻求挑战和突破自我。",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
480,GNSS算法工程师,算法,17500.0,成都新橙北斗智联有限公司,成都,3.0,本科,岗位职责：1、负责GNSS RTK算法研究、软件实现以及设计文档编写；2、负责最小二乘、卡尔曼滤波、RTK算法的仿真、改进、工程化工作。3、负责维护与改进PVT算法；4、负责高精度定位前沿技术调研、算法设计和精度分析。任职要求：1、导航与定位、测绘等相关专业，3年以上相关行业工作经验，研究生以上学历，能力匹配的可放宽至本科学历；2、精通RTK差分定位原理，周跳探测与修复算法，LAMBDA算法，卡尔曼滤波/扩展卡尔曼滤波算法；3、熟悉GPS、BDS、Galileo、GLONASS卫星导航系统的信号体制，熟悉卫星导航系统构成等知识； 4、熟练掌握C/C++语言，GNSS基础理论知识扎实，熟悉使用GNSS数据分析工具以及开源框架（rtklib等）。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,AI算法工程师,算法,27500.0,深圳中科图灵科技有限公司,深圳,2.0,硕士,岗位职责：1. 负责强化学习、深度学习人工智能数学模型研究、算法实现及优化；2. 跟踪人工智能技术和算法的前沿技术；3. 深度了解机器学习算法模型构建和算法实现及应用场景，输出可落地的应用场景解决方案。岗位要求：1. 硕士及以上学历，数学、物理、计算机等相关专业，至少两年以上开发经验；2. 精通Python、R、Java等至少一种编程语言，熟悉Linux平台和开发环境；3. 具备良好的数据结构、算法分析与设计基础；4. 熟悉至少一种常用大数据平台或核心功能组件，如：Hadoop MR-HDFS-YARN、Spark、Storm、TensorFlow等；5. 熟悉常用的机器学习算法，了解不同模型的特性，具有运用高级数学模型进行综合大数据分析的能力；6. 熟悉SQL语言，熟悉至少一种开源大数据相关数据库系统，如Hive、Spark SQL、Impala等；7. 具备理解英文技术文档和论文的能力；8. 具有强烈的责任心和钻研精神，以及团队协作精神。,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
482,算法工程师,算法,22500.0,上海东方低碳科技产业股份有限公司,上海,5.0,本科,主导工业大数据应用的研究项目和算法开发/模型演示，有独立分析研究算法的能力2.与技术团队合作，实现算法应用环境，并调试结果3.编辑分析报告，介绍文档以及产品演示任职要求：1.理工科工程领域的硕士或博士学位2.熟悉Python编程，有Python数据分析的经验，熟悉scikit-learn，keras数据分析包和Jupyter工具包进行研究项目3.熟练使用机器学习与神经网络算法4.有能源或工业数据分析经验优先 5.工作认真、负责、仔细，有良好的团队合作精神，有良好的分析问题能力、沟通技巧及数据呈现能力,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,飞控算法工程师,算法,18500.0,珠海紫燕无人飞行器有限公司,珠海,2.0,硕士,岗位职责：1.负责飞控相关算法的研发与实现；2.负责飞控相关数据的处理与分析；3.负责从飞控的角度，提出、推进并落实技术问题的解决方案。任职要求1.全日制本科及以上学历，飞行器设计、自动化、机械设计及自动化、电子信息工程、计算机等专业；2.对飞行原理、控制原理、导航原理等，有深刻理解和应用，具备理论算法的工程实现能力；3.3年以上嵌入式开发经验，2年以上运动控制系统项目开发经验，1年以上数据分析经验；4.熟练掌握C/C++，至少掌握一种数学分析软件，有系统仿真经验；5.了解常用传感器的工作原理及特性；6.具备探索精神，工作严谨负责进取，具有工匠精神，动手能力强；7.有长跑，骑行，游泳等耐力运动习惯者优先。工作地：珠海,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,深度视觉算法工程师-应届毕业生招聘,算法,14583.33,四川深瑞视科技有限公司,成都,0.0,硕士,岗位职责：1、负责深度视觉算法及相关应用技术的研发；2、通过Matlab/OpenCV等对算法进行功能、性能仿真和验证；3、参与公司关于视觉方面的项目。职位要求：1、硕士及以上学历，计算机、电子信息、光电信息等相关专业；2、理解并掌握条纹投影、单目立体视觉、双目立体视觉等其中一种三维重建方法，实际参与过相关项目研究；3、熟练使用C/C++、matlab、python等其中一种编程语言；4、掌握图像处理的常用方法；5、思路清晰，思维敏捷，有良好的沟通能力和学习能力，具备团队意识；6、能够利用C/C++在目标平台上实现算法，熟练使用OpenCV、PCL等工具库者优先。,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
485,算法工程师,算法,17500.0,胜诺然（杭州）智能科技有限公司,杭州,3.0,硕士,工作职责：1.负责构建油气管道分析模型，评估模型。2.根据业务对采集的数据进行计算与验证。3.协助建立数据仓储、数据逻辑结构。4.参与数据相关业务的前期调研，并结合算法提出建议和解决方案。岗位要求：1.全日制硕士研究生及以上学历，计算机、应用数学、统计或相关专业。2.至少掌握C/C++/Python一门编程语言。3.熟悉数值方法或优化建模方法。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,研发工程师（算法）,算法,17500.0,深圳市今天国际物流技术股份有限公司,厦门,3.0,本科,岗位职责：1. 负责设计多机灵活调度的架构；2. 负责实现多机控制、调度仓库的各种机器人算法；3. 负责最优装载，智能运载，路径规划和实时调算法的研发和优化；4. 完成技术文档的编写与维护。任职要求：1. 计算机，导航通信、自动化等相关专业，硕士及以上学历，3年以上C/C++语言开发经验；2. 计算机网络、多线程、分布式调度、缓存、数据库应用经验丰富；3. 具有扎实的数据结构和算法理论功底；4. 对调度算法有经验者优先；5. 热爱智能机器人研发工作，有多机协调工作开发经验者优先；6. 具有快速的学习能力，良好的英文资料阅读能力，良好的解决问题及逻辑分析能力；7. 工作积极，主动，有做好一款产品的强烈愿望；8. 熟悉ROS，有过ROS开发经验，有机器人开发经验或参加相关比赛（robocup、FIRA等）经历者优先。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,算法工程师,算法,35000.0,北京恩穗企业咨询有限责任公司,北京,2.0,本科,职位描述：1、负责业务覆盖的文本，页面等特征建模工作；2、负责用户画像，推荐等业务；3、分析业务，研发合适的算法与策略，优化效果与性能。职位要求：1、良好的设计和编码品味，热爱写代码，有代码洁癖更佳；2、动手能力强，喜欢折腾，有解决复杂问题的能力与兴趣；3、编程语言不限，有Python或c++经验更佳；4、熟悉常用机器学习算法，对自然语言处理、推荐系统、搜索引擎等相关技术至少熟悉一种，有实战经验。有相关方面作为主要作者发布的论文更佳；                                    5、较好的产品意识，关注数据，以产品为工作的驱动因素。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,FEA工程师（算法）,算法,15000.0,杭州脉流科技有限公司,杭州,1.0,硕士,"工作内容：1、主要负责FEA商业软件和开源软件在医疗虚拟治疗（包括心脑血管支架、心脏瓣膜等）方面的仿真计算；2、针对具体FEA医学工程问题进行仿真分析工作，策划技术路线与解决方案；3、负责撰写相关的报告和论文；4、负责与客户相关FEA技术的交流讨论和技术支持工作。任职要求：1、硕士及以上学历，固体力学、材料力学、机械工程及相关专业，有丰富的FEA仿真经验；海外背景优先考虑；2、熟练使用CAE仿真软件，比如ABAQUS、ANSYS等；3、熟练使用3D建模软件，比如Solidworks， Pro/E等；4、在血管和医疗器械FEA仿真方面有研究和工作经历（比如心脑血管支架、心脏瓣膜等）的优先考虑；5、有编程经验的优先考虑，包括objective C/C++， Matlab等；6、有CFD经验的优先考虑，包括使用商业软件（ANSYS、 Fluent、StarCD、StarCCM+）和开源软件（OPENFOAM、XFLOW）；7、有医学图像（DSA, CTA, MRA）重构方面经验者优先考虑；8、专业的英语能力良好优先考虑。",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,算法工程师 /周末双休,算法,12500.0,广东万瑞世家科技集团有限公司,东莞,0.0,无,"工作职责：1、亿级流量，进行用户兴趣标签为特征挖掘。2、负责核心算法与策略研究及实现。3、负责在线离线算法模型开发与实施。  4、负责平台搜索引擎算法编写。 任职要求：1、大专及以上学历，理工科相关专业毕业，2年或以上工作经验。2、扎实的计算机基础知识，优秀的编码能力，较强的逻辑能力和学习能力。至少熟悉以下一种或多种编程语言：C/C++、JAVA/SCALA、PYTHON,熟悉PYTHON优先，熟悉LINUX开发环境。3、熟悉掌握至少一种深度学习开发工具更佳 ：TENSORFLOW、CAFFE、MXNET、TORCH、KERAS.  4、丰富推荐项目经验，例如：粗排、冷启动、精排、用户画像标签等。5、数据大数据处理技术如HADOOP/SPARK更佳。 6、有责任心，沟通能力佳，抗压能力强：能主动思考，解决问题：有良好的团队合作意识。公司福利：1、上班时间：08:30-12:00 13:30-18:00 周末双休，享受国家法定各类假期；2、入职即购买五险一金；3、公司提供午餐，免费班车；4、不定期组织旅游及户外拓展活动（组织国内外旅游，出国游，各项运动比赛，野外CS等）；5、办公环境优美，还免费提供下午茶水果饮料零食。上班地址：东莞市厚街镇厚街大道万瑞中心13楼联系电话： 人力资源部   陈小姐",1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
490,通信基带算法工程师,算法,22500.0,江苏亨通光导新材料有限公司,苏州,1.0,硕士,职位描述1、负责通讯系统及DSP系统的算法及架构设计与实现；2、负责系统算法的定点工作，完成面积、功耗等指标的优化；3、协助实现团队完成验证比对任务；4、参与实验室及外场测试，分析归纳并解决测试中发现的问题；岗位要求 1、通信、电子等相关专业，硕士或博士学历；2、熟练掌握C、MATLAB语言编程；3、工作细致认真，具有良好的沟通及文档撰写能力；4、熟悉并了解通信系统算法开发的流程，有如下经验者优先考虑：OFDM、MIMO、LTE、NBIoT物理层。,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,视觉算法工程师,算法,22500.0,东莞市李群自动化技术有限公司,东莞,1.0,本科,"岗位职责：1.3D视觉的开发2.视觉处理算法的开发3.视觉与机器人的交互岗位要求：1.本科及以上学历2.有3D视觉(结构/获取数据/滤波)的开发经验3.对于视觉处理算法有一定的开发经验,熟悉平面和空间上的视觉算法开发4.了解如何把视觉和机器人配合起来5.有基于Halcon或者其他视觉算法库的开发经验",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,自然语言处理算法工程师,算法,22500.0,上海优读信息科技有限公司,上海,3.0,本科,工作职责:1.用自然语言处理技术和语义分析方法实现相关模型的建立与实践；2.有效和业务方及技术团队沟通算法方案，根据各方反馈迭代算法设计；3.AI技术在财税行业收益管理等相关应用的落地。任职资格:1.重点大学计算机、数学、电子工程等相关专业本科及以上学历，3年以上相关工作经验；2.熟悉Java /C++ /Python等编程语言；3.扎实的算法基础，精通NLP相关算法和模型，对神经网络、深度学习等技术都有较深理解；4.有Tensorflow Caffe2等实际项目经验者优先；5.有大型企业AI项目落地经验者优先。,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
493,算法工程师（烟台）,算法,20000.0,武汉芯动科技有限公司,烟台,0.0,本科,岗位职责：1、负责研究深度学习、机器学习、图像处理、视频编解码、基带数字信号处理算法；2、在专用芯片上开发软件，实现各类算法。任职资格：1、计算机、软件工程、电子信息、自动控制、应用数学、图像处理、模式识别等相关专业重点院校硕士及以上学历；2、熟练掌握C/C++，会python、java等编程语言、有Linux开发经验者优先；3、有如下任一领域的算法背景优先：深度学习、机器学习、图像处理、视频编解码、基带数字信号处理；4、有硬件研发背景或熟悉计算机体系结构的优先；5、专业知识扎实，有一技之长，有较强的动手能力，热爱学习，有探索精神，对新生事物及专业相关领域知识具有极强的学习能力和知识迁移能力；6、有获奖经历者优先/在国际***会议或者期刊上发表论文、国际比赛获奖及有相关专利者优先/优秀毕业生优先/获优秀毕业论文者优先。岗位诱惑：1、薪资待遇：一年15薪，设置基本月薪、绩效月薪、全勤奖、加班补贴、出差补贴等，每年至少有一次加薪机会，绩效表现优秀者可享受加薪绿色通道。2、各类休假：周末双休；享受法定年假、公司福利年假、法定节假日、婚假、产假、护理假、哺乳假、病假等各类带薪假期，每逢传统节假日，发放节日礼品/礼金。3、社会保障：缴纳五险一金，额外购买商业医疗险，每年一次免费体检。4、工作环境：良好的办公环境，独栋写字楼，内设活动中心，配有投篮机、乒乓球台、桌上足球等休闲运动设施；每日下午茶歇都有点心/水果；弹性工作制；积极向上、开放包容、无官僚的工作氛围。5、生活环境：为有需求的员工提供宿舍（小区房，一人一间），补贴部分午餐餐费。6、个人成长：一对一导师制，大牛导师带你成才带你飞！实践出真知——与全球顶尖的集成电路设计专家和优秀的市场营销、运营管理伙伴们并肩作战，直接参与到国际顶尖技术水平的研发项目和全球范围商务合作，挑战自我、开发潜能。7、休闲娱乐：设有篮球、羽毛球和游泳等协会；不定期组织娱乐活动；每年至少组织一次境外游；年底举办精彩纷呈的文艺晚会及抽奖活动，让员工放肆去high，琳琅满目的奖品必不可少，中奖率高达60%以上。8、年度荣誉：每年评优表彰先进团队和个人，从四位数的小奖到六位数的大奖，覆盖率达30%以上。9、无息贷款：符合条件的员工可申请无息购房贷款10~50万。,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
494,激光算法工程师,算法,11000.0,港中大研究院（深圳）有限公司,深圳,2.0,无,职位概述：主要从事无人驾驶相关激光算法开发与测试工作。   岗位职责： 1. 负责基于Lidar点云的数据处理，包括但不限于匹配、追踪、融合。 2. 完成初步的多传感器融合（摄像头，GPS/IMU），为后续应用提供基础。 3. 尝试应用Lidar方案进行物体识别与感知、三维建图等算法研究。 4. 完成上级交代的其他日常事务性工作。   入职要求： 1. 学历：硕士或本科毕业；计算机科学、自动化以及电子电气相关专业。 2. 工作经验：   a.硕士学历无需工作经验，本科学历需2年及以上工作经验。   b.具有一年以上ROS开发经验者优先考虑。   c.具有模式识别、图像处理、计算机视觉、激光雷达点云处理、多传感器数据融合、机器学习/深度学习等相关领域经验，具有以下一方面或多方面经验包括但不限于：     1)传统计算机视觉算法，如相机模型、相机校准、边缘检测、投影变换、RANSAC等，视觉激光雷达等多传感器融合SLAM；     2)多传感器融合算法，如Kalman滤波图像多视几何算法，摄像头与激光雷达的联合标定与应用；     3)激光点云的预处理、对象检测、跟踪、场景理解与分割；     4)基于深度学习/传统机器学习算法的物体检测与识别、场景理解等。 3. 素质和技能：   a.精通C/C++或Python，熟悉Linux开发环境，熟悉基本的操作指令。   b.具有良好的编程习惯。   c.具有良好的中英文表达能力，良好的沟通协调能力。   d.练使用Word、Excel等办公软件。  4. 假如候选人无法达到以上基本条件，亦可考虑入职为助理工程师，相应的薪酬级别也将进行调整。入职的候选人将签订“以完成一定工作任务为期限的劳动合同”，合同期限是6个月~12个月。,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
495,人工智能算法工程师,算法,22500.0,明峰医疗系统股份有限公司,杭州,2.0,硕士,负责医学大数据的挖掘、信号处理、人工智能（深度学习）等相关领域的研发和算法实现；2.     开发基于医学大数据的人工智能模块和产品，如低剂量成像，伪影校正，辅助诊断等；3.     帮助公司建立和完善人工智能研发平台和标准化研发流程；4.    开发和拓展基于医学影像系统的全新应用。任职者要求：1.        电子、通信、物理、数学、生医或计算机类专业背景，硕士以上学历，博士优先；2.        有扎实的数学基础和极强的英文阅读和学习能力，能快速跟踪和实现前沿工作；3.        对以下至少一个领域有深入研究或者资深的工作经验：大数据分析，深度学习（特别是各种神经网络模型），图像识别或者最优化算法；4.        熟悉Hadoop、Spark、Caffe、Tensorflow等软件，有医学影像人工智能产品开发经验者优先；5.        熟悉Python 或C/C++，有良好的编程基础；6.        学习能力强、善于沟通、对技术创新充满激情；7.        具备良好的沟通能力和团队合作精神，善于表达自己的想法，具备较强的抗压能力； 8.        有海外留学或工作经历、知名IT/医疗设备公司工作经验者优先录用。,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
496,算法工程师,算法,20000.0,浙江诺诺网络科技有限公司,杭州,0.0,博士,岗位职责1、从票据图像分类、文本识别（OCR）等相关领域的算法、模型研究；2、优化识别引擎、提高识别效率及成功率；职位要求1、有扎实的数学基础，具备模式识别、图像处理、机器学习等基础知识；2、熟悉图像处理、模式识别算法，对深度学习算法有深入理解；3、有过ocr、人脸识别或其他图像识别相关工作或研究经验者优先；4、对技术充满热情，注重创新性思维，并能逐步在业务中落地。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,算法工程师,算法,20000.0,浙江通策控股集团有限公司,杭州,2.0,本科,岗位职责：1、研究医疗软件的图形处理算法及优化算法；2、维护并改善软件产品中现有算法；3、按业务需求实现软件功能。任职要求：1.2年以上的计算机图形学相关领域研究和工作经验；2.熟练掌握C++编程语言，良好的算法分析和设计能力；3.熟悉三维网格处理算法，具备较强的解决问题能力；4.计算机专业或数学专业毕业，本科以上学历。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,算法设计师（惯性导航）,算法,27500.0,长沙海格北斗信息技术有限公司,广州,0.0,本科,岗位职责：1、惯性导航算法设计；2、组合导航系统算法设计；3、误差分析与性能优化。任职要求：1、本科及以上学历，数学、自动控制、通信、导航等相关专业；2、3年以上相关工作经验，优秀者可放宽要求；3、沟通合作能力较好，具备优秀的团队精神和敬业精神。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,高级算法工程师,算法,15000.0,江苏欣网视讯软件技术有限公司,南京,0.0,无,岗位职责：1.利用机器学习、数据挖掘算法与模型，融合海量时空数据、行业数据、物联网数据，研发智慧城市相关应用场景下的解决方案。例如，我们提出的解决方案有：i)智慧交通：-基于转换点识别算法及随机森林/SVM等机器学习模型进行城市居民混合出行链所涉出行方式的提取与推断，结合POI及路网数据建立居民行为相似度模型。-基于HMM模型将低采样率、高噪声的交通轨迹与路网进行匹配，计算实时交通路况。ii）城市规划：-利用交通轨迹、城市路网、及POI，挖掘城市功能区、城市火山及城市黑洞。iii）智慧环保：-基于时间特征（气候、交通分布等）及空间特征（POI分布、路网分布等）的协同训练模型，发掘城市空气污染主因。v）工业大数据：-基于深度学习算法对工业设备建立健康模型，预测设备故障；基于聚类算法发掘故障根因。2.配合大数据开发工程师，将算法与模型转化为实际应用，使解决方案得以落地。3.根据业务需求对算法模型进行调优，对解决方案进行迭代。岗位要求：1.下列两者满足其一：i）硕士及以上学历，1年以上年工作或项目经验。计算机、地理信息、统计、数学等专业优先。ii）本科及以上学历，机器学习、数据挖掘算法或研发工程师3年以上工作/科研经验。2.能较好的理解并应用机器学习模型（例如：SVM、随机森林、K-means、时间序列分析），对特征工程、模型调参、模型指标衡量等过程有深厚经验。3.对数据有较强的敏感性，具有较强的学术和理解能力、优秀的沟通和表达能力。4.熟练掌握一门机器学习编程语言，如Python、Scala、R等。5.掌握一套机器学习框架，如scikit-learn、TensorFlow、Keras等。6.有模型算法开发经验并产生实际应用效果者优先。有开源贡献者优先。7.在智慧城市解决方案、图像搜索引擎、自然语言处理、或深度学习方面有大型企业或科研机构研发经历者优先。,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
500,机器学习算法讲师,算法,26500.0,北京八维研修学院,北京,3.0,本科,职责描述：1、负责人工智能课程的设计和授课；2、负责对学生进行相关技术和项目的指导；任职要求：1、本科及以上学历，计算机、数学、统计学等相关专业，精通算法；2、2年以上数据挖掘工作经验，拥有大中型数据挖掘实际项目经验者优先；3、要求熟练掌握python、java、scala任意一种编程语言；4、熟悉主流的数据挖掘算法，如逻辑回归、决策树、神经网络、随机森林等机器学习算法5、了解Hadoop生态圈、Spark生态圈相关大数据技术；,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
501,图像分析算法工程师,算法,9000.0,长沙军民先进技术研究有限公司,长沙,2.0,本科,、在团队负责人领导下负责公司图像(视频)智能分析相关代码开发、调试和集成。任职要求：1、计算机、软件类相关专业；2、熟练掌握Python、C++/Java高级语言，有相关图像、视频分析处理经验者优先；3、熟悉各种数据结构及算法，熟练掌握机器学习、深度学习、图像分析基本算法，掌握tensorflow等深度学习框架，掌握openCV等计算机视觉处理框架；4、有良好的口头表达及文档撰写等沟通能力；有良好的团队合作及抗压能力，有强烈的主人翁意识推进事务进展；良好的团队协作精神和执行力，较强的分析问题和解决问题能力；5、头脑灵活、有上进心、有毅力，持续学习。 ,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
502,算法工程师,算法,14583.33,隆链智能科技（上海）有限公司,上海,0.0,本科,岗位职责：1、负责大数据平台和研发产品的开发工作，包括WCS算法设计及实现；2、搭建算法平台进行性能仿真；3、对实际信道中的数据进行分析与验证；4、撰写算法设计文档。任职要求：1、本科以上学历，计算机、数学、统计学或其他相关专业毕业。具有硕士以上学历者优先。2、熟悉自动化设备 、数据挖掘等相关技术，对自动化设备的算法有一定的实践经验。3、具有扎实的程序设计功底，熟悉Java、Scala、Python、R、C/C++中至少一门语言。4、具有强烈的求知欲望和探索精神、优秀的分析问题和解决问题的能力、良好的的沟通和表达能力，能承受一定压力。5、有三年以上WCS开发相关工作经验者优先。该岗位为我司子公司的代招聘岗位，办公地址在金桥加工区，主营业务为智能机器人的开发和生产。,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
503,算法工程师（机器人）,算法,14500.0,苏州元谋智能机器人系统有限公司,苏州,0.0,本科,。。。。任职要求：1.重点大学本科及以上学历，计算机、物流、数学相关专业；2.两年以上C/C++语言开发经验，熟悉嵌入式linux操作系统；3.熟悉运筹学的经典算法和模型，至少掌握一种路径规划算法，以及遍历规划，搜索规划等算法；4.熟悉路径规划和避障算法，能够熟练应用各种优化算法进行数值最优化求解可优先考虑；5.具有扎实的数学和算法理论功底6.热爱智能机器人研发工作，有移动机器人开发经验者优先；7.有机器人开发经验或相关比赛经历者优先。8.责任心强，事业心强。岗位职责：1.移动路径规划算法设计，管制算法建模，时间窗算法设计，路径规划，自主避障；2.任务调配分配算法设计，优化移动机器人运行效率；3.验证算法的可行性和有效性，并完成算法设计及需求相关文档撰写；4.与相关开发人员沟通合作，完成算法代码的实现；5.各类方案的持续优化、建模分析。。？？？？欢迎投简历 hr@um-robotics.com。。。。。。。,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
504,算法工程师,算法,15000.0,徐州徐工挖掘机械有限公司,徐州,0.0,本科,工作职责：1.负责产品的系统建模分析和动态性能分析，给出控制器设计的指导；2.负责产品控制方案的设计，控制参数整定与控制器优化；3.负责完成控制算法在嵌入式平台的实现，进行系统集成调试以及控制器指标的标定；4.负责新技术的预研和技术攻关。任职资格：1.熟练掌握控制系统频域设计方法，控制系统的稳定性，鲁棒性分析方法，数字系统建模方法和设计方法；2.熟练掌握信号处理相关知识，深入理解数字信号频域分析和数字滤波器设计；3.熟练掌握C语言和matlab应用，有用C语言开发大型控制项目者优先；4.熟练掌握控制系统动态建模方法，有系统辨识工作并应用到控制器设计上的经验者优先。,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,人脸识别算法工程师,算法,12000.0,江苏星云网格信息技术有限公司,南通,0.0,本科,岗位职责：1.负责计算机视觉算法和深度学习算法等前沿技术的研发并应用到实际产品中；2.负责视频图像中的目标检测、分类、识别、分割、语义理解等前沿技术的研发和实现；3.负责机器学习、深度神经网络模型的训练、优化、实现；任职要求：1.图像处理、模式识别、机器学习、计算机、电子信息、通信等相关专业硕士及以上学历；2.在深度学习、机器学习、计算机视觉等方面有一定的研究，具有良好的数学功底，有较强的英文文献阅读能力；3.熟悉图像目标（行人、车辆、人脸、通用目标）检测、跟踪、识别，图像理解（分类、分割等），视频分析等算法的其中至少一种；4.熟悉cnn，rcnn，frcnn，boost，svm其中至少一种，并且有实战经验；5.动手能力强，熟练掌握C、 C++ 、Python、Matlab语言，有较强的算法分析和编程实现能力；6.精通Caffe、MxNet、Tensorflow、Cudaconvnet、Torch等任一种深度学习开源框架者优先,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
