,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Sql,Python,Mysql,Oracle,Java,Hadoop,Linux,Spark
468,数据分析师（成都）3216,数据,22500.0,OPPO,成都,0.0,本科,"						岗位职责:1、负责软件团队数据仓库搭建、数据抽取、数据整合、数据规范相关工作；2、负责软件团队数字化运营平台建设、数字化报表设计和开发工作；3、负责ETL设计、开发、测试和部署工作,确保跑数的正确性、稳定性；4：持续优化产品，保障业务的持续发展，为运营平台提供可靠的数据支撑。 任职资格:能力要求：1、计算机、统计学相关专业本科及以上学历，掌握概率论，数据统计相关知识，3年以前工作经验；2、精通SQL语言，熟练掌握hive、spark、python、R语言等一种或者多种言语,有JAVA开发经验者优先；3、有企业大数据治理经验,熟悉数仓模型分层设计，具备ETL流程设计和调优经验;4、对数据敏感，可独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
469,仓库数据员,数据,5250.0,珠海迈科智能科技股份有限公司,珠海,0.0,无,任职要求：    1、高中以上学历，18-35岁；    2、熟练常用办公软件的使用，熟悉ERP、金蝶K3其中一个系统的操作流程；    3、沟通能力好、细心、主动性强、向心力强；    4、有电子仓库文员工作经验的优先考虑；岗位职责：    1、根据车间领料需求制作领料单、出库单等单据；    2、做好数据管理、维护好工作系统；    3、完成领导安排的其他工作；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,数据编辑,数据,4100.0,上海贝格一欧信息科技有限公司,贵阳,0.0,中专,金融相关数据采集与录入。2. 录入进库表的数据进行核查。 岗位要求：1. 大专及以上学历，专业不限； 2. 工作认真负责，吃苦耐劳，勤恳踏实；3. 计算机操作熟练，熟悉基本办公软件应用，有较强的学习能力；4. 有良好的团队合作意识，责任心强，工作细心，有良好的沟通执行能力； 5. 有数据处理（录入）经验者优先；熟悉证券市场，且对金融行业有浓厚兴趣者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Qracle Database 数据库工程师,数据,22500.0,莱科德信息科技（天津）有限公司,北京,3.0,本科,"Project Description:    Responsibilities:                 ? Bring your own map: develop onboarding tools, validations, and repair tools using Oracle, Scala, Spark, EMR  ? Legacy project (PL/SQL, Java): maintain legacy tools, investigate production issues, determine root causes of problems, communicate with customers, develop fixes when required                    Mandatory Skills:  ? Proficient in Oracle with at least 3 years of working experience   ? Proficient in PL/SQL with at least 3 years of working experience   ? Work experience with Java considered as a plus  ? Work experience with Scala considered as a plus  ? Experience in unit testing using Scalatest or similar frameworks   ? Exposure to big data processing using Spark   ? Knowledge of AWS, specifically running Spark jobs on EMR   ? Willing to work in Agile environment   ? Should be well versed with CI/CD and using version systems (like Git), code review tools (like Gerrit), and build tools (like Jenkins)   ? Perfect verbal and written English skills     Nice-to-Have Skills:  ? Good to have experience in automated deployment   ? Good to have knowledge about logging systems      Languages:  English: Advanced/Fluent 职能类别：										数据库工程师/管理员									",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
472,基金数据处理实习生,数据,2500.0,晨星资讯（深圳）有限公司,深圳,0.0,本科,职位描述1.与证券数据分析，数据监测和IT等部门紧密协作，建立全球主要金融市场的基金数据库2.确认证券数据输入流程的正确性和高效性，使数据保持高标准的可靠性及一致性3.跟踪.监控并修改数据的缺陷4.协助项目经理完成证券市场信息的研究并负责部分项目的实施任职条件1. 本科或以上在校生2. 英语六级或以上3. 无专业要求。经济相关专业优先考虑。4. 至少实习三个月，表现优异者有机会转正。5. 每周能5天工作待遇：实习期间，本科学历每月2500元补贴/硕士学历3500元补贴+商业保险（就医费用凭医院票据可报销）工作地址:深圳市福田区深南大道7888号东海国际中心A栋3-9楼（地铁车公庙站，B出口直走；公交车招商银行大厦站、深航大厦站、名人俱乐部站下车）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,数据运营专员,数据,5250.0,南宁贝壳房地产经纪有限公司,南宁,1.0,本科, 1.负责经纪人增长中心运营数据的梳理与分析，为主副官提供支持； 2.通过对数据的管理辅助中心决策落地； 3.出具中心日报、周报、月报，以及满足店东经纪人相关的总结分析； 岗位要求： 1.本科及以上学历，1年以上工作经验，有数据相关工作经验优先； 2.工作认真负责，积极完成上级分配的任务。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,数据仓库工程师,数据,17500.0,北京讯腾智慧科技股份有限公司,杭州,3.0,本科,"拥有3年以上大型数据仓库开发经验和ETL流程优化经验，4年以上数据仓库类大型项目的实施经验；2.精通数据库基本概念、原理、方法和技术，精通SQL,PL/SQL，至少精通Oracle、SqlServer、DB2、SybaseIQ等两种以上大型数据库开发；3.精通数据仓库和数据库的模型设计方法和开发相关技术，如数据仓库、ETL、OLAP、BI展现等；4.精通BI工具，熟练进行多维分析建模（SSIS，SSAS建模），有SSAS、SSIS、SSRS实际项目经验；5.熟悉MDX；精通建模工具如PowerDesinger：6.精通ETL工具（informatic、Datastage、congnos等）进行数据抽取；精通数据仓库实施方法论，精通ETL开发实施流程和原理；熟悉中间件（Weblogic、Tomcat）安装与配置；7.逻辑性强、善于总结分析，具有一定的文档编写能力；具有良好的客户沟通能力及技巧、需求理解能力和解决问题能力；8.具有国网项目经验优先。",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
475,高级数据产品经理,数据,25000.0,快钱支付清算信息有限公司北京分公司,上海,5.0,本科,岗位职责：  1、负责数据应用产品的行业/竞品/用户调研、产品设计及需求分析，打造行业有竞争力的产品。  2、配合前端商务制定解决方案，完成客户的拓展。  3、挖掘更丰富的数据应用垂直场景，收集和提炼客户需求，快速完成产品化建设。岗位要求：  1、本科及以上学历，5年及以上互联网产品、3年及以上数据产品工作经验，熟练使用SQL。  2、有过数据产品规划、设计开发并落地实现的成功案例，有精准营销、风险反欺诈、推荐、标签系统的产品设计经验优先。  3、具备良好的系统性思考能力，较强的自我驱动、抗压能力、沟通能力和执行力，能有效整合资源推动业务发展。  4、对行业动态有足够洞察力及敏锐度，具有追求高品质产品的精神与热情。,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,数据产品经理,数据,15000.0,深圳市睿服科技有限公司,深圳,3.0,本科,"熟悉数理统计分析理论、数据分析原理，掌握常见数据分析工具，至少三年以上统计分析经验，熟练使用SAS/R/Python/Matlab等工具?熟练进行数据清洗、数据处理，设计开发过特征工程、案例库、知识图谱。并有实际项目经验?主导过互联网业务运营的相关分析工作，例如：价值客户染色、群组/聚类分析、离散/连续用户行为分析、用户挽留、实时广告、异常数据或图像跟踪等?主导过用户画像系统建设，及公司线上线下用户的个性化推荐系统研发和优化?亲自对海量数据进行分析，并利用算法挖掘数据内在的模式和特征，发现潜在规律，解决了金融场景痛点?至少三年以上算法建模经验（LR、RF、GBDT、KernelSVM,Regression,AHP，HMM,TimeSeries），或三年以上人工智能和深度学习领域实际项目经验（NLP,CNN,GraphicModel）?精通SQL语言，熟悉主流面向对象语言（Java，.net等），熟悉Linux/UNIX,熟悉Perl/Python/Shell等脚本开发语言?曾经担任过数据产品经理岗位，在产品推进过程中与业务需求方沟通需求，与设计开发方把控产品质量、协调资源。具有协调各方资源以确保产品顺利上线的成功案例",0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
477,数据库工程师,数据,20000.0,i-Shanghai,上海,3.0,大专,、负责数据库系统日常分表、数据清理、定期维护和异常处理，保障数据库系统正常运行；2、对业务系统数据库的规划、设计、实施，优化数据库物理建设方案；3、对数据库进行管理，负责数据库应用系统的运营及监控；4、对数据库性能分析与调优，支持研发团队SQL优化和性能审核，保证数据安全和稳定；5、根据公司项目和产品需要，完成数据库开发任务设计工作；6、项目和产品中的数据库开发、基于ETL工具的数据程序开发以及数据可视化开发；任职资格：1、大专及以上学历，计算机相关专业；2、3年以上Mysql DBA相关工作经验，熟悉linux、shell，有基本的编程能力，熟悉一种脚本语言；3、熟悉硬件选型，采购，机房部署相关工作；4、精通Oracle、Mysql、Mongodb、Postgresql、SQL Server中至少3种数据库的部署、备份、恢复、监控、管控、开发工作；5、能独立完成数据库排障、审计、灾备恢复相关工作；6、具备一定文档组织能力。加分项：1、有kubernate的部署和编排经验；2、有自动化和数据类产品打造经验；3、有数据库开发、ETL、报表开发经验。职能类别：										数据库工程师/管理员									关键字：MysqlETL数据库,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
478,配件物料主数据支持工程师,数据,6500.0,林德（中国）叉车有限公司,厦门,3.0,本科,"						特别说明：该岗位属于项目制2年期岗位；与第三方派遣公司签订合同；岗位综述：负责配件进出口海关申报要素的所需求资料收集和提供，确保数据及时和准确，不影响报关的进展；岗位职责：1.对系统中新建立的物料号，根据报关申报要素的要求，通过自主对数码照片、图纸和CAD模型上的数据，提供相应的报关资料；2.当物料无图纸，照片时，通过到仓库货车间现场通过库存的实物，根据海关要求提供相应的资料，并将照片归档数据库；3.当物料无图纸，照片，也无实物的时，与采购人员协调向供应商索取申报要素资料，实物到货时，拍照 并将照片归档数据库；4.当报关人员有收到海关政策的调整对申报要素有新要求时，根据要求结合技术信息及时提供符合海关要求的申报资料；5.上级所交代的其他任务；岗位要求：1.本科及以上学历；工科类专业；2.3年以上机械产品及制造业企业经验；3.英语熟练；4.熟练使用OFFICE 办公软件, 熟悉Isodraw /UG/ SPM系统运用；																		",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,暖通工程师（数据中心）,数据,16500.0,云聚数据科技（上海）有限公司,上海,3.0,大专,岗位职责：1、管理数据中心冷冻机组、空调水泵、冷却塔、板换、精密空调、新风机、给排水及消防水系统等设备；2、负责数据中心项目的进驻、系统调试验收、接管等工作，以及对基建项目遗留问题的跟踪管理直至所有问题合格关闭，确保数据中心项目暖通给排水系统专业工作的顺利推进和移交接管；3、负责项目内部暖通系统的运行、维修、维护以及暖通工程改造的技术方案支持工作；4、定期对数据中心系统进行风险排查，确保数据中心在低风险或零风险条件下可靠运作；对日常运行数据进行合理分析提供成本节约、流程优化、工程改善等工作提供可行性分析报告及合理建议；5、与运维经理一起，结合系统运作特点，编制预防性维护计划、点检表和点检项目计划；6、与业务接口部门沟通，确保暖通系统的检修、保养维修计划顺利执行，对日常工作问题落实改善；7、关注日常暖通系统的运行状况，确保日常运行维护工作满足客户方及相关方的审核要求、标准，并推动运行、维修班组或相关方对不合格项进行及时有效的改善、关闭；8、 制定暖通系统应急流程预案，并对相关技术人员和供应商进行相关技术培训，按照计划演练，确保团队成员了解暖通系统流程业务；9、按照计划定期全面评估暖通设备系统，编制设备大修方案及计划；10、负责暖通相关专业分包商的维保管理，推动专业分包维保单位的维保工作，提高维保质量，确保维保质量符合合同要求、质量标准及KPI指标要求。任职要求：1、学历要求：大专及以上学历，暖通专业或环境与设备工程专业等相关专业； 拥有数据中心管理经验者优先，                      2、所需技能和能力：有管理各种类型空调设备的经验，业务熟练，具备独立完成工作的能力，有丰富的运行管理经验，较强的故障分析判断能力；具有优秀的人际沟通和协调能力、计划与执行能力以及团队合作精神；能承受较大的工作压力，工作细致、严谨，具有高度的工作热情、敬业精神和责任感；3、外语及计算机要求：具有较强的英语基础，能熟练运用各类办公软件、CAD等；4、工作经验要求：5年以上大型工厂、商业体工程建造和运行管理经验，3年以上本专业工作经验； 5、 可以接受短期区域内出差,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,数据专员,数据,5500.0,魔瘦（广州）电商有限公司,广州,1.0,大专,岗位职责：1、广告数据对接；2、负责日常报表统计，消费数据统计；3、销售订单审核，销售数据追踪；4、完成领导交代的其他数据统计工作。任职要求：1、大专以上学历，数学、统计学专业优先考虑；2、熟练excel表格、透视表及公式运用；3、文字表达清晰、逻辑思维能力强；4、一年及以上类似工作经验；公司福利：1、完善的休假体制：月休6天（按大小周制度）；享有法定节假日之外，员工享有婚假、产假、带薪年假等；2、公司为员工购买社保（养老保险、医疗保险、工伤保险、失业保险、生育保险）；3、公司举办丰富多彩的员工活动，包括员工旅游、部门聚餐、员工生日会、奖励机制、下午茶等；4、公司提供过节日福利，比如端午粽子、中秋月饼等；,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,数据分析师,数据,10000.0,广州昊博益海投资咨询有限公司,佛山,3.0,本科,工作地点：顺德（有外派补助）接受硕士应届生，需要接受外派。岗位职责：1. 基于金融业务及产品，制定业务运营分析指标体系，生产数据分析结果，为数据驱动运营提供有效支撑；2. 负责业务运营统计报表的制作；3. 通过市场分析和运营分析，撰写分析报告，优化业务流程、产品定价和营销方式；4. 通过编程等手段实现数据分析报表及报告的自动化生成。5. 进行大规模数据清洗及数据质量管理。任职要求：1. 全日制硕士及以上学历，统计、数学、金融、计量经济、社会学等专业，优秀者可放宽至本科；2. 熟练使用Python、SQL、Excel，及任意一种统计分析软件，擅长使用数据可视化表达数据信息；3. 具有良好的数学基础、数据分析能力和数据敏感性；4. 熟练掌握常用数据库的查增删改；5. 1年以上数据分析经验，有金融业务分析经验优先。6. 熟练使用Office办公软件。,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
482,数据中心运维主管,数据,6250.0,成都汇和科技有限公司,成都,3.0,大专,、大专以上学历，机电、电气或自动化专业，具有中级或以上专业职称; 2.、机房基础设施的运维，包括供配电系统、UPS、空调系统、消防系统等的维护及应急处理，对高低压配电、UPS/蓄电池、柴油发电、暖通空调、给排水/消防/安防/门禁/监控系统原理有深刻理解，具备安全操作能力和丰富经验，有高压/低压/空调等专业上岗资格证书（高级资格者优先） 3、具有较强的独立工作的能力，担任过大型项目的数据中心管理工作经验; 4、熟悉本专业的相关国家规范和地方规范，熟悉项目设计过程中各专业的配合流程; 5、对数据中心行业有热情，具备良好的沟通协调能力、服务意识、团队精神和强烈的责任感、紧迫感等素质； 6、具备CAD阅图及绘图能力，熟悉掌握OFFICE等办公软件。 7、具有消防证书优先考虑；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,数据分析师,数据,9000.0,劲牌有限公司,黄石,0.0,本科,、负责日常销售和运营端数据分析，能快速响应业务端需求，进行数据的梳理汇总和跟踪监控。2、结合业务需求，对数据进行定性和定量分析；基于平台效果方面的数据建立业务分层数据模型；3、能从数据分析角度支撑业务运营的决策，并对效果进行评估分析，不断推动业务优化。4、根据需求，收集数据，并协助开发数据平台。5、根据客户需求，定制化产出数据分析报告。岗位要求：1、本科以上学历，统计学、应用数学、计算机等相关专业优先；2、熟练掌握和运用相关数据分析软件，至少掌握SAS、SPSS、R、MATLAB、Excel等统计工具中的两种；3、具备较强的逻辑思维能力、决策判断力及较强的学习能力；4、能熟练使用office办公软件，能独立开展数据分析和报告编写工作；5、有数据分析经验，熟悉数据模型、数据算法、数据建模者优先；6、有较强的数据敏感度，良好的沟通协调能力，能承受一定的工作压力。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,数据分析专员,数据,9000.0,叮咚买菜--上海壹佰米网络科技有限公司,上海,1.0,无,"工作职责:1、负责采购各品类的共性业绩（销售/毛利/损耗/周转/动销/缺货等）分析，定期出具分析报告； 2 、协助建立并完善采销中心关于商品/品类/供应商维度的数据分析及评估体系； 3、与公司数据等部门对接，为采销部门提供数据方面的支持； 4 、按需求制作多维度的数据分析报表，固化报表与BI对接做成系统通用报表给到各品类采购使用； 5、领导交代的其他事任职资格:1、2 年以上工作经验，计算机或数学专业大专以上学历，熟悉零售行业相关分析指标的优先；2 、熟练操作常用办公软件,熟练运用EXCEL函数进行各类统计，对数据比较敏感；能使用Exce l建模更佳； 3、良好的团队合作和沟通组织能力，有较好分析、判断能力，逻辑思维能力强； 4 、工作耐心细致，执行能力强，能承受一定的工作压力；",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,数据分析专员,数据,6500.0,白马广告媒体投资有限公司,广州,1.0,本科,职位描述(Job Description)1、通过专题分析，对业务问题进行深入分析，为公司运营决策、产品方向、销售策略提供数据支持；2、整合公司各类数据资源，与相关团队协作进行数据建模工作，制作多维度的研究报告，及时发现与定位业务问题；3、结合媒体行业与发展趋势，对各类媒体产品研究/对比和评估。职位要求(Job Requirements)1、统计、数学、信息技术、经济学、商学等相关专业，本科以上学历  ；2、2年以上相关工作经历，具备较强的数据统计、数据挖掘、分析能力；3. 良好的数据敏感度，能从数据中提炼核心结果，及时发现和分析其中隐含的变化和问题，有丰富的数据分析、挖掘、清洗和建模的经验；4、熟练运用SQL/Access/Excel等办公与统计软件；5、良好的沟通技巧，跨部门/团队的合作经验，良好的团队精神；6、英语六级以上，具有良好的英文书写能力； 7、具有大型企业、专业市场研究公司或广告媒体公司数据分析等相关职位工作经验优先。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,大数据讲师,数据,7500.0,安徽百越天城信息技术有限公司,合肥,0.0,无,"、负责大数据课程教学；2、负责教学大纲、课件、教材、项目案例等资源编写；3、熟悉大数据开源技术（Hadoop、Spark、Ambari）；4、熟悉Java或Python语言，有1年以上开发经验；5、一年以上大数据相关工作经验，或相关专业在读研究生；6、熟悉Spring,Hibernate等开源项目；7、热爱大数据技术，有良好的语言表达能力，善于沟通。",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
487,数据中心统计专员,数据,5250.0,上海鼓德投资有限公司,上海,2.0,大专,招聘要求1、大专以上学历2、熟练使用各种办公软件，精通各类EXCEL使用3、有统计学、财务相关专业4、有物流行业经验的优先考虑岗位内容1、归纳整理统计的原始记录、报表，力求做到资料齐全，数据准确，信息灵通，不出差错2、负责业务各项数据的统计，审核和分析工作3、配合主管做好其他方面的工作薪资：试用期两个月 4500/月，转正5000 可提供住宿上班时间：朝九晚六，做六休一,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,数据分析师,数据,7000.0,宁波国技互联信息技术有限公司（百度宁波、绍兴、舟山服务中心）,宁波,3.0,本科,岗位要求：1、本科以上学历，统计、数学、计算机信息工程等专业优先；2、一年以上互联网行业工作经验，三年以上数据分析经验；3、具有扎实的统计学、数据分析、数据挖掘基础，熟悉数据分析、数据挖掘的手段；4、对数据敏感，归纳、分析能力强，做事严谨细致；5、精通office系列软件，熟练access、mysql等数据库软件，熟悉SPSS、Python、MATLAB等软件；有数据挖掘或建模应用经验；6、善于主动沟通。,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
489,大数据开发工程师,数据,24000.0,融联易云金融信息服务（北京）有限公司,北京,3.0,本科,、参与公司项目开发任职要求：1、3年以上大数据开发经验；2、熟练Spark、Hive、Hbas的开发；3、有实时计算的开发经验；4、熟练java语言或python语言。5、熟悉ElasticSearch。6、熟练CDH。7、熟悉GreenPlum。职能类别：										数据库工程师/管理员									,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
490,国企资产运营（偏数据和客服）,数据,7000.0,北京易才宏业管理顾问有限公司,北京,3.0,大专,"接受报修、投诉,通知相关部门处理；3)对建议、投诉进行跟踪、回访和记录；4)对报修、投诉进行统计、分析,并向上级提供分析报告；5)对园区物业管理单位进行物业服务监管工作；6)租户入住、合约签订和证件办理；7)完成制度规定的周月检及网络监管工作，做好记录归档工作8)完成人员信息收集、录入、变更、统计管理工作。9)协助其他岗位完成工作目标。10)与物业公司对外单位沟通联系；岗位要求：1)年龄在23-35岁之间；（可接受应届毕业）2)全日制统招大专学历及以上，2年左右工作经验；                                                     3）熟练掌握OFFICE软件；                                                  4）具有良好的沟通和表达能力，态度、灵活、5）负责、上进心、踏实、机灵。提供食宿，偶尔加班，年底14薪、亦庄职能类别：										客服主管									关键字：数据统计客服物业服务",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,运营数据专员,数据,7000.0,会找房（北京）网络技术有限公司,南京,3.0,大专,根据公司的制度流程、结算规则对管理周期内的项目费用进行结算，对业务提交的相关审批t+1工作日及时审核；2.确保业务资金的流转，对各区生活费用回款情况持续跟进，严控回款不及时的区域及客户，制定针对性提升举措；3.对所辖业务区的月度/周度经营数据进行汇总分析，优化线上、线下流程，协助业务区提升各项指标管理，实现业务发展良性循环；4.对业务端关于生活费用相关的咨询类问题进行解答，并定期下区进行操作流程、生活费用知识的相关培训。任职要求：1、统招专科及以上，专业不限，1年以上数据结算、项目管理及运营工作经验优先；2、熟练使用EXCLE、OFFICE、PPT等相关办公软件；3、严密的逻辑思维能力、良好的学习能力、和较强的服务意识；4、工作踏实，认真细致，责任感强，良好的沟通能力、团队精神；5、有租赁行业经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,数据管理员,数据,5250.0,广东行中行科技股份有限公司,广州,2.0,高中,、负责管理仓库内部事务，数据整理分析，接待到访人员；2、负责监督仓库各岗位人员根据公司规章制度的执行；任职要求：1、25-35岁；2、中专/高中以上学历；3、思维清晰、逻辑性强、沟通表达能力强；4、有仓库管理工作经验优先；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,数据分析师,数据,,释斯科技（上海）有限公司,杭州,0.0,无,职责：1、负责建立和优化用以分析所采集时序数据中内在属性与联系的相应模型算法，2、负责图像识别领域中相关物体检测算法、超分辨率重建等算法的构建及优化提供一整套智慧实验室的解决方案包括但不局限，设备状态分析，设备利用率的分析、设备运行过程的分析，设备与人员方面的图像识别、语音识别等。任职要求：1、计算机，数学相关专业，本科以上学历；2、有良好的阅读文献能力、扎实的数学以及编程功底，掌握python、java、c++、c中的一种或多种编程语言，掌握mysql等主流数据库技术。3、熟悉基本机器学习算法及其原理，如SVM、聚类、逻辑回归等。4、熟悉tensorflow、keras等主流深度学习框架，熟悉CNN、LSTM等主流的神经网络模型。5、有过图像识别、语音识别、自然语言处理、实时数据处理等实际项目经验或者研究经验者优先。,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
494,Oracle数据库管理员,数据,18500.0,东乔科技（上海）有限责任公司,上海,3.0,本科,任职要求：1、精通Oracle数据库系统的维护和优化； 2、精通Oracle数据库原理、精通数据库核心参数的设置和调整； 3、有2年以上的设计和实施Oracle方案的经验。职能类别：										数据库工程师/管理员									,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
495,数据分析总监,数据,17500.0,四川安娜凯瑟莉服饰有限公司,成都,0.0,无,通过数据对业务和相关产品、运营进行监控和诊断，及时发现运营问题，并提出解决方案；2.针对某一专题进行专项深度分析，支持运营、产品、推广决策；3. 构建业务分析的策略，参与整体数据平台的设计、开发和落地；4. 建立客户分析体系，包括客群分析，用户生命周期分析，流失分析，挽回分析等；5.参与产品转化、用户运营、品牌推广、活动运营效果等环节的数据分析；6. 跨部门就业务和数据课题进行有效沟通协调，推动数据分析成果和应用落地。7.负责数据分析部门的整体工作统筹、管理，以及团队建设、人才培养。任职资格：1. 5年以上数据分析经验，有服装零售行业数据分析，数据挖掘经验者优先；2. 具有出色的数据敏感性和分析能力，逻辑思维能力强，商业直觉敏锐；3. 掌握数据分析方法，能够熟练运用主流数据分析工具解决实际业务问题；4. 有服装行业商品管理3年以上的经验。5.优秀的沟通协调和团队管理能力,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,数据分析员,数据,5000.0,红云制药股份有限公司,成都,2.0,大专,、与相关业务部门进行商务支持工作的对接；2、收集销售部门需求计划，跟踪需求计划完成情况；3、关注集团各工厂库存情况，与集团各工厂生产部门协调产销工作；4、各个销售部门销售数据的统计工作；5、完成工厂销售内勤首营资料的部分工作；6、协助部门完成其他事务性工作。岗位要求：1、具备较高的数据统计技能，擅长使用专业数据分析工具，熟悉OFFICE办公软件操作；2、大专及以上学历，具备1-3年相关工作经验；3、学习能力强，有服务意识，工作细致有耐心。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,数据分析师,数据,12500.0,广州谷沃信息科技有限公司,厦门,0.0,无,、参与数据统计分析工作；2、参与数据整合加工处理工作；3、负责数据实施过程数据管理、数据提取、数据服务、数据清洗等工作；4、协助数据测试验证工作；职位要求：1. 计算机及相关专业本科毕业；2. 具备数据库、数据仓库、大数据理论基础；3.熟练掌握SQL语言，熟悉oracle、mysql数据库的使用，4. 熟悉UNIX/LINUX 系统操作；5. 熟悉SHELL、Perl编程；6. 熟悉银行业务，有金融行业开发经验优先；7. 从事数据分析工作3年以上，具备良好的沟通能力。,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
498,质量数据和分析高级专家/资深专家/研究员,数据,27500.0,浙江丹鸟物流科技有限公司,杭州,3.0,本科,、根据配送不同的业务场景，构建业务指标体系，建立和完善日常业务报告体系，能够高效、准确、完整披露公司及各环节营运状况；2、快速有创造性的分析，整理业务运营数据并发现有价值的规律和结论；3、能够持续动态的挖掘日常的业务数据，发现业务的风险和机会点；4、根据业务需求，参与搭建相应的运营数据产品的数据开发和建设。岗位要求：1、5年以上的工作经验，3年以上的数据分析/挖掘相关工作经验；有互联网或物流相关经验。2、具有深厚的数学、统计学和计算机相关知识，精通SQL等数据查询语言及SAS、SPSS等统计分析软件，熟悉数据仓库，具有海量数据挖掘、分析相关项目实施经验，参加过完整的数据挖掘项目并有成功案例；3、优秀的商业分析能力和系统性思维能力，有及时发现和分析其中隐含问题的敏锐性，能从复杂业务需求数据进行抽象概括；4、数据敏感度高，具备较强的分析总结能力，具备良好的数据呈现能力，包括PPT展示和讲解能力。,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,高级数据分析师,数据,20833.33,盈德投资（上海）有限公司,上海,5.0,硕士,、对现在运行的物流配送计划管理流程进行系统的分析，应用现代管理软件对计划管理系统升级和优化，实现最优配送及效益***化2、辅助集团内其它部门的系统优化工作岗位要求：教育背景：应用数学专业研究生以上学历和学位资格证书 ：算法工程师或者6 sigma黑带工作年限：5年以上行业经验：大型物流配送行业或者气体公司工作经历，有相关的数据模型建立，大数据分析及管理系统项目经验,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,数据分析专员,数据,6500.0,深圳前海帕拓逊网络技术有限公司,深圳,1.0,大专,任职资格：1、全日制大专学历以上，对数据敏感，热爱数据分析，数学、统计、市场营销专业优先，可考虑优秀应届生；2、熟悉Excel的函数公式，数据透析和表格制作，具备较好的的数据分析能力；3、有责任心，善于沟通，性格开朗乐观，熟练使用office办公软件。岗位职责：1、更新日常周报月报，整理数据源，清洗数据；2、和系统相关人员对接，整理业务需求；3、数据模板的制作，根据运营人员的需求，定制需要的数据报表；4、常规流程的梳理。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,数据库管理工程师,数据,6500.0,中冶京诚工程技术有限公司,北京,0.0,本科,"岗位职责：1、负责公司数据架构规划设计，预测数据库系统未来的存储需求,制定数据库的存储方案并组织实施；2、负责公司数据库系统的运维管理，管理数据库的用户，维护数据库的安全性，控制和监控用户对数据库的存取访问；3、负责数据库性能调优，日常巡检，解决客户端中间层和服务器的链接问题，制定与执行备份/升级/应急方案；4、负责公司数据库系统运维体系的建立，编制数据库系统运维规范，检查执行情况并持续改进；5、负责公司知识管理和信息资源管理，协助推进信息化项目建设及推广；6、负责公司信息系统的数据备份及还原管理，监控备份作业运行情况，组织系统数据还原演练。任职要求：熟悉并能独立进行Oracle数据库及mysql数据库的集群搭建及管理；熟悉Dataguard的搭建及使用；熟悉shell&perl编程，能使用脚本编写工具提升工作效率；了解操作系统、网络、存储、硬件等方面的基础知识，熟悉Linux平台服务器的管理和维护；良好的团队协作能力，积极主动，乐于接受挑战，能应对突发应急情况；具有OCP或OCM认证资格的优先。",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
