,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Python,C,Tensorflow,Java,Linux,Spark,Hadoop
101,人工智能+直招连锁店招商专员/经理高福利,人工智能,9000.0,深圳中海时代科技有限公司,深圳,2.0,高中,岗位职责：1、负责人工智能市场门店的选址、招商，完成每月招商部下达的选址、招商任务；2、负责寻找合适店铺、加盟商，并向加盟商推荐合适的经营场地，协助加盟商签约；3、负责建立场地、加盟商档案及场地、加盟商的资料搜集；4、协助财务部完成客户的签约及收款；5、负责已签约客户的场地装修进度的跟进，协助其门店开业；6、协助本区域运营同事做好门店的运营管理：服务标准、运营管理要求等。任职要求：1、专科及以上学历， 具备大型连锁企业选址、招商经验，同等职位2-3年以上工作经验。2、具有丰富的连锁店选址、招商经验或成功案例；3、具备工作安排的条理性，明确工作目标且细分工作安排；4、具备较强场地筛选、加盟商识别的能力；5、具备良好的职业道德和敬业精神。待遇丰厚4000无责底薪+高额提成+奖金，弹性工作，入职购买五险一金。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,人工智能企业诚招8k+销售专员y,人工智能,10000.0,杭州爱才人力资源有限公司,杭州,0.0,无,、对意向客户简略介绍产品知识 ； 2、有效搜集意向客户的信息，实现目标客户的到访 ，客户的销售转化； 3、协助并配合营销中心安排，完成本区域的市场工作。 任职资格： 1、熟练使用各类办公软件（word/excel/ppt/ps等）口齿清晰，普通话流利，语音富有感染力；2、热爱销售工作，抗压能力强，工作主动，有团队合作精神；3、具备较强的学习能力和优秀的沟通能力；4、有相关电话客服，销售工作经验者优先。5、服从公司安排与管理，优秀的毕业生放宽要求。6、公司提供足够的上升空间，只需要你的努力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,人工智能算法工程师,人工智能,37500.0,博微太赫兹信息科技有限公司,合肥,3.0,硕士,、负责毫米波/太赫兹图像危险品检测与识别系统顶层架构设计、产品级智能化设计策略制定与实现；2、负责指导团队实现毫米波/太赫兹图像危险品检测与识别系统具体算法；3、负责大规模毫米波/太赫兹图像采集、存储与管理；4、负责大规模图像数据挖掘算法设计；5、负责相关领域前沿跟踪。任职要求：1、硕士及以上学历，计算机、数学等相关专业，五年以上机器学习/模式识别经验；2、熟悉神经网络和深度学习相关理论和算法，精通C++/Python/C/MATLAB等编程语言，并熟悉DSP/ARM/GPU等相关背景知识；3、具有强统筹策划能力，具有工作自主性与较快的适应能力，具有良好的表达能力；4、具有5人以上团队管理及人工智能识别系统设计的经验。,1.0,1.0,0.0,0.0,0.0,0.0,0.0
104,Android开发工程师 (人工智能),人工智能,10500.0,广州尚恩科技股份有限公司,广州,2.0,本科,、负责Android终端智能机器人人工智能教育App研发、微信小程序开发、APP上线及日常维护工作；2、负责Android系统框架和核心代码编写，确保系统性能、可靠性和安全性； 3、负责与UI、人工智能项目经理协作，确保产品设计、功能质量、项目进度等满足要求；4、此app开发岗位是人工智能方向，将会接触到智能语音、智能对话、自然语言等相关技术。职位要求1、全日制大学本科或以上学历；2、熟悉Android内核、驱动，熟悉SDK开发，有机器人SDK经验开发者优先； 3、熟悉Android开发环境，熟悉Android平台UI设计，熟悉常用布局，具备一定架构设计能力；4、熟悉Android系统架构及相关技术，对Socket通信，TCP/IP和HTTP有较深刻理解和经验； 5、2年以上Android开发工作经验，并有独立开发能力；6、有机会学习到智能机器人、人工智能、自然语言处理、大数据Hadoop\Spark、智能问答相关技术。工作地址 广州市天河区黄埔大道西159号富星商贸大厦西塔8楼（公交：人民日报社华南分社(西行)、天河站（东行）；地铁：体育西站；APM：黄埔大道，电话：020-66352888职能类别：										手机软件开发工程师																			手机应用开发工程师									关键字：机器人安卓android开发工程师人工智能APP,0.0,0.0,0.0,0.0,0.0,1.0,1.0
105,人工智能软件开发工程师,人工智能,15000.0,南京烽火星空通信发展有限公司,南京,3.0,本科,、负责人工智能后台服务系统框架的设计与开发、系统性能优化及相关模块功能代码开发；2、负责机器学习算法产品开发的沟通协调，负责相关算法的优化及微服务的封装，将人工智能能力以服务的形式提供对外使用。任职要求：1、计算机、数学等相关专业，本科及以上学历，2年及以上相关领域工作经验；2、具有扎实的数据结构及算法功底，具有良好的python/java/C++开发经验，熟悉OOP编程模式，熟悉设计模式、开发规范；3、具备良好的英文文献阅读能力，对数据敏感，善于思考，具备不断发现问题及解决问题的能力，沟通能力良好，工作认真负责。满足条件优先考虑：1、熟悉深度学习算法及常用的深度学习框架如：TensorFlow，Mxnet等。2、有图像处理、NLP、语音方向研究应用经验者；3、熟悉docker，kubemetes，horovod或其他深度学习分布式平台，搭建云服务经验的技术者；4、具备产品思维，熟悉推荐、搜索、大数据系统后台开发经验者。,1.0,1.0,1.0,1.0,0.0,0.0,0.0
106,子公司(人工智能）副总经理,人工智能,25000.0,中安汇金（天津）旅游开发有限责任公司,天津,5.0,本科,、负责健全完善公司各项规章制度，负责公司制度及流程的建立、修订、发布和实施3、根据公司战略规划，协助总经理健全完善公司目标责任管理体系，制定公司年度经营计划，对各部门年度经营目标分解、实施，监督整改，以确保达成经营目标4、对公司各部门内部组织架构和主要制度流程的实施状况定期进行评估并提出合理化建议5、对公司经营管理等方面的重大问题组织调研，并提出专题报告6、认真完成总经理临时交办的任务，定期向总经理汇报日常工作情况任职要求：1、要求有5年以上科技型企业的全盘管理经验2、熟悉研发、生产、物料采购、物流、品质管控、售后服务及人力资源、财务的管理3、学历本科及以上，理工科或企业管理专业优先4、具有拼搏精神，具有一定的抗压能力职能类别：										副总经理/副总裁									,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,人工智能讲师,人工智能,30000.0,传智播客教育集团深圳分校,深圳,5.0,本科,工作职责：1、负责人工智能+python课程产品的设计，提供成熟的技术解决方案2、负责人工智能+python项目、案例的研发与讲解3、负责人工智能+python实体班授课、在线班授课4、完成上级领导交办的工作任务任职要求：1、5年以上人工智能相关工作经验，有丰富的项目实战经验2、熟悉python编程，能基本使用其他一种或多种语言编程，如：Java/C/C++/NPL3、熟悉常用机器学习、深度学习算法，如：决策树、逻辑回归、贝叶斯、降维，聚类，人工神经网络（CNN，DBN， Autoencoder）等4、熟悉至少一种深度学习框架，如Tensorflow (Keras)、Theano、Caffe和PyTorch等5、熟悉python数据挖掘、数据分析流程，用户行为分析、用户画像、推荐系统、金融领域数据挖掘、分析6，口齿伶俐，善于交流，具备团队协作能力7、具有较强的学习能力、具备独立解决问题的能力、能够承受工作压力加分项：1、有基于大数据架构lambda推荐系统实战经验者优先2、有人工智能方面实战项目经验比如：声音、图像、推荐系统、聊天机器人、智能生活应用者优先3、人工智能讲师、硕士及以上学历者优先,1.0,1.0,1.0,1.0,0.0,0.0,0.0
108,游戏人工智能方向,人工智能,17500.0,中国科学院自动化研究所,北京,0.0,无,（1）达到国家规定的博士后基本条件。（2）从事自动化、控制科学与工程、计算机技术、人工智能等相关专业。（3）以第一作者或导师第一作者发表在CCF一类会议论文1篇或二区以上SCI期刊论文1篇以上。（4）有从事深度强化学习、不完全信息博弈、深度学习、多智能体决策等研究的博士后优先。（5）有游戏人工智能开发经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,人工智能算法研发工程师,人工智能,20000.0,上海瞬动科技有限公司合肥分公司,合肥,1.0,硕士,"岗位职责：1、从事视频图像人脸检测与识别方向的研究与应用。2、整理与收集人脸检测识别方面的前沿与热点方向。任职要求：1、熟悉人脸检测与识别领域的传统算法，了解其相应知识，复现过相关算法。2、掌握C/C++或Python编程语言，具备一定的算法实现能力。3、掌握OpenCV或Python的相关图像算法模块。4、了解Caffe、TensorFlow或MaxNet等相关DL框架者优先。5、要求一定的英语水平，能够无障的阅读理解领域相关论文。6、具备linux系统的熟练使用能力。7、硕士及硕士以上学历福利待遇：双休+五险一金, 年薪15-20万",1.0,1.0,1.0,0.0,1.0,0.0,0.0
110,人工智能课研助理,人工智能,15000.0,财博云（北京）信息服务有限公司,北京,1.0,本科,职位描述： 1. 负责辅助专家完成人工智能项目研发 2. 负责协助教授梳理人工智能知识点，形成课程体系 3. 负责垂直领域人工智能项目研发，制作课件 4. 线下及线上课程助教 岗位要求： 1. 本科及以上学历，计算机相关专业 2. 熟练掌握 python 语言 3. 熟悉至少一种深度学习框架，如 Tensorflow (Keras)、Theano、Caffe 和 PyTorch等 4. 熟悉常见算法，如回归、分类、聚类、神经网络等 5. 有计算机图像处理经验、NLP经验优先 6. 工作认真负责，有良好的团队合作精神，对新知识敏感，有较强的学习和吸收能力,1.0,0.0,1.0,0.0,0.0,0.0,0.0
