,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Android,App,Web,Css,Java,Javascript,C,Js
29,移动开发（Android/iOS）,移动开发,27500.0,Unity大中华区,上海,3.0,无,"We are looking for an experienced C/C++  with in-depth knowledge of APIs used on Android, and hardware characteristics of Android devices. Several shipped Android games or apps is preferable. Experienced console programmers will also be considered for this position. The ideal candidate has a passion for programming and is on constant lookout for new difficult challenges. If you are interested in profiling and optimizing for performance and power, this role is for you!Responsibilities:Developing and maintaining the Unity runtime across all available Android devicesProfile and optimize the code to get the best possible performanceMake sure the work flow for the Unity customers is as smooth as possibleHelp pushing the development of new cool features with the rest of the core engineering teamWork closely with hardware partners ensuring the Unity engine runs at optimal performance on their chipsetRequirements:Experience with embedded, mobile or console development is a mustExcellent C++/C programming skills.Experience with JNI or the internals of a JavaVM is a plus.At least 3 years commercial programming experience, or equivalent project work experienceExcellent debugging, optimization and profiling skillsExperience in writing code that take advantage of specialized hardwareExperience working with large code bases preferableGood knowledge of EnglishGame development experience is an advantageWho We AreWe are product-driven, curious, and creative. We aggressively reinvest in development to keep Unity moving and evolving - from expanding usability and power, to platform reach. With over a billion installs per month, Unity touches gamers and non-gamers alike. As well as video games, our software is used in industries as diverse as medicine, visualization and shopping - democratizing game development while solving hard problems and enabling success for a huge range of developers worldwide.  Today, Unity has expanded to over 15 international offices and has employees in 23 countries. Every person at Unity Technologies has an inherent passion and driven spirit and it isn’t enough to be able to do the job- we’re looking for people that color outside the lines, are looking to be freed from the process tangle, and can dream big!",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,移动开发工程师,移动开发,12500.0,广州广电运通金融电子股份有限公司,广州,3.0,本科,岗位职责：1、按需求按进度完成Android客户端产品的开发；2、对自己代码进行复查并进行单元测试；3、对产品运行过程中出现的问题进行分析和解决；4、App性能及内存调优；5、熟悉安卓新版本特性；6、熟悉安卓底层相关Api。职位要求：1、本科以上学历，2年以上Android开发经验；2、熟练使用java语言，扎实的编程功底和良好的编程习惯；3、有独立负责过移动项目开发经验；4、熟悉掌握Android通用主流开源框架，有阅读源代码的习惯，以及丰富的手机UI设计经验；5、熟悉网络编程、多线程、图形界面编程、熟悉TCP/UDP、HTTP协议；6、精通Android的SDK，对Android常用组件实现有深入了解；7、熟悉App性能调优，并且有专门进行过相关的优化工作；8、责任心强，具备良好的团队合作精神和承受压力的能力。,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
31,移动开发工程师,移动开发,12500.0,无锡专心智制科技有限公司,无锡,2.0,本科,、负责Android、IOS等移动端应用与H5或相关前端框架做混合式APP的开发和维护工作；2、负责规范文档的编写、维护，以及其他与项目相关工作；3、完成领导安排的其他工作任务；任职要求：1、计算机或相关专业毕业，本科以上学历；2、2年以上相关工作经验，具有安卓、IOS等平台混合式开发模式成熟产品开发经历；3、精通Android或IOS体系结构及应用开发框架，熟悉AndroidSDK或IOS开发环境，熟悉BootStrap、Jquerymobile等响应式前端框架，对混合式开发架构有深刻的认识；4、精通音视频协议及传输；5、熟悉SQLITE数据库；6、精通AndroidSDK中的UI（自动适配不同尺寸屏幕的ui界面）、网络、数据库、XML/JSON解析等技巧，熟悉多线程，网络编程（socket、http/webservice）等；7、熟悉c、python、go等其中一种以上语言者优先；8、具备良好的沟通能力和优秀的团队协作能力；9、对工作充满热情，具有优秀的学习能力以及良好的自律意识和上进心。,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
32,移动开发人员[H5],移动开发,11500.0,湖南谱典信息技术有限公司,长沙,3.0,本科,岗位职责:1、根据产品需求，负责应用系统WEBAPP前端开发；2、系统架构优化及模块重构；3、系统维护及日常故障定位处理。任职要求：1、计算机相关专业本科，前端开发工作经验三年以上。2、有过万行js代码以上 web app 开发经验，尤其是 SPA（Single Page App）；熟悉    浏览器底层；3、精通riotjs / vuejs / angularjs / reactjs框架之一，并有实际项目经验；4、熟悉 web 通信技术，包括websocket、webRTC等；5、熟练使用相关工具进行 web app 的性能优化。,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
33,移动开发工程师,移动开发,12500.0,宁波奥克斯空调有限公司,宁波,2.0,本科,工作职责:1、负责项目业务需求的分析，以及对现有APP的影响； 2、负责开发计划的安排，开发周期的规划； 3、负责项目的开发任务，并对开发出的项目进行初步测试； 4、负责开发完成后，代码的托管	 5、负责测试人员测出的bug，以及运营反馈的APP的bug修复； 6、负责APP的版本地带和APP的后期维护； 7、为其他部门提供相关技术支持，参与开发任务； 8、其他临时性工作。9、对部门研发项目的设计和评审具有建议权，对开发工作的安排、bug的修复、APP的后期维护具有安排执行权，其他详细权限见事业部《分权手册》和《业务流程手册》。任职资格:1、本科，计算机相关专业2、较为丰富的手机应用开发经验，3-5年iOS开发工程师经验3、有扎实的 Objective-C ，CPP ，C语言基础，精通 iOS 平台及主流框架原理，有xcode及相关开发工具和测试调优工具使用经验,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34,手机移动开发工程师,移动开发,9000.0,阁瑞钛伦特软件（北京）有限公司,北京,0.0,大专,岗位职责：①协助项目经理完成公司的各种产品任务项目；②学习积极主动，具有一定的逻辑思维能力；任职要求：①大专及以上学历，热爱IT行业，理工科相关专业优先；②具有强烈责任感，对待工作认真、负责；③具有良好的学习能力； ④富有团队精神，具备较好沟通能力；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,移动开发工程师,移动开发,9000.0,寰宇优才教育科技（北京）有限公司,北京,0.0,大专,岗位职责：1.协助项目经理完成公司的各种产品任务项目；2.学习积极主动，具有一定的逻辑思维能力；任职要求：1.大专及以上学历，热爱IT行业，理工科相关专业优先；2.具有强烈责任感，对待工作认真、负责；3.具有良好的学习能力；4.富有团队精神，具备较好沟通能力；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Android APP移动开发工程师（TL003）,移动开发,10500.0,武汉虚谷信息技术有限公司,武汉,3.0,本科,职位描述：1、负责公司产品android终端的设计、开发、测试等工作；2、集成android终端的底层库，编写通信与后端数据交互模块，与底层库和后端工程师进行协作；3、负责产品android终端的UI界面开发与产品集成、调优等工作；4、负责产品android终端的第三方业务集成等工作；5、负责撰写相关开发文档和为团队培训；职位要求： 1. 计算机及相关专业本科以上学历，至少3年以上Android开发经验；2. 精通Android开发环境、应用开发框架，熟练掌握Android开发平台、框架及API调用、Android程序开发、自定义组件等；3. 精通多线程原理，数据结构与算法、Linux系统及数据库、Socket网络编程、文件流操作，熟悉TCP/IP，HTTP等网络协议；4. 熟练掌握java技术，熟悉面向对象编程设计，具备扎实的编程基础；5、熟练掌握App与H5交互，精通SDK制作；6、拥有良好的代码习惯，结构清晰，命名规范，逻辑性强。工作地点：武汉市武昌区友谊大道371号v+合伙大厦地址1608工作时间：9:00-17:30，周末双休,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
37,高级移动开发工程师（ZN01）,移动开发,10500.0,武汉东浦信息技术有限公司,武汉,5.0,本科,工作职责:1、负责Android、ios手机客户端软件的设计和研发；2、参与产品的系统架构设计，代码开发，单元测试和 bug修复工作；3、根据产品开发规范，完成相关技术文档编写；4、与产品、测试等相关人员配合共同完成产品的开发工作。5、负责根据其他系统提供的数据接口进行数据交互6、负责微信企业号\公众号相关功能接口的开发7、从用户体验出发，对ios平台产品进行优化及扩展8、完成领导安排的其他工作任职资格:1、计算机或相关专业本科以上学历，2年以上Html5移动开发经验或Android/iOS Native App开发经验开发经验；2、精通设计模式，面向对象等理论，精通AOP、IOC、MDA等开发思想；3、熟悉Android/iOS平台，熟悉Android/iOS技术体系下的开发；4、熟悉至少一种Hypbrid App的开发框架，如PhoneGap、WeX5等；5、精通HTML5/CSS/JavaScript/JSON/XML/Ajax等前端技术，熟练使用JS编写面向对象的应用程序，熟悉至少一种JS框架（jQuery、Ember、Angular等）；6、对于HTML5技术领域、新兴Web标准、Web发展趋势和移动端发展趋势有良好洞察力和极高关注度，有强烈的求知欲；7、有较强的学习和上手能力、良好的沟通能力和协调能力，思路清晰，善于思考，能独立分析和解决问题；8、责任心强，具有良好的团队合作精神；,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
38,29777-腾讯云移动开发平台高级产品经理（深圳、北京、上海）,移动开发,,深圳市腾讯计算机系统有限公司,深圳,5.0,本科,						1、	负责腾讯移动金融开发平台的产品策划工作；2、	通过战略分析、竞品分析、客户项目跟进、前沿技术研究等方式明确需求；3、	主导产品设计，参与产品研发过程，协调组织各方资源，保证产品实现和交付；  4、	支持产品销售过程，提供销售素材和部分售前支撑，对产品规模增长负责；1、	本科学历以上，5年以上互联网公司或IT公司的工作经验，熟悉前端开发框架（VUE、RN等）、IOS、安卓客户端开发技术之一；2、	执行能力强，有产品设计和商业化包装能力，具备产品理解力，具备较强的团队协作和沟通能力，思维活跃，学习能力、抗压能力强；3、	拥有以下专业技能背景之一优先考虑，研发、技术运维、售前架构设计；4、	拥有金融行业ISV从业背景优先考虑；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,移动开发工程师-上海,移动开发,17500.0,远东宏信有限公司/远东国际租赁有限公司,上海,3.0,本科,核心代码的开发：公司自建系统核心代码的开发、测试；    系统运行维护：负责日常运行过程中涉及的代码修改工作；外部人员管理：负责项目团队中外部供应商人员的任务分配和工作指导；开发标准制定：协助制定自开发类应用系统开发的规范及标准，并不断完善职位要求1. 掌握HTML5和CSS3等相关技术，精通混合式移动开发。2. 精通移动端页面优化和适配。3. 有Android或IOS原生移动开发经验者优先。4. 有在线微信、支付宝支付等开发经验者优先。5. 有刻苦钻研和创新精神。6. 有团队精神，能承受一定的工作压力。7. 学历为本科及以上职能类别：										移动通信工程师									,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
