,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Fpga,Dsp,Protel,Eda
496,硬件开发/验证工程师,硬件开发,,上海复旦微电子集团股份有限公司,上海,0.0,硕士,岗位职责：负责芯片设计中硬件原型设计验证、芯片样片测试分析及特性参数提取。任职要求：1、电子工程、微电子专业硕士及以上学历；2、熟悉各种常用设备的使用，有一定嵌入式软件开发经验；3、具备板级电路设计、可编程逻辑器件原理、微机原理等知识。,0.0,0.0,0.0,0.0,0.0
497,硬件开发工程师,硬件开发,12500.0,杭州中恒电气股份有限公司,杭州,0.0,大专,电力电子、电力工程、自动化等相关专业2019年应届毕业生；2.有电源模块开发实习、实验、课题研究者优先；3.有志于从事电源开发者。,0.0,0.0,0.0,0.0,0.0
498,硬件开发工程师,硬件开发,12500.0,上海金积电子有限公司,上海,1.0,本科,自动化控制、机电一体化或电子相关专业，全日制本科及以上学历；2.熟练使用STM32、DSP及FPGA，熟练使用AltiumDesigner或Cadence软件；3.熟悉外设编程，如SPI、UART、I2C、PWM、Timer、ADC、DAC等；4.熟练使用仪器仪表，如示波器，信号发生器，阻抗分析仪；具有扎实数字电路模拟电路理论知识；5.具备良好的沟通能力和优秀的团队协作能力，要求思路清晰，逻辑性好；6.动手能力强，细致认真，有很好的独立处理问题解决问题的能力；7.具备较强的文档编写能力，能根据公司的要求提供完整规范的研发文档和测试；8.熟悉EMC设计者优先考虑；9.英文技术文档阅读能力优先；工作职责：1.根据技术设计方案要求，完成硬件电路设计、PCB设计及调试工作，解决关键电路设计的技术难点；2.完成硬件电路的焊接、测试、优化，实现研发系统整体功能及性能要求；3.参与研发产品的成果转化、生产工艺流程设计，协助解决新产品检验测试、试产中的技术问题；4.按时完成研发设计任务，编写产品研发文档，完成产品技术总结；5.与机械工程师配合完成产品设计。6.能力出众者工薪面议。,1.0,1.0,1.0,0.0,0.0
499,电子硬件开发工程师,硬件开发,7000.0,成都讯利科技有限公司,成都,2.0,大专,岗位职责：1 熟练使用Altium Designer或 Protel99其中之一PCB绘图软件；2 熟练使用keil或IAR其中之一开发环境进行C语言编程；3具有2年以上51系列或STM32硬件设计和编程经验；4具有基础数电模电知识，熟悉电子产品开发流程；5 具有良好的电子设计习惯，能规范地将设计文件归档；6有电子产品可靠性和电磁兼容EMC经验者优先；7工作细致认真，有责任心。任职要求：1分析研究项目需求。2 原理设计、器件选型、程序编写、样品调试。配合结构人员设计出稳定可靠的产品成品；3 技术文档归档及生产安装指导。4小型电子产品方案规划设计,1.0,0.0,0.0,1.0,0.0
500,嵌入式硬件开发工程师,硬件开发,12500.0,上海嘉强自动化技术有限公司,上海,0.0,无,岗位职责：1、负责产品硬件开发方案的制定与修改，评估产品硬件开发的技术风险；2、负责电子元器件的选型；3、能独立完成项目总体方案、原理图设计、PCB设计、样机调试、生产辅助等；4、编写项目文档、质量记录以及其它有关文档；5、维护管理或协助管理所开发的硬件；6、对新产品的开发提出意见和建议。任职要求：1、 电子、信息类相关专业本科以上学历，2年以上工业电子设计相关工作经验；2、 精通至少一款PCB设计软件；3、 有原理图或整体产品设计经验者优先；4、 至少有一项下列经验：（1）有FPGA硬件开发使用经验，熟悉Xilinx相关器件与开发工具；（2）有STM32硬件开发使用经验，熟知ADI、TI等公司的信号处理芯片及用法；（3）有Cortex A8以上ARM硬件开发使用经验，熟悉TI Sitara或 Xilinx Zynq器件开发；（4）有PCI、PCIe、DDR2、DDR3相关产品开发经验；5、 善于沟通，耐心细致，具备高度责任心和良好的团队合作精神；6、 具备较好的英语听说读写能力。,0.0,1.0,0.0,0.0,0.0
501,硬件开发工程师(代招),硬件开发,6500.0,江苏艾普曼信息科技有限公司,南京,1.0,中专,南京迪思卡信息技术有限公司工作内容：从事硬件开发和调试工作 工作经验：有1到2年软件开发工作经验技能要求：1、熟练掌握Aultim Design/Cadence/Protel等PCB设计工具中的任何一款2、对STM32单片机/FPGA硬件开发有经验者优先3、熟悉硬件开发流程4、动手能力强，能动手调试或组装机器人系统5、具有良好的团队协作精神6、具有较强的学习能力待遇：1、公司缴纳五险一金。2、税前月薪5000-8000，具体待遇面谈。3、享受餐补及办公工具补贴。4、工作满一年，能力优秀者推荐至公司合作高校读在职研究生或博士。,0.0,1.0,0.0,1.0,0.0
502,嵌入式硬件开发工程师,硬件开发,6000.0,广东新源信息技术有限公司,广州,1.0,本科,						岗位职责：1、负责硬件产品的器件选型，外观结构的设计；2、负责项目硬件原理图、PCB的设计以及改进，硬件调试、测试等；3、负责项目技术文档的编写和项目资料归档；4、配合嵌入式软件工程师，进行简单的Cortex-M3、单片机软件开发。岗位要求：1、电子信息、通信、自动化等相关专业毕业，本科一年以上工作经验；2、熟练掌握STM8、STM32系列单片机硬件设计，能独立设计单片机控制系统；3、具有Ethernet、Z-wave/Zigbee、WiFi等硬件等模块实际使用经验；4、熟练使用至少一种EDA工具(Protel或Altium Designer等)进行原理图设计和PCB设计，有高速、多层板布板经验；5、工作认真负责、积极主动、刻苦钻研，有良好的沟通能力、团队合作精神和服务意识；6. 有物联网行业经验、熟悉IPV6、Lora开发优先。																		,0.0,0.0,0.0,1.0,1.0
503,硬件开发工程师,硬件开发,11000.0,中国科学院上海微系统与信息技术研究所,上海,3.0,硕士,工作概述：物联网终端产品硬件开发工作要求：通信/电子/计算机等专业；具有较高的硬件设计能力;熟悉主流MCU系统，如AVR、PIC、STM32等，熟悉USB/UART/IIC/SPI等常用数字接口，熟悉FPGA、DSP、APM等体系架构，了解嵌入式Linux、Vxworks操作系统;具有3年以上硬件产品开发设计经验。,0.0,1.0,1.0,0.0,0.0
504,嵌入式硬件开发工程师-研发一部,硬件开发,10416.67,山东山大电力技术股份有限公司,济南,0.0,本科,电子或自动化控制类硕士及以上学历；2.模电、数电、电路专业基础知识扎实；3.熟悉单片机、DSP、ARM或其他嵌入式系统设计；4.熟练使用C进行开发及调试；5.熟练阅读英文材料。,1.0,0.0,1.0,0.0,0.0
505,计算机软硬件开发与网络管理类,硬件开发,,北京市市政工程设计研究总院有限公司,北京,0.0,硕士,招聘要求：1、2020年全日制应届毕业生2、硕士研究生及以上学历,0.0,0.0,0.0,0.0,0.0
506,硬件开发工程师,硬件开发,12500.0,深圳市中物互联技术发展有限公司,深圳,3.0,大专,"、完成产品的硬件单板、模块电路的设计与开发。2、按项目要求完成总体方案、器件选型、原理图设计、PCB绘制、BOM制作等工作; 3、负责产品硬件调试，电路问题分析及改善，解决研发及生产中的各种技术难题；4、负责完成产品的应用程序编写与调试应用。5、负责产品后期的维护与升级、产品项目应用中的问题分析与解决。技能要求:1、至少精通一种电路原理图、PCB绘制软件,如：PADS、DXP、candence、orcad软件等；;2、熟悉数字、模拟电路，常用测试仪器，具有模拟和数字电路的设计和调试经验；3、至少掌握一种单片机（51系列，AVR系列，ST系列或者其他），熟悉嵌入式系统设计，能够独立进行混合信号电路系统设计；熟悉RS485/RS232/USB等通讯接口电路;4、熟练掌握单片机程序设计c语言或c++语言，了解VC、VB或c#编程；能够独立完成产品程序编写。5、熟悉模块集成应用：如UART、SPI类等接口模块；蓝牙模块，wifi模块，lora模块，NB-LOT模块等无线通讯模块的集成应用；6、了解通信协议：如modbus、profibus、can、蓝牙mesh等素质要求:1、具有产品思维，能对产品与业务提出自己的见解2、热爱硬件设计，个性乐观开朗；逻辑性及团队意识强，善于沟通合作；3、具有良好的学习能力、抗压能力。",1.0,0.0,0.0,0.0,0.0
507,电子硬件开发工程师,硬件开发,15000.0,成都鼎屹信息技术有限公司,成都,2.0,本科,、负责电子产品硬件的方案设计、开发、仿真、调试，编写硬件设计开发文档；2、负责设计产品电路原理图、PCB，调试验证，硬件逻辑算法的实现和调试；3、负责电子产品的测试和分析，使用测试设备及电脑软件进行数据分析和测试。4、为用户开发和生产提供相应的技术支持。任职资格：1、电子、通信、计算机等专业专科及本科以上学历，接受应届毕业生；2、熟悉数字模拟混合电路设计，有实际的低噪声、低功耗电子产品开发经验；3、熟悉ARM、DSP、FPGA平台，熟悉EDA工具。,0.0,1.0,1.0,0.0,1.0
508,硬件开发工程师（呼吸麻醉）,硬件开发,15000.0,深圳迈瑞生物医疗电子股份有限公司,深圳,2.0,本科,工作职责：1、负责麻醉呼吸产品硬件系统方案设计与验证；2、负责麻醉呼吸产品板卡设计及验证工作；3、担任产品项目硬件接口。职位要求：1、985或211学校，本科及以上学历，电子、自动化、测控、机电一体化、生物医学工程等相关专业；2、本科4年或研究生2年及以上硬件开发工作经验；3、能根据产品要求，独立分解出全面的电路所需指标，根据电路指标进行设计、仿真和验证电路解决方案；5、能够综合运用电路知识，分析解决复杂电路问题，独立进行数字/模拟电路设计，熟练使用常用电路测试工具和仪器；6、有医疗产品开发经验、熟悉医疗产品的安规要求、具备解决EMC等常见安规问题的能力者优先；7、具备严谨、细致、敬业的工作态度和良好的职业道德；有不断学习进取和团队合作精神。8、有电机驱动经验者优先。,0.0,0.0,0.0,0.0,0.0
509,硬件开发工程师+双休+五险一金,硬件开发,3750.0,太原碧蓝水利工程设计有限公司,太原,2.0,本科,从事单片机/嵌入式硬件系统应用开发，水利行业或相关行业者优先；2.三年以上工作经验，熟悉数字电路及模拟电路设计，具有硬件原理及PCB设计经验；3.全日制普通教育本科及以上学历，电气、自动化、机电一体化、测控技术与仪器相关专业；4.具有良好的沟通能力及团队协作精神；5.动手能力强，工作认真，吃苦耐劳，热爱本职工作；薪资待遇：1、***。,0.0,0.0,0.0,0.0,0.0
510,嵌入式硬件开发工程师,硬件开发,11000.0,天通盛邦通信科技（苏州）有限公司,南京,2.0,本科,、根据产品技术要求，完成产品电路原理图、PCB的设计，样机电路的焊接与调试；2、根据产品技术要求，完成产品嵌入式软件程序的设计与调试；3、负责整理开发过程中产生的技术文档，如原理图、PCB、BOM、软件工程等；4、参与产品开发过程中的调试工作，协助解决产品量产中的遇到的技术问题。任职要求： 1、2年以上嵌入式软硬件开发经验，熟悉常见单片机（如stm32、PIC）；2、熟悉C、汇编等底层语言，能独立进行底层硬件驱动程序和产品总体软件的开发；3、扎实的模电、数电及电路设计基础，熟练使用protel、AD或cadence等常用电路设计软件进行电路原理图和PCB的设计；4、有一定的EMC理论知识，有EMC整改经验；5、熟悉常见通信接口，如IIC、SPI、CAN、modbus等；6、有物联网、汽车电子类产品开发经验经验优先；7、积极主动，有责任心，有较强的抗压能力，有带团队的能力。,1.0,0.0,0.0,1.0,0.0
511,嵌入式硬件开发工程师(C/C++),硬件开发,15000.0,西藏朗明机电技术股份有限公司北京分公司,北京,2.0,本科,、协助编制公司系统平台整体解决方案，负责编制公司系统平台硬件部分解决方案。2、负责网关等硬件产品程序编码工作及和硬件对接调试。3、完成嵌入式产品软件部分的设计开发及调。4、完成项目样品的验证直至量产。5、产品迭代、新技术研究等。6、积极主动协调、协助配合其他岗位或其他部门完成与本部门有关的工作。7、协调处理职责范围内的各种外部关系。8、完成领导交办的其他工作。任职资格：1、本科以上学历，通信，电子等相关专业，5年以上嵌入式硬件产品开发经验。2、熟悉C/C++语言、数据结构，具有丰富的编码、调试和优化经验；熟悉汇编语言。3、熟悉硬件电路、配电箱、网关等相关程序编写，完成调试工作。职能类别：										硬件工程师									关键字：C/C++嵌入式硬件开发,1.0,0.0,0.0,0.0,0.0
512,嵌入式硬件开发工程师,硬件开发,5500.0,西安交通大学空间视觉联合实验室,西安,0.0,无,						岗位职责：1.负责嵌入式产品硬件开发开发验证工作；2.参与方案的制定及相关文档的编写；3.负责硬件板级调试，以满足各种需要的功能及性能分析并解决开发过程中的问题；4.配合软、硬件设计人员完成相关设计任务目标。岗位要求：1.本科学历三年（含）以上工作经验或硕士学历，计算机、电子、自动化等相关专业；2.熟练掌握数字和模拟电路；3.熟练使用PADS、Allegro、Mentor PCB、protel等EDA工具设计多层PCB；4.熟练掌握常用电子仪器的使用；5有军工、宇航工作经历者优先；6.较强的电子文档阅读能力、文档编写能力；7.积极乐观，细致耐心，能承担较大工作压力，有良好的沟通和合作能力，具有团队精神和敬业精神，具有较强的学习能力和技术研发能力；																		,0.0,0.0,0.0,1.0,1.0
513,硬件开发工程师,硬件开发,13500.0,科通芯城集团,深圳,2.0,本科,"工作职责：1 负责IOT 通讯模块（4G, WIFI,RJ45）以及?网关硬件电路路设计，调试，测试。2 负责加速度，温度，速度等传感器？电路路设计。3负责硬件方案设计、原理图设计、PCB设计、功能仿真、电子器件选型、验证及测试。4.能够独?立编写硬件底层驱动软件 。任职要求：1. 精通单片机和DSP的工作原理、接口设计和基本编程方法2. 具有扎实的模电和数电基础，熟悉相关工具软件及测试仪器仪表的使用；3. 熟练使用至少一种电路设计工具（OrCAD, Cadence, Altium）4. 熟练掌握多层PCB设计和布线技能5 工作年限：2 年以上 / 本科及以上学历6 英语较好。平时工作以英文文档为主；团队成员来自包括美国，英国等国家。",0.0,0.0,1.0,0.0,0.0
514,扫地机底盘硬件开发工程师,硬件开发,15000.0,珊口（上海）智能科技有限公司,深圳,5.0,大专,"岗位职责：1、负责扫地机器人单片机、传感器电路选型、设计、调试和测试工作；2、根据硬件产品需求，完成产品研制技术要求、技术方案和设计报告；3、负责元器件选型与签样确认工作；4、完成工程项目的EMC设计、整改、测试、分析等工作；5、能够根据生产现场情况优化硬件设计，解决硬件产品量产中所遇到的问题,具有较强的分析问题能力；岗位要求：1、自动化、电子信息或应用电子相关专业毕业，五年以上工作经验；2、有三年以上机器人或扫地机工作经验，熟悉扫地机器人工作原理及各项性能参数，有丰富的STM8和STM32硬件设计及调试经验；3、精通模拟电子，特别是运放电路、各种传感器、电机驱动的设计与调试4、熟悉各国安规、能独立完成扫地机的EMC设计、整改、测试；5、熟练使用PADS或cadence设计原理图及PCB；6、工作踏实认真，良好的交流沟通能力，较强的协作精神和团队意识。",0.0,0.0,0.0,0.0,0.0
515,硬件开发工程师,硬件开发,7500.0,广州昊致电气自动化有限公司,广州,2.0,无,、通信、电子工程、自动化、计算机及其相关专业，本科以上学历; 2、2年以上硬件技术开发工作经验; 3、熟悉硬件开发流程，具有良好的电子电路分析能力； 4、熟练Protel、OrCAD、PADS等原理图与PCB设计工具； 5、能熟练的使用protel dxp，Altium Designer 设计PCB印制电路板； 6、熟悉ARM内核，能进行8位或32位单片机开发，熟悉C语言编程； 7、有扎实的专业理论基础和较强的动手能力，有一定的创新能力； 8、吃苦耐劳，有较强的语言沟通能力、适应能力和协调组织能力；9、重金高薪聘请。,1.0,0.0,0.0,1.0,0.0
516,硬件开发工程师,硬件开发,17500.0,美的集团中央空调事业部,鹰潭,5.0,本科,、负责照明、浴霸产品电路原理图设计，PCB layout，BOM输出；2、负责电控试制试产的组织与跟进；3、负责产品电控品质测试方案的参与制定，测试问题分析与整改。,0.0,0.0,0.0,0.0,0.0
517,嵌入式硬件开发工程师,硬件开发,11500.0,湖南鲲鹏智汇无人机技术有限公司,长沙,3.0,本科,工作满1年根据贡献分配公司期权股1、主要负责视觉惯导系统模块的硬件与嵌入式驱动开发、迭代、维护；2、负责与算法同事及外协供应商沟通协调，完成硬件系统设计并实施；3、负责模块相关驱动的嵌入式工作，并与整体系统交互；4、编写技术相关文档，为相关项目提供技术支持。岗位要求：1、计算机、电子、通信、自动化相关专业本科及以上；  2、熟悉常见通讯接口，熟练使用 C 语音，熟悉 linux 操作系统；  3、熟悉STM32，单片机、ARM 的外围接口及相关通信协议，熟悉通信接口 RS485、RS232、USB、Ethernet、SPI、HDMI 等，具备硬件架构设计的能力； 4、良好的沟通和交流能力，分析问题和实际动手能力强，有协作精神，踏实专研，不畏惧困难和反复失败。加分项：1、有无人机飞控、机器视觉类产品相关经验，、涉及算法、光学、定位与识别项目经验；2、熟悉 opencv 与 matlab；3、熟悉 PCB 设计软件，能够独立完成原理图设计，熟练使用各种常用仪器，如：万用表、示波器，逻辑分析仪，频谱分析仪等；公司福利：1、上班时间：5天/周、8小时/天；2、法定福利五险一金；3、优厚的年终奖金；4、丰富的员工活动（卡拉OK、烧烤等等）；5、合理的有竞争的薪酬和良好的学习发展平台；6、职业生涯的发展规划和职业能力的提高；7、享受各种假期：婚假、产假等。,1.0,0.0,0.0,0.0,0.0
518,嵌入式硬件开发工程师,硬件开发,6500.0,广州星辰热能股份有限公司,广州,0.0,无,岗位职责：1、负责物联网智能控制产品的嵌入式软硬件开发；2、负责开发基于STM32及其他主流MCU的嵌入式系统驱动程序；3、负责软件系统架构的设计，代码性能的优化；4、分析并解决软件相关的问题，优化系统性能；5、配合硬件工程师进行产品调试，配合系统平台工程师进行底层协议和数据的对接；6、负责开发过程中各种技术文档的撰写。任职要求：1、计算机、电子、通信、自动化及其相关专业类，本科以上学历；2、2年以上嵌入式软件开发经验，熟悉软件开发流程，具有较强的软件设计和开发能力；3、精通C/C++语言编程，熟悉TCP/IP 网络知识，能熟练使用各种网络软件，具有良好的编程习惯，有较强的开发调试经验；4、有NB-IoT、RS485、Modbus开发经验者优先；对工控产品、空调类产品的数据采集、物联网应用技术、互联网通信技术有相关产品开发经验者优先。,1.0,0.0,0.0,0.0,0.0
519,嵌入式硬件开发工程师,硬件开发,13000.0,武汉中和海洋光讯有限公司,武汉,0.0,本科,、负责产品的嵌入式硬件开发、测试和嵌入式软件开发； 2、能独立完成原理图和PCB设计，BOM制作，硬件调试及性能优化，发现并及时解决技术问题； 3、负责嵌入式产品的相关软件、模块的规划、开发； 4、编写相关开发文档，项目文档和测试文档。任职要求：1、电气、自动化、电子等相关专业，本科及以上学历，3年以上嵌入式产品软硬件开发经验。2、熟练模拟/数字电路的硬件设计和调试；至少精通DSP、FPGA、ARM其中的一种，熟悉常用外围器件及应用。3、掌握硬件开发常用工具软件(Altium Designer、Cadence或其他)，有PCB布线经验，能独立进行模块级原理图设计。4、具有认真务实的工作态度，具备较强的学习能力，能够根据工作需要不断学习。5、具有良好的工作习惯和很强的责任心与上进心，在团队中具有很好的沟通能力。,0.0,1.0,1.0,0.0,0.0
520,硬件开发工程师,硬件开发,12500.0,上海中匆光电科技有限公司,上海,0.0,无,、根据上层功能需求文档，进行控制硬件架构分析和设计，给出实现方案；2、负责关键方案的验证和硬件电路板关键器件选型；3、确定控制硬件电路设计需求和系统接口定义，完成硬件电路原理图设计和电路板布局布线设计。4、协调完成硬件的加工、测试、验证、调试，解决硬件电路板的EMC问题。5、指导、协助、配合生产部门完成电子部件的生产与测试。6、根据公司技术文档规范编写相应的技术文档；7、配合项目组进行有关系统实验及其他工作。岗位需求：1.电子工程、自动化、仪器仪表及其相关专业，本科以上学历。2.3年以上电子设计相关工作经验，有数据采集、信号处理、系统设计的经验；3.熟练掌握模拟、数字电子电路的基础知识与应用及各种电子元件的规格和使用；4.精通各种电子仪器仪表的使用。,0.0,0.0,0.0,0.0,0.0
521,汽车雷达硬件开发工程师,硬件开发,9000.0,启基永昌通讯（昆山）有限公司南京分公司,南京,3.0,本科,岗位职责：1、参与汽车雷达（24GHz或77GHz）项目方案设计，负责硬件及射频设计与实现；2、负责完成硬件及射频电路的指标分解、器件选型、原理图及PCB设计、样机调试等工作；3、协助推进智能汽车基于毫米波雷达技术的开发；4、负责汽车雷达项目信号处理系统开发阶段硬件设计文档的撰写，包括设计文档、接口文档及仿真测试文档的编写；5、分析并解决产品/项目开发过程中相关的技术问题，主机厂技术支持。任职要求：1、具有超宽带产品设计或雷达（24GHz或77GHz）设计经验者优先；2、3年以上汽车电子控制器相关开发经验，本科及以上学历，有车载雷达开发经验者优先；3、能熟练使用各种测试仪器，如示波器、矢量信号器，信号频谱分析仪等；4、熟悉整车开发流程、电子电器零部件开发流程以及汽车电子V型开发模式；5、熟悉汽车总线开发及测试技术、整车电子电器架构开发方法；6、熟练的英文应用，国内主机厂短期出差。,0.0,0.0,0.0,0.0,0.0
522,硬件开发工程师,硬件开发,7000.0,济南新天宇汽车电器有限公司,济南,0.0,本科,						任职要求：1、熟练使用AUTOCAD、EDA绘图软件，了解PCB布线流程和规范，熟练进行原理图及PCB板设计；2、熟练掌握数电、模电，汇编及c语言编程、熟悉各种单片机；3、有单片机开发工作经验，可独立设计电子电路。薪酬福利：1、薪资构成：基本工资+绩效奖金+餐费补贴+交通补贴+年终奖金+工龄补贴2、福利：（1）缴纳社会保险（2）交通补贴、午餐补贴（3）生日福利、员工旅游（4）公司设有员工活动室、阅览室，丰富员工业余文化生活3、假期：国家法定假期带薪休假、带薪年假、丧假、婚假4、上班时间：8:00—16:50（冬季16:30）避开交通拥堵时段，节约员工上下班时间。																		,1.0,0.0,0.0,0.0,1.0
523,硬件开发工程师,硬件开发,7000.0,天津市斯卡特科技有限公司,天津,1.0,大专,岗位职责： 1.负责硬件电路设计，包括原理图、PCB等； 2.负责产品硬件运行的稳定性和可靠性； 任职要求： 1.本科及以上学历，硬件相关专业； 2.1-3年硬件开发经验； 3.熟悉电子元器件、模拟电路的原理和高频、低噪的设计准则，较好的焊接能力； 4.熟练使用Altium Designer或PADS等PCB绘制软件； 5.有AVR、STM32系列MCU核心板开发经验者优先,0.0,0.0,0.0,0.0,0.0
524,硬件开发工程师,硬件开发,9500.0,福州物联网开放实验室有限公司,福州,5.0,本科,岗位职责：1、IoT产品的总体设计、新器件选型、电路原理图设计、硬件设计评审、PCBLayout；2、开发流程中各阶段样机的验证，主导产品性能、可靠性、电磁兼容性等测试；3、跟踪及研究IoT领域的关键器件、新标准（专利、规范、认证）、新平台、新工具，并在新产品中成功应用；4、新品研发过程中出现问题点的定位、分析、解决；5、产品开发硬件测试规范及报告整理，开发文档输出。任职要求：1、全日制本科或以上学历，电气自动化、电子信息工程、电子学、通信工程、自动化等相关专业；2、熟练掌握C语言、汇编语言、模拟电子、数字电子、单片机原理，良好的英文阅读水平；3、具备完整的ARM/ST/PIC/51平台产品的开发经验，掌握产品可靠性设计的能力与调试方法；4、熟悉单片机/嵌入式系统开发，PCB设计规范，EMC测试，模拟、数字电路设计；5、具备较强学习能力、工作踏实努力、善于沟通及团队合作，责任心强；6、符合以下条件者优先考虑：(1)、具备IoT产品开发经验，并实现量产化；(2)、熟悉NB-IoT、LORA、WiFi、BLE、Zigbee、Z-Wave开发者；(3)、具备较好动手、调试能力。,1.0,0.0,0.0,0.0,0.0
525,高级嵌入式硬件开发工程师,硬件开发,9000.0,西安庆安航空电子有限公司,西安,3.0,本科,岗位职责:1、负责硬件单板需求分析，单板电路原理图设计；2、下发单板PCB设计要求，单板物料采购清单，单板测试规程编制；3、负责硬件单板调试、测试；4、编制产品相关设计文档；5、处理产品生产中相关设计问题；任职要求：1、本科及以上学历，具有2年以上硬开发经验；2、具有良好的学习能力、沟通能力、团队意识、敬业精神；3、精通Cadence HDL原理图设计软件；4、熟悉DSP、FPGA、POWER_PC、1553B、CAN、1394B、PCI、ARINC429等常用数字器件和总线（数字方向）；5、熟悉ADC、DAC、运算放大器、信号调理、信号采集、噪声分析等模拟信号处理相关专业（模拟方向）；6、具有航空或军工类产品开发经验者优先；,0.0,1.0,1.0,0.0,0.0
526,硬件开发工程师,硬件开发,8000.0,南京和光智能制造研究院有限公司,常州,2.0,本科,岗位职责1、负责产品硬件方案设计，文档编写，原理图设计，PCB设计和元器件选型2、调试硬件板基本功能，测试性能和硬件方案优化3、配合测试部门完成芯片的功能性测试、量产测试和系统级测试等工作4、编写相关的硬件设计文档，单板转产、维护和技术支持5、配合生产、项目做好硬件产品问排查任职要求1、自动化、电气电子类专业，本科及以上优先2、2年以上硬件设计工作经验3、掌握AltiumDesigner、Cadence等常用电路设计软件4、硬件实际开发经验，熟悉嵌入式系统常用的外围器件及接口，能够独立进行嵌入式平台的原理图设计，PCB设计，调试，具有产品总体硬件设计经验者优先5、精通模拟及数字电路，有很强分析及解决问题的能力，有一定的数据处理分析风力6、熟悉主流嵌入式平台，熟悉stm32优先，能够进行简单C程序驱动程序编写7、工作责任感强，有耐心，有较好的钻研精神和团队合作意识，能够承受一定压力,1.0,0.0,0.0,0.0,0.0
527,电子硬件开发工程师（奇瑞科技子公司）,硬件开发,7000.0,奇瑞控股集团有限公司,芜湖,0.0,无,岗位职责：  1、负责逆变器主控板及驱动板原理图及PCB绘制；  2、负责与制版厂家的沟通；  3、负责BOM整理及元器件型号确定；  4、负责硬件电路板的调试及测试；    任职要求：  1、电力电子、电气工程、自动化、机械电子、电机等相关专业，专科以上学历；  2、精通模拟电路及数字电路设计，及相关仿真软件使用；  3、精通PCB布板、相关软件使用及EMC规则；  4、具有CPLD、FPGA的应用经验，熟悉编程及仿真；  5、熟悉单片机原理；,0.0,1.0,0.0,0.0,0.0
528,嵌入式硬件开发工程师（五险一金）,硬件开发,12500.0,东莞市爱特智能科技有限公司,东莞,3.0,大专,根据产品需求，提出硬件解决方案； 2. 负责硬件的设计实现，包括器件选型、原理图和PCB设计、电路调试，三年以上硬件设计工作经验； 3、具备数字及模拟电路设计能力，能熟练使用Cadence或Altium Designer等EDA工具； 4、熟悉单片机以及ARM体系的硬件结构与相关接口应用，能够独立完成产品设计； 5、能够独立阅读元器件及芯片的英文数据手册； 6. 与软件，测试部门配合进行关键设计验证； 7. 负责方案或产品的相关文档拟定；,0.0,0.0,0.0,0.0,1.0
529,单片机软硬件开发工程师,硬件开发,7000.0,亚锐电子（南京）有限公司,南京,3.0,本科,						1 全日制大学本科及以上学历，电子、自动化或相关专业；2 工业控制产品开发3年及以上工作经验，至少有一款独立设计的产品在批量生产；3 熟练应用C语言进行CORTEX M3开发；熟悉嵌入式操作系统优先；4 熟悉模拟和数字电路设计，熟练使用常用的ADC DAC，运算放大器和逻辑电路。有EMC EMI设计经验；并能熟练使用Ad6或其他设计工具；5 有良好的沟通能力，团队精神，创新意识；6 有ISO9000或其他经验优先。,1.0,0.0,0.0,0.0,0.0
530,硬件开发工程师（研发部）,硬件开发,14000.0,深圳市久驰管理咨询有限公司,深圳,2.0,本科,"工作职责：           研究方向一：研究调制解调器的嵌入式平台和PC平台。      研究方向二：研究调制解调器的中频预处理、ADC模数转换、FPGA数据输出接口（ASI,                     G.703, 1gbps_mac, 10gbps_mac, DDR3, PCIe, XAUI等）1、参与技术方案设计。2、按项目任务书研制所需要的整机或部件。3、技术资料编写及归档。4、负责所使用的仪器设备的保养。任职资格：      1.教育：计算机科学与技术/电子信息工程/无线电通信工程/电子物理/电子科学技术专业背景，本科以上文化程度。 CET-4以上。      2.培训：接受过公司规章制度培训、质量体系培训。      3.技能：数字通信原理、信息论与编码、卫星通信原理、数字接口技术、 C/C++、FPGA /DSP原理与应用、VHDL/Verilog、MatLab、Protel/EWB、Microsoft Office。熟悉设计开发程序，落实产品相关的法律、法规和标准的要求，具备按照质量体系要求编制和整理技术文件的能力，熟悉研发阶段及各评审点。      4.经历：有两年以上的工作经验或有发展的潜力。      5.素质：身体健康，自学能力强，责任心强，动手能力强、沟通能力强、良好的团队协作精神。",1.0,1.0,1.0,1.0,0.0
531,硬件开发主管,硬件开发,15000.0,得力集团有限公司,深圳,3.0,本科,岗位职责1、负责与产品部门沟通，消化产品需求；与上游供应商沟通，选定优质方案并完成系统设计   2、带领团队完成智能家居产品的硬件开发与优化工作，参与技术评审工作，对硬件研发质量负责   3、对硬件项目进行管理，对硬件团队人员工作进行安排，带领团队进行新技术方向的预研等   任职要求1、本科及以上学历，电子、通讯、自动化类相关专业   2、3年以上硬件开发工作经验，有团队管理经验优先   3、沟通能力优秀，具备与芯片商，方案商，供应商有效沟通和谈判的能力4、管理能力强，有结果导向性思维5、有安卓、Linux系统、音视频产品、无线产品硬件产品开发经验 6、 掌握各种数字电路和模拟电路知识，有丰富系统可靠性及信号完整性设计经验   7、 具有较强的嵌入式系统的开发技能和实际经验、熟悉智能控制器产品工艺流程,0.0,0.0,0.0,0.0,0.0
