,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Cad,Pmp,Word,Ppt
398,项目管理工程师,项目管理,17500.0,贵州云腾未来科技有限公司,成都,5.0,本科,制定公司项目集&大型项目总体计划、阶段任务和提交物要求，跟踪进度，风险控制，保证质量负责交付项目进度和质量，客户满意度***负责人对公司项目成本控制和收入管理总负责指导、推动和协调公司项目成员的工作项目组成员工作绩效考核1、 负责管理各类项目交付，严格执行“按契约交付、按预算执行”的基本原则，对项目目标达成负责。2、 对项目范围、进度、成本、交付质量、项目经营结果和利润负责。包括规划阶段详细规划和计划项目，实施阶段监控项目进度和交付，3、 聚焦客户和其他重要干系人的需求，保证客户满意度。通过价值呈现，提升客户满意度。4、 负责项目合规运营，确保项目交付遵从公司相关管理制度和规定。5、 对项目重大问题和风险进行识别和管控，对超出项目组管控范围的问题和风险，及时升级并闭环管理。6、 以身作则，传承公司核心价值观，塑造高绩效团队。技术要求:本科及以上学历，计算机、通信或相关专业优先；8年以上工作经验，5 年以上项目管理经验，有 PMP 证书、信息产业部系统集成项目经理证书、其他相关技术认证证书（CCNP ，RHCE，MSCE，ITIL 等）者优先；具有云安全、云计算、网络等相关技术背景和现场实施交付经验、具有大型政务、金融等行业 IT 建设及交付经验者优先，对成本管理及人力管理有优秀的项目经验；有过项目集或大型项目交付管理经验，带过项目管理团队优先；具有大局观，能有效的控制项目目标的达成；具有丰富的与人沟通、交流和组织能力，出色的团队合作精神。,0.0,0.0,1.0,0.0,0.0
399,信息化项目管理经理,项目管理,9500.0,北京中芯标准科技有限公司,北京,5.0,本科,岗位职责：2、负责信息化及迭代开发项目需求分析、可研编制、项目进度及质量管理、项目验收；3、负责平台建设管理、安全管理、安全测试及漏洞整改的督查督办；4、负责政府平台业务合作商业模式研究。岗位要求：1、全日制大学本科及以上；计算机、软件设计等相关专业；2、35周岁及以下，特别优秀的可放宽至40周岁；工作年限不少于3年；有一定的信息化项目管理、实施经验；3、具有较强的逻辑思维能力、沟通能力、组织协调能力、分析判断能力；4、具备强烈的创新精神和工作激情、卓越的责任心和推动力。5、有电网信息化项目管理实施经验者优先。职能类别：信息技术经理/主管,0.0,0.0,0.0,0.0,0.0
400,项目管理总监,项目管理,27500.0,创愿（上海）信息技术有限公司,上海,5.0,无,充分理解各个商家、渠道或合作伙伴的项目内容，并负责从内部团队收集各个项目的需求，然后将其呈现为技术研发团队的一系列逻辑需求。有效地与相关工作职能部门、合作伙伴或供应商进行沟通和协调，确保系统整合、内部IT测试、在线启动工作以及KargoMall礼品卡上线工作的及时完成。与各主要业务客户和供应商密切合作，建立有效的合作关系，建立质量评估、产品建议，确定潜在的服务改进机会/解决方案，确保服务改进计划得到实施。定期组织与各商家、渠道或合作伙伴的会议，并与他们建立/维护良好的关系，提供合格的会议纪要和项目文件，供他们管理和记录。建立、推动并召开项目启动会议，讨论复杂的问题或项目，积极处理项目管理部门与内部其他部门之间的分歧或冲突。作为团队领导者，确保团队成员清楚自己的工作目标、角色和项目进展，并培训团队成员以实现公司的年度目标。制定和定义标准的项目管理工作流程和政策。完成上级安排的其他工作任职要求：全日制本科及以上学历，具有技术、设计、金融、商业或工程方面的学术背景。计算机专业或工商管理硕士者，优先考虑。5年以上项目管理工作经验。熟悉零售行业、预付卡行业或支付行业者，优先考虑。对HTTP、SSL、TCP/IP、Web服务器、MySQL、大数据等术语有浅显的理解。热爱数据，熟悉测试，数据驱动开发和小程序产品等概念。具备高级的Excel技能是必须的，有运行SQL和使用谷歌分析能力者更佳。具备流利的英语口语和书写能力。具备较强的分析能力，解决问题的能力，良好的人际关系能力和战略思维能力，以识别多变的商业需求。具备良好的团队合作精神，吃苦耐劳，自我激励，能承受工作压力。,1.0,0.0,0.0,0.0,0.0
401,EPC施工项目管理工程师,项目管理,7000.0,福建省邮电规划设计院有限公司,福州,5.0,大专,、熟悉项目运行全过程，并具有全过程项目操作与管控经验；2、负责项目的EPC现场管理工作；3、负责项目设计全过程管理工作，以及施工、采购全过程的组织管理；4、参与各方的工作协同管理，包含合同的管理以及对外的沟通交流等；5、具有项目全过程操作经验以及对建筑、市政等设计、施工、材料等领域熟悉且有资源者优先考虑。6、大专及以上学历，建筑、结构、造价、通信、工程管理相关专业毕业，从事相关工作5年以上工作经验。,0.0,0.0,0.0,0.0,0.0
402,项目管理经理,项目管理,12500.0,江苏亚寰软件股份有限公司,南京,1.0,本科,岗位职责：1、对项目进行前期调查、收集整理相关资料，制定初步的项目可行性研究报告，为决策层提供建议。协同配合制定和申报立项报告材料。　 　　2、对项目进行分析和需求策划。　 　　3、对项目的组成部分或模块进行完整系统设计。　 　　4、制定项目目标及项目计划、项目进度表。　 　　5、制定项目执行和控制的基本计划。　 　　6、建立项目管理的信息系统。　 　　7、项目进程控制，配合上级管理层对项目进行良好的控制。 　　8、跟踪和分析成本。 　　9、记录并向上级管理层传达项目信息。　 　　10、管理项目中的问题、风险和变化。　 　　11、项目团队建设。　 　　12、各部门、各项目组之间的协调并组织项目培训工作。 　　13、项目及项目经理考核。14、理解并贯彻公司长期和短期的方针与政策，用以指导公司所有项目的开展。职位要求：1、大学本科及以上学历，项目管理或工程类相关专业，具有丰富的项目管理经验。2、具备项目管理技能，有十年以上项目经理管理经验，有证书优先。3、良好的学习能力，沟通能力，协调能力和组织能力，身体健康，精力充沛，有较强的责任心。4、热情、乐观、自信、正直、勇敢，富有团队精神，乐于与人交往。,0.0,0.0,0.0,0.0,0.0
403,项目管理工程师（SQE）,项目管理,11000.0,威马汽车科技集团有限公司,成都,0.0,本科,						岗位职责:1. 负责制定和管理部门级项目计划；2. 负责组织、推进部门内各模块二三级计划实施，提前识别风险并组织制定补救方案；3. 负责项目相关信息的收集和整理，编制项目进展报告；4. 负责项目各阶段质量阀交付物跟踪、收集、状态整理；5. 协助项目各阶段样车物料交付、造车协调、问题整改和关闭；6．接口公司项目部及其他项目相关部门工作开展；7. 工作计划、信息梳理、总结报告等其他日常工作。 任职资格:1. 本科及以上学历2. 2年以上汽车行业项目管理工作经验3. 熟悉汽车结构和汽车制造基础知识，熟悉汽车行业项目开发流程和方法；4. 熟悉APQP、PPAP流程。,0.0,0.0,0.0,0.0,0.0
404,项目管理,项目管理,5250.0,西安双维电子科技有限公司,西安,1.0,大专,岗位职责：1、负责公司项目人员招聘、管理、维护工作。2、配合公司做好项目沟通和现场管理工作。3、负责现场人员作业规章制度管理、安全生产管理、异常纠纷处理、定期对公司汇报现场情况。4、传达公司管理理念、规章制度、指导项目员工正常开展工作。任职要求：1、男女不限，大专以上学历，20-32周岁，人力资源专业、有过人力资源项目管理类企业管理经验者优先；2、能吃苦耐劳、有责任心、具有较强的团队精神，上进心强；3、能够适应项目的变更，更换工作地点；4、具备良好的沟通和表达能力。福利待遇：1.公平、公正、公开的发展平台，广阔的发展空间，工作满3个月即可转正，满三到六个月即可或者晋升的机会2.公司定期发放节假日福利和举行集体旅游及聚餐，定期举行拓展3.公司统一购买保险4.公司具有完善的晋升空间，欢迎有识之士加入！,0.0,0.0,0.0,0.0,0.0
405,临床项目管理助理,项目管理,10416.67,上海复宏汉霖生物技术股份有限公司,上海,0.0,无,"Support program office to formulate, organize and monitor inter-connected projects, including IO and combo2.Coordinate cross-project activities and come up with program overview, which includes defining the milestones, tracking on project progress, key stakeholders’ status and feedback.3.Support program dedicated timeline, controlling and budgeting.4.Identify risk that impacts on program timeline, tracking and help stakeholders to perform risk and mitigation plan5.Take the lead for program progress update meeting and collect project updates as well as stakeholders, including manufacture, regulatory affairs and medical department etc.6.To be responsible for program document generation, collecting and archivingCross-Functional Collaboration1.To inform key stakeholders of status, issues, problems, and recommended solutions as appropriate on the responsible IO-combo programExecute on the developed communication plan to ensure timely and effective communicationEducationMaster degree above (in pharmaceutical, medical or other relevant biological science)Experience1.Experience in scientific related field, oncology is plusExperience in program or project management is plusSkills1.Ability to quickly extract key insights from an excess of data and details and effectively prioritize programs /projects based 2.Excellent skills including root cause analysis, strategic thinking, ability to frame problems and opportunities using supporting data, problem solving and measuring impact3.Outstanding interpersonal and communication (oral and written) including Powerpoint presentations, data management and analytical skills are essential4.Good command in written& spoken English is highly preferredProficient in MS Project and O",0.0,0.0,0.0,0.0,0.0
406,IT项目管理工程师助理,项目管理,7000.0,延锋安道拓座椅有限公司,上海,0.0,本科,职位名称  项目管理工程师助理 Project Management Engineer Assistant  工作概要  辅助项目管理工程师推动IT项目管理流程的标准化，优化IT项目管理流程并协助项目经理进行日常项目管理，进行流程执行监督、质量检查、进度监控、资源协调等；定期准备项目集报告。  主要任务和职责  1.  IT需求立项后，负责IT项目的创建和初始信息收集； 2. 根据BOS文件的要求，审核项目里程碑计划、交付件清单、归档文件清单； 3. 跟进项目进度，协助项目/开发团队制定项目计划，推进项目进度； 4. 基于项目方法论（如瀑布式、敏捷式等），辅助IT项目管理工程师通过协调、组织会议等方式，解决项目过程中可能出现的资源问题、进度问题、开发问题、配合问题等； 5. 监督项目质量，在里程碑或重大节点对项目交付件进行符合性审核； 6. 协助组织PMO例会，并跟踪待办事项的进展状态； 7. 辅助IT项目管理工程师定期对项目管理进行总结，完善管理流程； 8. 协助进行供应商管理：绩效（分类标准、考评依据、改进措施）、工时确认等   资格和要求  教育：大学本科学历，计算机技术相关专业  经历：一年以上IT项目相关经验 技能： 熟悉项目管理方法论，熟悉瀑布式和Scrum项目管理办法，有PM2、PMP证书优先； 善于梳理问题和总结经验，具备很强的风险意识、数据整理能力； 对IT基础架构、应用系统架构、ITIL运维体系有基本的了解； 熟练使用Excel、PPT、visio、Project等办公软件。  其他： 言行举止符合公司价值观的要求； 熟悉本企业业务流程； 能按照本公司BOS流程规范进行相关工作。职能类别：项目执行/协调人员行政专员/助理关键字：IT项目,1.0,0.0,1.0,0.0,1.0
407,项目管理,项目管理,6500.0,惠州市晟大紫光网络科技有限公司,惠州,2.0,大专,、负责智慧城市领域的信息化、物联网集成项目现场需求调研、客户技术交流等工作；2、项目的技术方案的编写（如框架设计、可行性报告等）、标书的准备等工作；3、项目实施的组织和协调，以及项目计划、进度、资源管理等一系列过程工作；4、协助项目经理为政府或其他客户提供智慧城市相关的业务咨询与整体解决方案；5、办公地点：惠州惠阳、惠州仲恺。任职要求:1、大学专科及以上学历，计算机、网络、信息技术等相关专业；2、具有两年以上的系统集成、智慧城市等相关领域的相关经验；3、熟悉政府采购招投标流程，具备丰富的应标技巧；4、熟悉信息化系统集成项目管理，相关法律法规与标准规范；5、具备团队协作精神，良好的沟通表达及技术方案撰写能力。,0.0,0.0,0.0,0.0,0.0
408,项目管理员-科研方向3457,项目管理,7000.0,北京贝瑞和康生物技术有限公司,北京,3.0,本科,						岗位职责:1、协调、跟踪项目进展，定期统计、分析及汇报项目阶段性成果；2、合理安排优先级，把握项目的时间节点，保障项目在周期内完成；3、审核各项报告，各项任务单准确并及时下达；4、对于项目出现的问题，及时与实验、信息部门及客户沟通，最终协调解决；5、解决基本售后问题；6、优化项目运营过程中的流程，提高运营效率，降低运营成本。 任职资格:1、本科及以上学历；2、生物学、农学、医学背景，做过分子生物学实验，有运营工作经验者优先；3、做事积极认真，沟通协调能力强，记忆力好，具备良好的应变和梳理复杂问题的能力。,0.0,0.0,0.0,0.0,0.0
409,项目管理经理,项目管理,15000.0,华砺智行（武汉）科技有限公司,苏州,3.0,本科,岗位要求：1、在互联网行业或车联网方面有3年以上项目管理工作经验；2、具有成熟的车联网项目经验，准确把握汽车智能网联的未来趋势；3、深刻理解汽车创新需求，敏锐的洞察，熟悉数据分析、效果评估方法；4、熟练使用项目管理工具方法及相应工作软件，掌握项目管理九大域及PPAP/IPD/CMMI流程的知识并能够熟练运用，有职业资格证书（如PMP认证）者优先。职能类别：项目经理关键字：项目管理,0.0,0.0,1.0,0.0,0.0
410,项目管理工程师,项目管理,6000.0,立讯精密工业股份有限公司,东莞,2.0,中专,"						岗位职责:协助处理 EPM 日常行政事务 ： 1. 具备较强的市场与客户意识,协助公司开展商务工作;2. 协助新产品的市场分析;3. 负责客户与公司内部的沟通协调,从接到客户需求,开发直到量产，包含规格制定；4. 负责与客户保持持续沟通，深度挖掘客户需求 任职资格:1. 性格开朗 ，积极向上 ；2. 沟通能力良好；3. 熟练使用办公软件。",0.0,0.0,0.0,0.0,0.0
411,标定项目管理工程师,项目管理,7000.0,北京奥易克斯科技有限公司,北京,0.0,本科,岗位职责1．负责根据标定项目计划制定二级开发计划及关键节点；2．负责项目的内部资源协调；3．负责推进项目开发，保证项目进度和质量；4．负责与客户沟通，应对处理客户需求。任职要求1．大学本科以上学历；2．3年以上整车开发项目管理经验，有标定相关工作经验者优先考虑；3．熟悉整车标定开发流程，能预判风险并制定有效解决方案；4．责任心强，有良好的沟通协调能力。,0.0,0.0,0.0,0.0,0.0
412,项目管理专员（生物医药方向）,项目管理,6000.0,广东创药联和医药科技有限公司,佛山,0.0,本科,【岗位职责】1、负责生物医药行业热点信息收集；2、负责药物研发路线等相关资料整理；3、进行医药全方位资料研究及分析；4、协助商务对接及项目全流程管理；5、根据不同客户，梳理相应的合作模式；6、建立完善的客户档案【任职要求】1、生物医药类相关专业本科及以上学历，有工作经验者优先；2、性格开朗，思路清晰，做事细心主动有条理，沟通能力强；3、具备统筹能力、市场洞察能力、谈判交涉能力，临场应变能力；4、具备较强的执行能力、学习能力、团队合作精神；5、文笔好优先，逻辑思维能力强优先。工作福利：1、 随时接收国内外先进生物医药最新讯息，2、 拥有与优质企业高层、行业上下游服务商、政府职能部门接触交流的机会；3、 拥有参与筹办大型高质量论坛的机会；4、 不定期员工培训及团建；5、 源源不断的新知识，新挑战；6、项目绩效激励，餐补，不限量零食、下午茶,0.0,0.0,0.0,0.0,0.0
413,项目管理工程师,项目管理,7000.0,唐智科技湖南发展有限公司,长沙,0.0,本科,岗位职责：1、负责组织编制项目计划，量化任务，组建项目团队并合理分配任务；2、负责收集、监控项目进度、成本、技术等状态信息，并向相关领导汇报；3、负责管理项目变更、问题协调处理和风险管理，里程碑控制；4、负责指导、培训项目团队，引导其对项目管理工具和方法论的使用；5、负责收集项目管理工具和方法论在项目的***实践，并持续改进；6、担任部分项目组长，组织实施，促使项目团队准时、优质地实现项目目标。任职要求：1、全日制大专及以上，电子电气、计算机、机械相关专业；2、具备优秀的计划组织、协调沟通，问题处理能力，整合不同组织资源的协调导能力；3、态度端正，工作敬业负责、积极主动，耐压能力强；4、熟悉产品开发流程，了解ISO质量体系者优先；5、有项目管理、开发经验优先，有PMP资格证书优先。 薪酬福利：1、五天8小时工作制，依法享有带薪假（法定节假日、年休假、婚假、产假等）。2、薪资水平：全日制应届本科生年收入达8万以上；                   全日制应届硕士研究生年收入达10万以上；                   全日制应届博士研究生年收入达18万以上；                   有工作经验者待遇面议；                   每年为员工提供调薪机会。               3、社会保险：购买五险一金（养老、医疗、失业、工伤、生育保险及住房公积金）。4、培训学习：完善的培训体系（入职培训、岗位培训、专项培训等）、师徒结对及高 校深造机会（博士及工程硕士培养）。5、晋升通道：完善的晋升机制，技术、管理双向晋升通道，每年为员工提供晋升机会。6、其他福利：提供食宿、交通补贴、高温防寒补贴；传统节假日发放礼金；定期组织员工体检及员工活动。 联系人：黄文娟联系电话：0731-88937901-6126工作地址：长沙市雨花经济开发区仙岭南路32号（邻近长沙理工大学云塘校区）,0.0,0.0,1.0,0.0,0.0
414,卫星遥感项目管理经理,项目管理,12500.0,北京惠天九州科技有限公司,北京,3.0,硕士,岗位职责：（1）负责项目管理工作；（2）负责文档整理等办公管理工作；（3）办公方面的其他事务性工作；（4）协助客户完成项目中的相关问题。任职条件：（1）遥感专业；（2）硕士及以上学历；（3）要求沟通能力良好，具备一定的管理能力，有3年以上相关工作经验；（4）熟悉各种办公及专业常用软件；（5）适应经常出差。工作地点：海淀区学院路附近,0.0,0.0,0.0,0.0,0.0
415,项目管理工程师,项目管理,,无锡尚德太阳能电力有限公司,无锡,3.0,大专,岗位职责：2、参与项目评审及导入，根据项目要求，与销售厂内的沟通确认，确保项目顺利导入生产；3、针对项目执行过程中存在的问题，推动厂内各模块进行改善解决，保证项目的交期和质量；4、 管控项目实际毛利与目标的差异值，通过全成本管控不断降低成本，提升项目毛利率；5、针对项目执行过程中BOM、排产、交期等变更情况，及时沟通解决；6、第三方监造类项目，协调各部门与监造的沟通，围绕项目技术协议就现场监造、验货、性能测试、交货期讨论并达成一致；7、协调安排项目抽检组件的实验安排，关注实验过程及结果，推进测试异常问题的解决；8、 重点项目回顾及改善项目的推进，项目毛利偏差的拆解分析；9、 领导交办的其他事项。任职要求：1、大专及以上学历，三年以上相关工作经验；2、有光伏组件工艺工程师经验或项目管理岗位的优先考虑；3、良好的英语能力；4、良好的沟通能力，看懂技术协议；5、熟练使用办公软件（word、excel、PPT等），具备基本的网络知识；6、优秀的组织、协调能力；7、善于独立思考，较强的团队合作能力；8、优秀的信息收集整合能力。3职能类别：项目工程师,1.0,0.0,0.0,1.0,1.0
416,项目管理工程师,项目管理,6000.0,武汉俊华时代装饰工程有限公司,武汉,2.0,大专,、负责跟踪各项目管理的日常事务；2、负责项目计划的检查、跟踪、统计、汇总和分析工作；3、制定项目目标及项目计划、项目进度表；4、制定项目执行和控制的基本计划；5、建立项目管理的信息系统；6、项目进程控制，配合项目总监对项目进行良好的控制；7、记录管理项目中的问题、风险和变化；8、项目运行的过程控制。,0.0,0.0,0.0,0.0,0.0
417,项目管理助理/文员/行政助理,项目管理,5250.0,广州数控设备有限公司,广州,1.0,大专,岗位职责：1、负责办公室的日常行政管理工作；2、信息传递及文件收发工作；3、部门之间沟通与协调；4、组织集体活动；5、部门6S管理与执行；6、及时完成领导安排的临时性工作。岗位要求：1、大专及以上学历，管理类专业优先；2、熟练使用常用的办公软件；3、具有良好的协调和沟通能力；4、有团队精神和较强的组织策划能力，爱岗敬业，有较强的责任心。,0.0,0.0,0.0,0.0,0.0
418,项目管理,项目管理,7000.0,深圳高速工程顾问有限公司,深圳,0.0,大专,岗位职责：1.主要负责项目核算、成本测算、项目管理、费用报销、产值核算等事宜2.积极完成上级领导安排的其他工作事项任职要求：1.大专学历以上2.有两年以上工作经验3.工程类专业,0.0,0.0,0.0,0.0,0.0
419,项目管理部内勤,项目管理,7000.0,北京悦康科创医药科技股份有限公司,北京,2.0,大专,岗位职责：1、根据物料管理程序文件及相关SOP规定，负责物料的接收、储存、发放工作2、负责公司档案室管理；3、负责仓库相关账务登记及记录填写；4、负责仓库日常清洁、防火、防盗、防潮工作；5、负责仓库定期物料的盘点工作；6、建立供应商档案；7、执行领导交代的其他工作。任职要求：1、中专以上学历，医药相关专业，有医药物料管理经验优先；2、能熟练运用office等办公软件；3、思路清晰，具有良好的沟通能力和执行力；4、较强的责任心及问题解决能力。,0.0,0.0,0.0,0.0,0.0
420,项目管理工程师助理,项目管理,11666.67,碧桂园机器人公司,佛山,0.0,本科,、协助进行研发项目管理和综合事务管理；2、协助对接运营管理部、研发管理部等部门，完成公司领导的各种问题和要求；3、协助完成所里人力、采购、技术合作、供应链、财务等所有内部管理事务。任职要求：1、本科及以上学历，1年左右项目跟进相关工作经历、及理工科相关专业优先；2、有良好的沟通和协调能力；3、对excel、ppt、word等办公软件熟悉；4、责任心强，吃苦耐劳，有良好的团队合作精神。,1.0,0.0,0.0,1.0,1.0
421,项目管理财务经理,项目管理,12500.0,正邦集团有限公司,南昌,5.0,本科,财务管理：规划、组织、实施公司财务管理工作，通过组织各种措施的实施，控制资产负债结构，组织进行财务分析，确保公司整体保持良好的财务状况；2.战略管理：参与公司战略的制订，为公司各项决策提供决策依据，计算决策经济利益，从财务的角度论证各项决策的可行性，追踪战略的执行情况；3.预算管理：负责公司预算管理控制工作，从整体上组织预算的编制、下达、实施及其达成情况的跟踪和分析，协助经营管理层确保预算的达成；4.业务核算：负责公司各项管理制度、流程设计，内控、计划体系的建设以及信息化系统的建设；5.会计核算：规划、组织、实施公司会计核算工作，督促检查各会计工作反映的经营状况是否真实，是否按公司要求规范操作，确保会计信息的及时性和准确性，为决策提供支持；6.资金管理：资金合理调度，建议各单位资金使用和调度，以确保公司整体良好的现金流；7.税务管理：整体规划公司税赋，使税务风险降至**，依法纳税，合理避税；8.团队建设：财务体系队伍建设，对体系人员进行积极有效的激励、监督和专业指导，提高整体业务水平和营造积极的工作氛围；任职要求：大型建筑施工企业财务经理岗位5年以上，有财务管理或建设管理经历，40岁以下。,0.0,0.0,0.0,0.0,0.0
422,科技项目管理人员,项目管理,9000.0,常熟天地煤机装备有限公司,常熟,1.0,本科,、执行公司科技战略及相关工作计划，及时、有效完成公司科技申报项目；2、负责申报的联系、申请、维护及跟踪等工作；3、负责申报材料的统筹、编写和相关资料管理工作；4、熟悉了解高新技术企业项目申报流程与信息，沟通协调保障申报项目顺利进。,0.0,0.0,0.0,0.0,0.0
423,工程监理  项目管理,项目管理,8500.0,深圳市德勤装饰工程有限公司,深圳,3.0,大专,岗位职责：开工项目、办理报建手续、组织内部交底和现场交底；负责监理施工单位在施工过程中的施工进度、流程、用料、工艺及安全文明施工等工作；负责进行施工过程中的隐蔽工程验收、工程竣工验收工作；对每个所分管监理工程做好监理记录，及时处理施工中所发现的各种问题及隐患；向项目经理出具标准工程进度表，共同完成合同工期内的进度计划；检查是否按设计图纸施工，达到相关施工工艺标准，并按工程施工进度完成施工任务，对发生的问题随时予以解决纠正；安全生产责任人，与施工队配合做好成品半成品的保护工作，监督施工队做好现场文明施工、安全施工；收集问题及反馈，经常与客户沟通，耐心认真地为客户服务。任职资格：1、熟练操作office等办公软件；2、有驾驶证优先；3、有二级建造师证优先；4、做事认真仔细，责任心强。5、有相关工作经验者优先考虑。公司福利：1.舒适的办公环境，良好的办公氛围；2.优厚的福利体系：五险一金、重大疾病险、每年一次的免费健康体检；3.每周五天制7小时、丰富的下午茶；4.享受国家统一节假日，另享有节假福利费，工作满1年享有5天带薪年假；5.丰富多彩的员工活动：节日聚餐、年终尾伢、旅行活动等；6.良好晋升机会：公司内部横向发展、纵向提升。公司网址：http://www.deqinzs.com/工作地址：深圳市南山区科技南八路豪威科技大厦7F-E,0.0,0.0,0.0,0.0,0.0
424,FPM项目管理,项目管理,6000.0,苏州隆成电子设备有限公司,苏州,0.0,本科,职位描述1.厂内项目进度跟踪，协调 2.厂内跨部门沟通 3.Main Issue List整理跟进工作任职资格1.本科以上学历，机电一体化专业2.优秀应届生亦可3.逻辑思维强，条理清晰和强烈的责任心。 4.良好的沟通技巧和抗压能力， 良好的项目执行力及服务精神,0.0,0.0,0.0,0.0,0.0
425,公益/项目管理,项目管理,7500.0,上海救要救信息科技有限公司,上海,2.0,无,岗位要求：1、 熟悉公益领域或者社会创新领域，熟悉运作流程，具有2年以上项目管理经验； 2、具有行业宏观视野，对行业趋势和发展具有良好的判断力，善于思考和分析； 3、在公益或者社会创新行业拥有一定的人脉资源 ，也有能力承接新增的合作资源。4、 拥有优秀的组织能力、沟通能力、团队协作能力、资源整合能力；  具备扎实的文字功底及方案策划能力； 为人正直有责任心，具有强大的驱动力和团队精神，能承担高强度的工作压力，并保持乐观心态。 岗位描述：1，负责***反应公益或社会创新项目统筹运作，指导并管理项目团队，负责***反应公益项目策划和运营。 2，搭建维护行业合作资源，形成公益及社会创新资源网络,0.0,0.0,0.0,0.0,0.0
426,数据采集项目管理,项目管理,4500.0,苏州思必驰信息科技有限公司,苏州,0.0,大专,岗位职责：1、人工智能领域数据采集项目管理（设备调试、人员联系、场地确认）；2、根据项目要求组织人员进行数据采集和安排工作；任职资格：1、大专及以上学历，理工科相关专业；2、工作细心、认真，责任心强，能适应加班；3、英语良好，过4级优先。工作时间：8：30-17：,0.0,0.0,0.0,0.0,0.0
427,项目管理,项目管理,11500.0,上海宏杉国际物流有限公司,上海,0.0,大专,、负责对外客户的项目立项、需求调研、实施跟踪、项目总结及相关工作的开展； 2、制定项目管理制度与流程，并落实各项规范； 3、负责签约客户项目的对接、合同周期内的运作质量的监控、优化、重大异常处理； 4、组织各项目相关会议，定期向上级领导汇报项目进度，提高项目执行效率； 5、充分做好跨部门协调工作； 5、项目档案管理； 6、领导安排的其它工作。  任职要求： 1、本科及以上学历，项目管理相关专业优先考虑； 2、具有4年及以上项目管理相关工作经验，有国际物流相关行业工作经验优先； 3、具备出色的沟通与协调能力，计划与组织能力，有较好的的思维逻辑能力； 4、具备出色的跨团队（含内部团队之间、外部团队）合作能力； 5、具备出色的时间计划与管理能力，办事效率高，学习能力强； 6、熟练掌握项目管理各项关键技能及工具； 7、具备国家认可的项目管理资格认证优先考虑。,0.0,0.0,0.0,0.0,0.0
428,PMO/项目管理,项目管理,12500.0,上海谨拍电子商务有限公司,上海,0.0,硕士,岗位职责：1、制定并推广项目计划及流程规范，及时发现并跟踪解决项目问题，有效管理项目风险，确保项目有序推进；2、参与一线业务需求的调研、问题收集，并跨区域跨部门推动问题的解决；3、跟踪和对接各部门进行项目推进中落地和资源协调；4、通过设计和维护常规数据报表，辅助管理者实时了解业务进程，增强总部中台对一线的数据支持、运营推动的能力；任职资格：1、国内或海外重点大学本科及以上学历（接受实习生）；2、有互联网电商类公司数据业务、PMO管理或相关经验者优先；3、具备深刻地项目管理洞见，善于识别和把控项目进程中的关键点和干系人，推动项目进程；4、了解互联网业务模型、产品架构，熟悉互联网项目管理模式，熟悉敏捷；5、熟悉一线业务情况，有热情有推动力，以问题解决为核心目标；6、有基础的数据分析和呈现能力，熟练使用office系列办公软件（Word、Excel、Outlook、PPT等）；,1.0,0.0,0.0,1.0,1.0
429,项目管理实习生,项目管理,2500.0,丹尼尔惠灵顿贸易（深圳）有限公司,深圳,0.0,无,"Daniel Wellington is a Swedish company with HQ in Stockholm. We are a truly global brand who have sold to almost every country worldwide and with seven offices located all around the world. We have since our inception in 2011 challenged the watch industry by going our own way and we are always looking for brilliant people that want to grow together with us. We give you the possibility to influence, take ownership, and be a part of a journey that only just begun. Join us in our movement, together we engage the world.WHAT YOU’LL BE UP TO:This position acts as a contact between creative team and brief owners, supporting project coordinator to ensure that projects are well defined and completed on time, on budget and that the work meets expectationsMaintain contact with visual functions at HQ to receive and update official content for local implementationSupport project coordinator to develop accurate and detailed project plans to ensure that all critical tasks are identified for a variety of projectsMake sure that all creative content including online and offline materials well prepared for every campaignUnderstands advertising, time management, and the entire lifecycle of a projectUnderstands the creative and production process and supports collaboration across all departmentsDevelops and maintains project schedules, project status reporting and trackingWHAT YOU’RE GREAT AT:Undergraduates who can perform above 6-month internshipAdvanced communication skill and learning skill, with creative & comprehensive thinkingWilling to take challenge and enjoy working in a fast pace working environmentFamiliar with MS softwareFluent in English speaking and writing is a MUSTWHAT WE OFFER:？In this job you get to work in a fast-paced and rapid-growing environment where you need to be flexible day to day. You will do full on-boarding at the Daniel Wellington Shenzhen Branch, China together with a highly dedicated and skilled team as starters. We want you to come in, take ownership of your area of responsibility and make sure you take our brand to new levels. J",0.0,0.0,0.0,0.0,0.0
430,项目管理/项目助理/工程管理,项目管理,5000.0,深圳新科特种装饰工程有限公司,深圳,0.0,大专,岗位职责 1、负责公司工程项目的整体管理，管控； 2、负责公司工程项目管理平台的建立、维护； 3、负责公司各项目工程款拨付、审核，成本匹配，成本控制； 4、负责对公司施工项目的产值、完成情况，成本匹配情况的汇总、申报； 5、负责公司各项目部与公司的对接、沟通、服务； 6、负责公司各项目的资金使用计划编制、审核、上报； 任职要求 1、大专以上学历，建筑工程类相关专业，有职称证书（助理工程师、工程师等）优先考虑； 2、擅长分析整理汇总； 3、熟悉CAD、Word、Excel等软件的操作； 4、品德优秀、敬业爱岗，吃苦耐劳、有责任心、团队精神。,1.0,1.0,0.0,1.0,0.0
