,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Linux,Ip,Excel,Cad,Tcp
535,通信/网络技术工程师（应届生）,通信,5750.0,江苏泽宇智能电力股份有限公司,南通,0.0,本科,通信、数据网技术支持、编写技术标书、技术方案、组织技术会议交流、公司新产品技术调研以及交流等工作。 任职资格：1、本科学历；2、通信、计算机、网络工程、电气及其自动化等专业； 3、有ccna、ccnp、ccie相关数据证书者优先录用；4、家住南通地区的优先考虑；5、学习能力强，试用期会有技术大咖专业指导培训；6、具备良好的人际沟通能力；7、吃苦耐劳，能适应出差。缴纳五险一金，周末双休，免费提供住宿与工作餐。,0.0,0.0,0.0,0.0,0.0,0.0
536,通信运维,通信,4250.0,沈阳万古恒达科技有限公司,沈阳,0.0,大专,"、保证网络运行的稳定可靠；2、协助工程师承接通信相关项目；3、做好客户服务工作，达到客户满意。岗位要求：1、大专及以上学历，年龄18-30；2、经验不限，有老员工指导上手；3、工作认真负责，有良好的沟通能力及协作能力；4、工作态度端正、稳定；5、严格执行各项运行维护制度,有良好的团队精神。福利待遇：1、工作时间早九晚五，周末双休、法定节假日休息2、入职签订劳动合同缴纳五险一金3、基本工资3k+房补饭补+绩效考核+年终奖+团队奖",0.0,0.0,0.0,0.0,0.0,0.0
537,研发无线通信工程师,通信,5400.0,仁宝信息技术(昆山)有限公司,昆山,0.0,本科,"岗位职责:负责笔记本计算机无线射频（RF）关键组件与系统的整合设计,测试及问题解决。岗位要求:1.本科,CET-4(含)以上2.通信/电子相关专业3.熟练使用PowerPoint, Excel, Outlook等office办公软件",0.0,0.0,0.0,1.0,0.0,0.0
538,通信客服,通信,7000.0,深圳市聚仁人信息咨询服务有限公司,深圳,0.0,中技,通信集团招聘电话客服，月薪5001-8000元。福利待遇有：五险一金、包住、双休、年底双薪、房补、话补、交通补助、员工体检、带薪年假，工作环境好，有相关经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0
539,无线通信电源设计,通信,3750.0,江西禹泽科技有限公司,兰州,0.0,无,岗位职责1、参与无线通信系统中新型基带算法的理论研究与验证工作；2、负责无线通信系统相关模块的设计工作；3、负责无线通信领域的需求调研及技术沟通工作。任职资格1、通信工程、电子信息工程、计算机等相关专业，2、熟悉无线通信领域的仿真、算法；3、具有两年以上无线通信网络研发经验者优先；4、能熟练阅读英文文献者优先。联系人:殷***18586039381简历投递邮箱:2184640952@,0.0,0.0,0.0,0.0,0.0,0.0
540,(急聘) 通信工程师,通信,6000.0,深圳泽派信息技术有限公司,深圳,0.0,大专,"						1、18-30周岁，应届毕业生亦可，计算机、理工类等专业优先录取2、对互联网行业有浓厚兴趣，有意从事通信工程相关工作3、有无经验均可(有人带)，要求有一定的学习能力，较好的逻辑思维办公地点：深圳(福田、南山、宝安、罗湖、龙岗)均有分点, 正式员工可与上级沟通择近办公公司福利：生日福利、节假日福利、五天八小时、周末双休、六险一金、年底双薪、员工旅游等																		",0.0,0.0,0.0,0.0,0.0,0.0
541,高薪聘请通信工程经理,通信,9000.0,贵州烨阳科技发展有限公司,贵阳,5.0,大专,岗位职责：1.进行公司日常项目申请及管理工作，完成项目的申请、启动、验收、回款工作，保证项目申请及管理制度在公司内的正常运行；2.组织项目申请总体计划的制定，并负责总体计划的推动、协调、监督和考核；3.负责组织制定项目部人员岗位职责，明确分工，执行公司制定的对项目部人员的工作绩效考核和奖罚办法，确保项目部正常高效运转；4.协调项目申请相关部门、单位之间的工作业务关系，加强信息沟通，努力给项目部创造良好顺畅的外部工作环境；5.负责与政府相关部门对接，争取资金和申报项目；6.明确项目资金的使用情况。任职要求：1.大专以上学历，计算机、通信工程、弱电智能化、机电工程类等相关专业；2.熟悉项目申请相关事宜及法律法规；3.管理技能：具备领导能力，计划制定与控制能力，组织和协调能力，优秀的问题解决能力，及团队协作精神；4.计算机技能：熟练使用日常办公软件；5. 具有通信工程、系统集成、弱电系统及基站5年以上相关工作经验，具有通信一建、二级建造师或其它相关证书者优先考虑；,0.0,0.0,0.0,0.0,0.0,0.0
542,移动通信/无线通信工程师（大学讲师）,通信,7000.0,北京华晟经世信息技术有限公司,成都,5.0,本科,通信讲师岗位职责：⑴作为企业方的课程讲师，负责合作院校移动无线通信技术课程的授课工作。⑵负责课程开发工作。包括：教材资源开发、教学方法开发。⑶与高校教师、客户进行有效沟通，通过宣讲、示范课等形式对合作院校进行教学支持。任职要求：⑴统招本科及以上学历，通信、电子、计算机以及相关专业；⑵掌握通信行业的移动无线技术；了解相关技术的基本原理，有2年以上通信服务行业工作经验；⑶形象良好，语言表达能力强，文字功底强；有良好的职业素养，工作认真细致有耐心；⑷有中兴设备操作维护或培训经验者优先。 公司实行人性化管理，为员工提供良好的福利：1、舒适、整洁的工作环境，轻松、愉快的工作氛围，不定期举办各种团队建设活动，丰富员工生活;2、免费提供班车，住宿;3、完善的社会保险制度、年度健康体检、;4、每周五天工作制，每天7.5H；5、月度绩效奖金、年终奖、节假日福利、社会年假;6、免费带薪培训、系统的人才发展培养体系，提升你的管理技能、知识技能;7、良好的晋升平台、年度升值调薪,0.0,0.0,0.0,0.0,0.0,0.0
543,数据通信工程师,通信,7500.0,广州铠源信息科技有限公司,广州,0.0,大专,、大学专科及以上学历，计算机、网络、通信技术相关专业；具备二年以上相关行业工作经验；2、掌握IP路由交换及网络安全技术；熟悉华为数通或安全产品的配置和问题处理等；熟悉并能够独立完成企业网络规划设计、项目实施；3、对华为、华三、思科等厂商网络产品有一定了解；3、具有中大型网络项目实施经验者优先；具有相关行业认证证书（如HCNP/HCIE、CCNP/CCIE）者优先；4、具有良好的沟通表达能力和高度责任心，具备良好的团队合作精神；,0.0,0.0,1.0,0.0,0.0,0.0
544,通信运营客服,通信,7000.0,深圳瑞博顺科技有限公司,深圳,0.0,无,岗位职责：1.通话电话外呼的方式帮客户介绍办理业务，不需要自己找客户，只要通过电话解决用户问题，促成订单，从而获得提成。2. 薪酬方案：底薪(试用期 3000+提成 ，正式期 3500 +提成元 底薪+提成(多劳者多得)+全勤奖 200+奖金(月/季度)，平均月薪5000-6000福利：1.购买五险一金 享受国家法定节假日 团队聚会 节日福利 年终奖2.工作地点在中心区高级写字楼，工作轻松无压力工作要求：1.声音甜美 .熟悉电脑操作 语言表达能力强2.年龄18岁以上 有无经验均可（有带薪培训）3.中专及以上学历均可工作时间：排班制，月休 6-8 天（大小周休息）， 9:00-18:00 9:00-21:00 每天工作8小时 两个班次工作地点：南山区科技园(近深大站,0.0,0.0,0.0,0.0,0.0,0.0
545,嵌入式硬件工程师（通信工程专业）,通信,8000.0,安徽华明航空电子系统有限公司,芜湖,0.0,无,"负责无线通信算法模块的DSP/FPGA代码分析，以及性能优化等相关工作。2. 负责对软件无线电产品进行持续性改进工作。3. 承担公司现有无线电产品的技术支持工作。任职资格要求：1.通信、电子信息相关专业本科及以上学历,1年以上相关工作经验。薪资待遇：1、完善的五险一金待遇（一金为80%基本薪资12%的比例缴纳）；2、作五休二，8:00-17:00.不提倡加班，扁平化管理，周末如需加班进行调休与发放加班费240元/天。3、班车接送；4、年度旅游、体检等完善的福利待遇；5、国内外相关培训。",0.0,0.0,0.0,0.0,0.0,0.0
546,通信项目经理助理,通信,2500.0,国脉通信规划设计有限公司,北京,1.0,大专,、负责日常项目勘察任务的安排。2、负责针对项目给施工单位发放物料。3、负责每月滚动需求的上报。4、负责提报项目设计费订单走流程签字盖章。5、负责项目设计资料的收集，盖水印，简单的修改图纸。6、协助项目经理处理一些其他问题。,0.0,0.0,0.0,0.0,0.0,0.0
547,设计工程师(交通信息化）,通信,5000.0,安徽皖通科技股份有限公司,合肥,1.0,本科,、协助编撰设计方案、绘制设计图纸，配合团队项目设计工作。2、根据公司市场目标，协助编撰投标技术方案，审查设备证明文件，配合团队整体投标技术工作，实现项目投标技术工作无差错进行。3、完成上级领导交办的其它工作任务。任职资格：本科及以上，计算机相关专业，1年以上专业工作经验（可考虑应届毕业生）1、了解交通信息化相关知识内容；了解本部门涉及领域的前沿技术或发展趋势；了解交通信息化系统行业标准、测试技术及测试标准；了解交通信息化系统工程标准设计与实施的招投标文件及相关规范；解交通信息化系统概预算编制办法及相关条例。2、掌握常用办公软件（如WPS、OFFICE、Visio、CAD等）；3、熟悉专业系统方案，具备简单方案编写的能力；4、熟悉系统需求，能够独立与技术人员进行技术交流。5、具有良好的团队意识，与同事间的关系融洽；服从工作安排，按时无差错完成工作任务；考虑问题周全、做事踏实、无疏忽大意行为；善于发现设计、投标技术文件中的问题；6、对设计、投标技术文件中的任何疑问不放过，主动思考，及时向相关设计人员求证、汇报并跟踪解决。,0.0,0.0,0.0,0.0,1.0,0.0
548,无线通信设计工程师,通信,4500.0,深圳市天和通信有限公司惠州分公司,深圳,0.0,无,无线通信设计工程师一、岗位要求：1.大专或以上学历，相关工作一年以上，通信相关专业、欢迎应届生加入；2.品德良好、诚实守信；3.身体健康、五官端正、性格开朗；4.有良好的沟通、协调、文字表达能力；5.有较强的抗压能力、主动性高、责任心强，具有团队精神；6、做过通信无线 室分 设备等优先 。二、工作地点：深圳福田区一经录用购意外险、社保、住房公积金等，待遇从优。,0.0,0.0,0.0,0.0,0.0,0.0
549,通信类销售代表,通信,3750.0,成都维诺信科技有限公司,成都,0.0,高中,"试用期三个月，底薪3000（无责任）+1000绩效（有考核方式）+提成 两年以上区域业务经理年收入都在10万以上。 岗位职责1、销售人员职位，在上级的领导和监督下定期完成量化的工作要求，并能独立处理和解决所负责的任务；2、管理客户关系，完成销售任务；3、了解和发掘客户需求及购买愿望，介绍自己产品的优点和特色；4、对客户提供专业的咨询；5、收集潜在客户资料；6、收取应收帐款。7、通信专业优先。 任职资格1、专科及以上学历，市场营销等相关专业；2、2年以上销售行业工作经验，业绩突出者优先；3、性格外向、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；4、具备一定的市场分析及判断能力，良好的客户服务意识；5、有责任心，能承受较大的工作压力。 薪资+提成+奖金公司信息公司位于美丽的成都,具有优越的地理位置，公司与国内各大运营商合作建立了良好的合作关系。随着公司业务的拓展在深圳、上海、武汉、长沙、南昌、南京 等多个城市设立了分公司和售后服务机构。 维诺信是一家致力于通信仪器仪表的研发、生产、销售和IOT智能物联解决方案的综合研发、生产、制造商。　公司基于通信领域多年的经验为国内用户稳定可靠的测试仪器仪表和行业物联网应用解决方案，致力于为通信和其它物联网行业提供相应的解决方案。 通信领域业务主要涵盖三大通信运营商，主要产品包括通信维护测试仪器仪表、通信用综合 维护终端等，产品基于嵌入式软件与通信测试硬件、RFID识读硬件相结合开发的手持式测试仪表和综合维护终端，该类产品以在通信运营商装维人员广泛使用。公司秉承以人为本，以创新作为驱动，逐渐成为国内领先的通信综合服务商。公司已全面通过ISO9001国际质量体系认证和ISO14000国际环境保护认证，是经过认定的“高新技术企业”、“软件企业”，公司荣获专利和软件著作权80余项，公司产品全面通过CE认证，产品出口遍布100多个国家和地区。 立足现在，展望未来，在互联网和信息化高速发展的浪潮中，我们信通人仍将继续秉承“诚信立业、共赢发展”的企业哲学，以“锻造民族品牌”为己任，不断创新发奋努力，用可靠的产品和优质的服务，为我国的物联网和电子信息事业做出更大的贡献。",0.0,0.0,0.0,0.0,0.0,0.0
550,通信工程师,通信,6750.0,合肥融诚信息科技有限公司,合肥,0.0,本科,我公司真诚招聘专利工程师，需要各个领域的理工科人才，要去会使用CAD绘图软件，专利工程师是对现有的产品进行创新设计，比如说自己有比较好的想法，可以将这个想法以文案的方式表达出来，结合现有的专利进行研究并加以创新。我们有专业的人员进行免费培训。诚邀大家的加入!,0.0,0.0,0.0,0.0,1.0,0.0
551,java通信服务器高级工程师,通信,20000.0,深圳市华能智创科技有限公司,深圳,5.0,本科,"工作内容：1、参与平台产品开发的全过程，协作完成产品的可行性及软件设计、编码、测试等工作。2、负责公司平台系统的日常开发和功能维护、升级，快速定位并修复现有软件缺陷，解决开发中遇到的问题。3、参与整个平台系统的开发和集成测试，参与部署和产品集成过程；参与系统稳定性、性能和扩展性调试。任职要求：1、计算机相关软件专业本科学历，5年以上相关工作经验。2、思路清晰，责任感强，积极主动，善于沟通和学习新技术,服从领导安排工作。3、精通网络通信，有NETTY或MINA通讯框架的设计经验，并有成功项目经验。4、精通JAVA；熟练使用SpringBoot、SpringCloud、Mybatis、Redis等常用技术框架。5、精通MySQL，常用SQL查询语句熟练，有MySQL调优经验优先。6、精通MongoDB数据库,并有成功项目经验。7、精通Docker,K8S,并有成功项目经验。8、具有andriodapp开发经验优先。9、熟悉文件系统存储，有ceph,hdfs,应用经验，能独立部署存储系统和运维。10、熟悉Linux平台部署方式和常用维护命令。",0.0,1.0,0.0,0.0,0.0,0.0
552,软件开发工程师（光通信行业）,通信,9000.0,深圳市伽蓝特科技有限公司,东莞,2.0,本科,岗位要求：1. 本科及以上学历，计算机、通信、自动化、电子等相关专业;2. 2年以上软件开发经验；3. 熟悉VC、C#或LabVIEW任一编程语言，熟悉软件开发流程；4. 熟悉智能仪器仪表的访问与控制；5. 具备工业自动化测试系统软件开发经验者优先考虑。岗位职责：1. 根据软件功能要求，编写软件设计文档，完成代码实现与功能测试；2. 软件开发文档的编写、归档与维护；3. 智能仪器仪表设备上位机软件开发；4. 自动化测试系统软件开发；5. 针对技术支持人员的产品培训。,1.0,0.0,0.0,0.0,0.0,0.0
553,通信网络优化师,通信,4500.0,和勤通信技术有限公司,衢州,0.0,大专,、负责爱立信、华为、中兴GSM/LET无线网络测试以及指标统计；2、执行RF优化工程师制定的测试任务和网络投诉处理；3、负责堪站，天馈调整及整改，路测，报告分析；室分测试、网格拉网测试分析；单站验证、簇优化测试和分析；4、负责日常网络周期性路测收集汇总测试结果并及时处理，包括室内分布、干线、高铁、高速公路等；5、LTE单站验证、LTE日常优化；LTE投诉处理及其他相关测试；6、CQT定点和室分业务测试及报告。7、完成上级领导下达的其他工作任务。教育：全日制大专及以上学历，管理相关专业者优先。知识：熟悉代维管理工作，熟悉代维专业知识。技能：具有良好的团队协作精神，良好的沟通能力和服务意识。能吃苦耐劳，有责任心的优先考虑。,0.0,0.0,0.0,0.0,0.0,0.0
554,通信协议软件工程师 (控制面）,通信,26250.0,苏州智铸通信科技股份有限公司,上海,3.0,本科,职位描述：LTE/5G基站协议栈控制面的软件设计与开发。产品的集成测试、故障定位与解决。任职资格： 全日制本科及以上学历。三年以上通信协议软件开发经验。熟悉LTE控制面协议。熟悉5G协议优先。熟练掌握C/C++和嵌入式软件开发，熟悉软件开发流程，注重软件开发质量。工作态度认真细致，具备良好的沟通能力和团队合作精神。,1.0,0.0,0.0,0.0,0.0,0.0
555,产品经理PM（通信）,通信,14583.33,杭州铀坤电子科技有限公司,杭州,2.0,大专,、 准确提炼行业新需求、客户要求，完成产品需求分析和产品定义，与研发、项目、销售紧密配合，推动项目开发，达成产品目标；3、 根据市场方向、客户需求和新技术发展趋势制定产品路线图；4、 提出产品优化和改进建议并监督实施，直至产品生命周期结束；5、 了解行业动向，及时、准确地研究、监控、分析竞争对手动态，并提出相应的对策；6、 对外的产品应用培训、产品推广支持、重大项目支持等工作；7、 部分垂直市场的跟踪、信息整理、行业分析。任职要求：1、 通信、电子、计算机等相关专业本科，两年以上工作经验；2、 有无线模块(2G/3G/4G/ LORA/NB-IOT等)、物联网行业等相关经验者优先；3、 有项目管理、开发经验者优先；5、英语四级以上，英语听说读写能力强，有海外工作背景者优先；6、有团队管理经验者优先，可承受一定频次的出差；7、具备敏锐的市场分析及判断能力，良好的沟通与协作能力，以及用户服务意识；8、具备较强的学习能力、创新能力、演讲能力。职能类别：										通信技术工程师																			无线通信工程师									关键字：无线通信通信模块2G/3G/4G/LORA/NB-IOT,0.0,0.0,0.0,0.0,0.0,0.0
556,通信工程师,通信,4000.0,江西君恩科技有限公司,南昌,0.0,无,"职位信息岗位职责1、负责公司客户网络、通讯系统现场服务,新客户网络、通讯系统安装、调试；2、负责无线通信网络工程的勘测、设计、工程督导、维护；3、负责无线通信网络规划、网络优化调整；任职资格1、中专以上学历，通信、电子、计算机、自动化类等相关专业；2、工作积极，沟通能力强，学习能力强，具有良好沟通能力。",0.0,0.0,0.0,0.0,0.0,0.0
557,通信设计助理,通信,3000.0,山东易贤信息工程有限公司,济南,0.0,无,、协助设计工程师完成相关工作；2、完成设计预算的制作；3、负责设计院相关勘察设计平台及PLM平台上传设计工作；4、完成上级领导交代的其他工作；岗位要求：1、大专及以上学历，通信、计算机等相关专业；2、有相关工作经验者优先考虑；3、做事认真仔细，踏实肯干；,0.0,0.0,0.0,0.0,0.0,0.0
558,（外资）专利分析师 - 通信/电子工程 Patent Analyst,通信,9000.0,易唯思商务咨询（上海）有限公司,上海,0.0,硕士,"Job Title: 专利研究员Research Analyst – 通信/电子工程 (要求日语）Location: Shanghai, ChinaCompany IntroductionEvalueserve is a global professional services provider offering research, analytics, and data management services. We’re Powered by mind+machine – a unique combination of human expertise and best-in-class technologies that use smart algorithms to simplify key tasks. This approach enables us to design and manage processes that can generate and harness insights on a large scale, significantly cutting costs and timescales and helping businesses that partner with us to overtake the competition.We work with clients across a wide range of industries and business functions, helping them to make better decisions faster; reach new levels of efficiency and effectiveness; and see a tangible impact on their top and bottom line.Intellectual Property and R&D Solutions GroupEvalueserve is a leading provider of IP searches, IP intelligence and analytics services, IP management process support, innovative patent drafting solutions, and impactful R&D information to corporate clients, IP law firms, and other professional services firms in the IP industry.Evalueserve has one of the largest and best IP search and analytics teams in the industry, with over 350 professionals. Our clients look for solutions to improve knowledge-based processes, including:- Standard searches for preparation and prosecution- IP and R&D intelligence, such as patent landscaping, competitive intelligence, and portfolio analysis- IP licensing and commercialization support- Patent drafting- IP management / paralegal support- R&D information and library management- Innovation Intelligence- Chemical Safety and Regulatory ComplianceEvalueserve typically combines several processes into more efficient, integrated processes, which are delivered through a dedicated team of professionals.Key Responsibilities/Challenges? Patentability Assessment: Understand the technology and conduct searches on various patent and non-patent literature databases to ascertain the novelty/uniqueness of the idea/technology.专利性评估? Invalidation Search: Understand the patent in question and conduct searches to identify prior art to determine the validity of the claims of a particular patent.无效检索? Patent Analytics and Landscaping: Analyze patents in a particular domain to highlight the R&D trends, evolutions, alternatives and competitive intelligence in various technology domains.专利布局分析? Freedom-to-operate Study: Conduct patent search to help the client mitigate the risks of patent infringement in a particular jurisdiction.自由实施检索? Patent and file wrapper translation专利与审查文件翻译Qualifications & Skills? Bachelors with a major of Telecommunication Engineering, Electronic Engineering, Microelectronics or Mechanical Engineering.? Good written and spoken English communication；good Japanese capabilities? Strong analytical skills? Responsible attitude and ability to complete tasks in a timely manner? W",0.0,0.0,1.0,0.0,0.0,0.0
559,急聘专利代理人/助理（通信、机电等理工科专业）,通信,7500.0,北京信慧永光知识产权代理有限责任公司,北京,0.0,本科,						一、职位描述：相关专业领域的专利代理人助理工作，包括：国外及国内说明书撰写，审查意见转达及答复，专利无效，侵权鉴定，专利检索、诉讼，法律咨询，案例研究等。二、岗位要求：1、硕士及以上学历；2、通信、计算机、电子、电气、自动化、半导体、机电等理工科专业；3、能承受一定的工作压力，有强烈的责任心和职业品德；4、具备良好的文字表达能力及沟通合作能力；5、业务精，人品好，热爱专利代理工作并有较强的主动性；6、英语6级，会德、日、英多语种者优先或具有国外留学/工作背景的人员优先考虑。三、待遇：待遇从优，面谈。四、入职测试内容：相关专业的英语翻译中文能力、专利知识等等。请将简历发送至sunhopehr@163.com，邮件标题中请注明“急聘专利代理人/助理（通信、计算机等理工科专业）”工作地址海淀区知春路9号坤讯大厦1106室																		,0.0,0.0,0.0,0.0,0.0,0.0
560,通信产品维修实习生（可转正）,通信,1750.0,四川省通信产业服务有限公司物流分公司,成都,0.0,大专,						岗位职责         （1）协助配合维修师完成通信设备(如OLT设备、ONU设备、EPON设备、ITV设备)的保内保外测试、维修工作；         （2）协助配合维修师完成宽带终端产品（如光猫、机顶盒、路由器）的保内保外测试、维修工作；         （3）协助配合维修师与各营业网点、运营商、经销商对接，提供相关维修技术支撑服务；         （4）协助配合维修师负责维修设备、工具的日常维护、保养。任职资格          （1）大专及以上学历，2017届、2018届应届毕业生，电子信息技术、电子电路、通信工程等相关专业；          （2）热爱维修行业，乐于从事室内维修工作，毕业后愿意从事维修类工作；          （3）主动、敬业、责任心强，动手能力强，熟练使用OFFICE办公软件；          （4）具有一定的电路分析能力，对数字电路、模拟电路有一定了解；          （5）熟悉电子元器件，能看懂电路图，能简单使用电子维修器具；          （6）在校担任学生干部者、具有维修经验者优先。																		,0.0,0.0,0.0,0.0,0.0,0.0
561,通信技术工程师,通信,9000.0,上海粱江通信系统股份有限公司,上海,1.0,本科,、现场工程设备开通、调试等。资格：1、计算机、通信等相关专业本科以上学历，一年以上通信领域相关工作经验；2、熟悉Linux、固定电话网结构、7号信令，有软件测试背景尤佳；3、.熟悉强电弱电等设备安装，动手能力强；4、具有较强的沟通协调、组织监督能力；5、团队合作意识强，能适应长期出差。职能类别：										通信技术工程师																			移动通信工程师									关键字：电信通,0.0,1.0,0.0,0.0,0.0,0.0
562,通信工程师,通信,5250.0,陕西漫森景观设计有限公司,重庆,0.0,大专,职位描述：1、负责工程施工质量把控，能够与项目团队之间进行有效沟通协调解决项目实施中出现的各类问题；2、负责开通、测试单优、巡检、故障抢修、验收交维等工作；3、负责项目规划，立项审批流程，数据分析；4、编制相应的工程概预算方案，项目建议书，设计说明等；5、有相关证书优先考虑。若无证书，优秀者愿意在1-2年内考取也可以。任职要求：1、专科及以上学历，通信工程/电子信息工程/计算机及相关专业；2、熟练掌握OFFICE、AUTOCAD等软件；3、为人正直、诚实，具有较强的学习能力及抗压能力，有团队合作精神；4、热衷于从事移动通信技术工作，能刻苦钻研技术。欢迎应届毕业生加入我们。公司需要的是人才！人才!人才!优秀者薪资尽你谈！,0.0,0.0,0.0,0.0,0.0,0.0
563,无线通信工程师,通信,37500.0,深圳市泛海三江电子股份有限公司,深圳,0.0,本科,"岗位职责：1.负责无线接入网相关的的需求论证（需求的价值分析、含义分析、应用场景分析、可行性分析等）和分解；2.负责关键技术/关键算法的研究、验证与结果分析；3.负责无线网典型场景解决方案的研究与设计；4.负责系统级、特性级端到端解决方案的设计、验证和实施；5.负责产品物联网设备电子元器件选型，电路（原理图和PCB）方案设计以及电路开发、调试；6.负责NB,GPRS,Lora,4G,Zigbee,蓝牙等无线模块的设计开发和调试，负责硬件设备接入物联网平台相关网关设计；7.完成产品低功耗相关模块的设计、评估和控制程序的调试；8. 配合体系认证和产品注册认证工作。任职资格：1.熟悉无线接入网相关理论，并能够结合具体产品进行需求论证和分解；2.有NB,GPRS,Lora,4G,Zigbee,蓝牙等无线模块的设计及开发经验，熟悉硬件设备接入物联网平台相关网关设计；3.有过无线网典型场景解决方案的研究与设计的大、中型项目经验；4.熟练掌握数字电路、模拟电路、微机原理等电子基础知识；5.5年以上消防电子产品开发经验；3年以及以上嵌入式设计、调试工作经验。",0.0,0.0,0.0,0.0,0.0,0.0
564,通信工程师,通信,5000.0,北京爱可生信息技术股份有限公司,内蒙古,1.0,大专,岗位职责：1、定期向公司项目部汇报该项目的工作情况，根据实际运作情况，提出建议及需要特别支持时的理由。2、准确掌握该项目人员的流动规律，提前做好补充人员的招聘申请并上报，保证项目的人员配制。3、加强与业主单位的沟通，主动了解他们的服务要求及工作意见，并妥善处理。在保证日常工作完成的前提下，业主单位对合同之外的要求视工作量尽量想办法完成。4、虚心接受公司有关部门和业主单位的监督与检查，对存在问题及时整改，并及时传递业主单位对公司满意情况的信息。5、参加部门、公司及业主单位要求参加的各种会议，并向相关人员传达会议精神，组织制定本项目的各种会议，做好会议记录并存档。6、加强自身素质的提高，不断学习行业新技术、新方法，并尽快掌握。7、定期对施工人员进行安全工作教育，培养安全意识和自我保护意识，确保在工作岗位上的人身安全。8、配合项目经理：跟踪项目进度、质量，进行合同订单的跟踪反馈和流程执行期有关任务的确认，并进行收付款管理，承担通信项目的计划实施、监控及质量监督等工作； 9、配合项目部进行项目各阶段的内部管理工作；协助跟进项目进度中的各个重要节点（项目计划表的执行情况；施工过程中需要甲方认可的时间；竣工资料校对、审核的时间；修改时间，竣工资料的管理工作），负责填写项目进度报告与分包商进行协调及进度监管工作；10、协助项目经理进行业务信息的上传下达，确保沟通渠道，确保甲乙双方内部沟通顺畅；负责与甲方对外接洽、公关工作及往来资料、函件处理，确保及时传递、正确判断；配合相关技术部门负责人员进行项目验收工作。任职资格：1、全日制大专及以上学历，通信工程/计算机/电子等相关理工类专业，年龄22周岁-30周岁之间；2、1年以上通信无线设备安装或传输相关工作经验，对通信原理有一定的基础，从事过至少一个项目的工程建设或维护交付；3、能够熟练掌握office（word、excel、ppt）办公软件和CAD绘图软件，会使用成捷迅概预算软件优先；4、工作细致认真，责任心强，处事灵活，具有团队配合性，服从直属领导工作安排；5、具有强烈的进取精神、团队精神，有良好的沟通和表达能力，乐观积极向上的工作态度，能承受一定工作压力;6、身体健康，吃苦耐劳，能够适应内蒙古区域中短期出差。,0.0,0.0,0.0,1.0,1.0,0.0
565,通信工程师技术员,通信,5250.0,河南省一源建设工程有限公司,北京,2.0,大专,设备的安装、调试、开通和督导相关工作；2.协助项目经理管理项目进度，质量、安全控制，并制作相关竣工资料等；3.负责新建站点的协调和工程督导。职位要求：1、身心健康，年龄18--45岁。2、具有2年以上基站、机房设备安装工作经验，做到照图施工，能及时发现图纸中的问题并指出。3、吃苦耐劳，有良好的适应能力和团队协作精神。4、具有特种作业证件：登高证、电工证。工作地点：北京城内六区福利待遇：1.保险保障：为所有员工购买五险一金（养老保险、医疗保险、失业保险、工伤保险和生育保险，还有住房公积金）。2.其他福利：餐饮补贴，包吃包住，话补，带薪年假、产假、婚假、病假，年底分红，国家法定节假日正常放假等等。,0.0,0.0,0.0,0.0,0.0,0.0
566,22989-云通信开发工程师,通信,,深圳市腾讯计算机系统有限公司,深圳,3.0,本科,						负责腾讯云通信相关产品的后台架构设计和功能开发；参与搭建云化开放覆盖全球的稳定、实时、高效的消息服务；参与设计与开发面向5G的物联网通信解决方案。本科及以上学历，计算机或相关专业；2年以上Linux/Unix后台开发经验，精通C/C++其中一种开发语言；熟悉TCP/IP协议、网络编程，熟悉Redis、Mysql、Kafka等常用数据库/消息队列；具有复杂系统设计开发经验，能根据业务需求合理设计架构和模块；具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；好学，责任心强，良好的对外沟通和团队协作能力，能够承担工作压力。,1.0,1.0,1.0,0.0,0.0,1.0
567,信息通信安全工程师,通信,9000.0,福建华超信息科技有限公司,福州,0.0,无,组织安全巡检工作2.人员日常工作安排 3.负责架构信息通信安全巡检工作对接与后续的项目推进、完成。岗位要求（性别、学历、年龄、经验、技能等方面）：1. CMMI证书优先2.信息通信设备二次管理安全的经验3.设备等级保护测评的工作经验                4.从事信息通信设备安全管理满2年的工作经验,0.0,0.0,0.0,0.0,0.0,0.0
