,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Pcb,C,Protel,Ic,Qc,Arm
453,广州开发区电子厂长白班坐班免体检临时工普工质检员QC,电子/半导体,5250.0,达利亚华联科技,广州,0.0,初中及以下,处于工厂旺季，订单大量增加！ 现在面向社会，诚招大量普工！ 欢迎踊跃报名，欢迎抱团报名！ - 一、报名方式： 1、联系手机：186 2076 1607（何小姐） 2、信息发送：姓名+手机+广州开发区电子厂 『温馨提示，成功报名后回复详细通知，也可以问我要工厂定位，自己过来工厂人事部入职』 二、温馨提示： 1、如果你没钱吃饭、没钱住旅馆，只要你带上身份证和行李物品，来到我们厂，可先免费安排你吃住； 2、当天安排面试和入职，工厂直招员工，不收任何费用，没有任何押金，入职跟工厂签合同，工厂直接发工资； 3、不建议投简历报名，报名方式在最下面，请严格按要求报名，非诚勿扰，谢谢合作！ 三、招聘要求： 1、男女不限，年龄17-45岁，身体健康，服从安排，适应加班； 2、持本人有效身份证，不过期，不消磁，没有犯罪记录； 3、有传染病或乙肝者，暂时不能录用，非常抱歉； 4、纹身和染发，只要不是特别夸张，都可以安排； 5、需要住宿的，请带上行李物品，没有行李物品，暂不安排宿舍。 四、主要工作： 1、严格执行9S管理模式，空调车间，恒温恒湿，环境舒适，没有异味，以人为本，全岗位人性化管理； 2、主要生产电子产品、手机配件、电脑配件和光电元件，以及华为、OPPO、vivo、小米、魅族的元件，配件，耳机，数据线，手机外壳等等； 3、流水线作业，简单组装、装配、检测、包装、贴标签，90%坐班，10%站班； 4、将标签分类，挑选好的标签，进行贴标签，不好的不用，把破损的标签挑出来； 5、工作简单轻松，劳动强度较低，几乎三岁小孩都可以做的事情； 6、岗位不满意，包换岗位；部门不满意，包换部门。 五、工作时间： 全坐班，穿普通工衣。 长白班：早8点到晚8点； 两班倒：早8点到晚8点，晚8点到早8点； 中间都有休息和吃饭时间。 一个月休息4-6天。 旺季赶货，周末加班双薪，法定假日三薪。 六、福利待遇： ①小时工： 17-18元／小时（普通工衣），19-20元／小时（无尘工衣），保底工时260-300小时，月综合工资4800-6800元／月。 做满7天后可预支工资200-300元／周。 … ②正式工： 试用期底薪2300元／月（三个月后底薪2650元／月）。 加班按劳动法，平时1.5倍（试用期19.6元／小时，转正后22.6元／小时），周六日2倍（试用期26.1元／小时，转正后30.1元／小时），法定假日3倍（试用期39.2元／小时，转正后45.2元），5000-8000元／月。 日均收入不低于200元／天，全勤奖100-300元／月。 每月15号准时放粮，结清上月全部工资。 … ③伙食方面： 免费提供自助餐，不用自己掏钱吃饭。 员工伙食标准超好，为迎合南北饮食习惯，一日三餐均为自助餐形式。 饭堂设有清真，如果是回民不能吃猪肉的，同样可以安排，敬请放心。 … ④住宿方面： 免费提供住宿，如不需住宿，补助300元／月。 宿舍6人／间，环境优雅，设备齐全，独立阳台、独立洗手间，无线Wi-Fi覆盖宿舍。 宿舍不满意，可包换宿舍。 … ⑤福利方面： 员工享有国家法定假日（每年11天）、工伤假、婚假、产假、带薪年休假等假期。 每年免费提供春、夏工衣各2套，免费为员工洗衣服。 公司依法与员工签订劳动合同（长期或短期），并购买五险一金。 七、合同保险： 1、合同：入职即跟工厂签署正式劳动合同或短期用工协议； 2、保险：工厂为员工购买五险一金； 3、因为专业，所以信任，因为诚信，所以选择。 八、管理到位： 1、花园式厂房，环境优美，空调车间，空调宿舍； 2、人性化管理，工厂配备治安队伍，确保证员工的安全； 3、凡在本工厂工作者，均不收取任何费用与押金； 4、工资发放准时，从不拖欠工资； 5、公司以人性、科学管理为理念，让每位员工有一个宾至如归、温馨如家的生活环境和工作环境，绝对值得信赖。,0.0,0.0,0.0,0.0,0.0,0.0
454,电子厂普工月7千包吃住长白班,电子/半导体,7000.0,广东弘洋科技有限公司,深圳,0.0,初中及以下,电子厂普工：应聘电话：敏小姐：186-2091-9012应聘电话：敏小姐：186-2091-90121:【工作内容】1、可选岗位：普工、组装工、包装工、质检员、品管员、贴标签；2:主要工作：主要是电器等进行组装、包装和贴商标；3、工作强度：工作轻松，简单易学。3:待遇：1、《 小时工薪酬计算方式 》：（18-22元小时，220～270元/天）部门不一样工资不一样。入职7天后可借支200-300元/周；综合工资：6000-7000元：2、《 正式工薪酬计算方式 》：2500元-2800元/月（5天8小时制）+岗位补贴+全勤奖+加班费，综合工资：6000-7000元：4:【伙食方面】:免费包吃，饭堂每天供应包子、炒粉、面条、烧鹅、鸡腿、汉堡、咖啡、六菜一汤。5:【住宿方面】免费包住，不扣任何费用。4-6人／间，空调宿舍，独立卫生间、数字电视、空调、洗衣机、24小时免费热水和WiFi。6【生活方面】园区内设超市、邮局、网吧、医疗室、步行街、银行ATM机、公园、电影院、电视室、图书馆、篮球场、游泳池等生活娱乐设施，全天候无线Wi-Fi。四、福利保险：1、入职即买五险一金，公司为每个员工购买养老、婚育、工伤、失业、医疗等保险，还有住房公积金。2、吃住环境：免费包吃，工厂有大型食堂，川菜，湘菜，粤菜，面条、拉面、汉堡等供员工自由选择。3、住宿：免费包住，宿舍就在厂区内，环境好，4-6人一个宿舍，空调热水器齐全，独立卫生间。电信WiFi覆盖整个宿舍。五、娱乐免费设施：免费WiFi、图书馆，游戏厅、网吧，篮球场， 桌球场，健身室，便利店，门诊室，邮局 . ATM机等。【注意事项】：电话报名联系：186-2091-9012电话报名联系：186-2091-9012需携带资料：本人身份证原件，行李物品带上行李过来报到，带行李的优先安排，当天安排住宿。【附：只要符合公司要求者全部会录用，直接来电优先安排】【郑重声明】工厂直招普工，不收任何费用！入职跟企业签约，企业直接发工资！,0.0,0.0,0.0,0.0,0.0,0.0
455,包吃住 电子厂坐班普工组装工 白班质检员 临时工qaqc,电子/半导体,5250.0,弗雷尔电子科技,广州,0.0,初中及以下,【招聘岗位】 ①普工/学徒工 1、负责生产线上的产品组装、包装和贴商标； 2、完成领导交办的生产任务，及时日常事务； 3、普通工衣，全部坐班，工作轻松，简单易学。 ②质检员/品管员 1、负责外来物料或产品质量的监控，发现问题及时反馈 ； 3、做好各类检验记录，填写相应检验报表； 4、监督生产线上的作业人员规范进行生产； 【任职要求】 1、最好有相关工作经验，有电子行业经验优先 ； 2、认真负责、具备一定的沟通协调、分析解决判定能力； 3、学习能力接受能力强、良好的团队协作精神。 【福利待遇】 1、临时工时薪：18元/小时，每月260-300小时，月综合收入4420-5100元； 1、正式工待遇：底薪2130元+津贴+全勤+绩效+加班，加班按劳动法（平时1.5倍：18.2元/小时，周末2倍：24.2元/小时，法定假日3倍：36.3元/小时），月综合收入4500-5500； 2、免费包吃住，吃饭时间也算工资，公司提供良好的吃住条件，水电费全免； 3、8小时工作制：8:00-12:00，13:30-17:30，月休4天，超出算加班； 4、根据国家相关政策法规，统一给员工购买六险一金； 5、企业具有良好的发展前景，员工具有良好的晋升空间； 6、入职免费体检，每年定期体检，确保员工健康； 7、为员工举办生日派对，组织旅游、抽奖等活动； 8、女孩子超多，下班的时候，遍地都是美女； 9、如果你目前单身，那么机会就来了。 【报名咨询】 人事部-林主管：130 6886 7886 直接加好友发送：手机+姓名+年龄+现在人在哪里,0.0,0.0,0.0,0.0,0.0,0.0
456,包吃住 月6千 电子厂坐班普工 长白班质检员qcqa临时工,电子/半导体,5250.0,镭镁铔精密仪器,长沙,0.0,初中及以下,【工作地点】长沙蓝思科技有限公司地址1：长沙市星沙经济开发区漓湘中路99号；地址2：长沙县榔梨镇黄兴大道蓝思科园区；地址3：长沙市浏阳市蓝思路蓝思科技招募中心。【基本要求】男女不限，18-45岁，持本人有效身份证。身体健康、服从安排、遵守相关制度。可以接收大批量的回族、彝族和藏族。辞职结清工资，人走钱清，绝不拖欠。【工作内容】1、可选岗位：普工、质检员、品管员、组装工、包装工、贴标签；2、主要工作：组装、包装和贴商标，工作轻松，简单易学。3、公司产品：视窗防护玻璃、触摸屏单体、触摸屏模组、摄像模组、指纹模组、摄像头、按键、陶瓷、蓝宝石、金属配件，并拥有芯片、虹膜识别等等高科技产品。【薪资待遇】一、薪酬待遇：1、薪资架构：小时工：17元／小时，每天10-12小时，日收170-204元；正式工：同工同酬，底薪1900-2200元／月，试用期1900元／月，满3个月2030元／月，满一年2100元／月，满两年2200元／月；2、5天8小时工作制，超出算加班，统一按劳动法计算，月综合4800-5500元；3、绩效津贴：按岗位类别享受200-650元／月，另特殊岗位享有特殊津贴100-500元／月；4、夜班补贴：夜班人员补贴5元／晚；5、学历津贴：大专100元／月，本科200元/月，硕士及以上300元／月；6、五险一金：公司为全体员工购买社保和住房公积金；二、晋升空间：生产类每个月都有一次晋升的机会。1、技术通道：员工-技术员-助理工程师-工程师-主任工程师-总工程师；2、管理通道：员工-主管-经理-厂长；三、伙食方面：公司设有大型食堂，每天供应包子、炒粉、面条、烧鹅、鸡腿、汉堡、咖啡、六菜一汤。餐费3.5-10元／餐，日均餐费约12元／人。公司给予餐饮补助，按照工作餐基准价格的50%给予补助，凭食堂就餐消费记录进行核算，月平均最高补助195元（即早餐补助1.5元，正餐补助2.5元，日补助6.5元）。四、住宿方面：免费住宿，按级别享受1-8人间不同标准，宿舍均配有空调，并提供免费洗工衣服务。五、生活方面：公司每月定期举办员工生日晚会、卡拉OK舞会、棋牌赛、运动会、电影观赏会、旅游、社区慰问活动等。公司建有大型LED电视屏、灯光篮球场、网球场、乒乓球场、多功能电影院、员工服务中心、平价超市、网吧、宾馆、医务室等文娱设施及生活便利设施。【工作时间】白班（08：00-20：00）；夜班（20：00-08：00）；正班8小时，超出算加班；半月倒一次班，月休4-6天。【坐车方式】①星沙厂区1、火车站：乘坐127路公交车至明城国际站下车，向东步行600米；2、长沙高铁站：乘坐503路公交车至可口可乐站下车，向东步行500米；3、长沙汽车东站或西站：乘坐204路或704路公交车至蓝思科技（原曙光集团）站下车；4、长沙汽车南站：乘南站星沙汽车站小巴至蓝思科技（原曙光集团）站下车；5、长沙汽车北站：乘坐星沙2路公交车至明城国际站下车，向东步行600米。②榔梨厂区：长沙汽车东站：在长沙汽车东站对面公交站乘坐204路公交车，终点站即是蓝思科技榔梨园区；长沙汽车西站：在长沙汽车西站乘坐704路公交车至电力职院东，转乘204路公交车至终点站蓝思科技榔梨园区；其他地区：各地火车站到长沙火车站，乘坐126／127／110路公交至长沙汽车东站，然后再从长沙汽车东站对面公交站乘坐204路公交车至蓝思科技下车；③浏阳厂区1、长沙方向：长沙汽车东站乘坐开往浏阳工业园蓝思科技的直达车，终点站即是蓝思科技；2、浏阳方向：浏阳汽车西站乘坐101/102路公交至蓝思东站下车，步行5分钟到招聘中心。-温馨提示，自己过来工厂门口，带上行李物品，当天安排住宿，不用来回折腾；成功报名之后，会发工厂定位给你；不要轻信厂门口搭讪的陌生人，更不要把身份证随便交给别人，以免遭受不必要的损失。【报名方式】联系手机：130 6886 7886（林小姐）直接加手机为嶶信，然后再按格式发送：《姓名+年龄+手机号+身份证号码+长沙蓝思科技》『温馨提示，请按以上方式报名，成功报名之后，回复详细通知和工厂定位，感谢你,0.0,0.0,0.0,0.0,0.0,0.0
457,电子厂普工月7千无夜班免体检,电子/半导体,7000.0,广州捷海科技有限公司,深圳,0.0,初中及以下,电话联系报名：185-0202-5821（致电咨询）收到回复请大家带上行李准时到达直招不收费用，高福利高峰期高薪综合工资4500-6800元/月.【工作内容】1、可选岗位：普工、组装工、包装工、质检员QC、品管员QA、操作工、学徒工、分检、测试、插件、扫描、贴标签、仓管员、物料员、生产文员；2、主要工作：主要是对电子产品、手机配件、集成电路、通讯设备、车载导航、半导体、打印机等进行生产制造和组装加工，或来料加工、打包装等等；3、工作强度：工作轻松，简单易学。*【招聘要求】1、身体健康，做事认真；2、年龄18-46周岁，男女不限，无须经验，不限学历，安排带薪培训；3、持有本人有效身份证原件，身份证正反面复印件1张、一寸照3张*【薪资架构】1、小时工时薪：18-22元／时；2、正式工底薪：底薪2500-3120（加班按劳动法，平时加班1.5倍，周末上班2倍，法定节假日上班3倍，白班，全白班，坐班！加班费，全勤奖，岗位津贴，绩效奖，年终奖等，工作满1个月考核一次，底薪升为2550元，月综合工资5500-6800元 ！3、加班费幅度：2500-3500元／月；4、加班费计算：小时工加班薪资不变，正式工加班按劳动法，平时1.5倍，双休日2倍，法定节日3倍；5、月工资发放：每月7号准时发放上月全部工资，入职当天发放厂牌和工作服，以及当月饭卡。*【福利食宿】合同：签署正式劳动合同或短期用工协议。吃住：1、伙食：入职当天发饭卡，公司免费提供食宿，饭堂每天供应有包子、炒粉、面条、烧鹅、鸡腿、汉堡、咖啡、六菜一汤。2、住宿：住宿为4-6人一间，符合条件，有夫妻房，免费提供，住宿免费、水电费平摊，独立卫生间（空调、电扇），24小时热水器，全厂宿舍无线wifi覆盖。3、坐着上班，工作简单轻松坐班、全中央空调。4、工作时间：8:00-20:00，每月休息4-6天，人性化管理，轻松、自由、讲人权。.【注意事项】：需携带资料：本人身份证原件，行李物品电话报名联系：185-0202-5821请带上行李过来报到，带行李的优先安排，当天安排住宿。【附：只要符合公司要求者全部会录用，直接来电优先安排】,0.0,0.0,0.0,0.0,1.0,0.0
458,电子厂普工组装工包吃住坐班,电子/半导体,7000.0,广州捷海科技有限公司,广州,0.0,初中及以下,"本职位不收任何费用，如发现我公司人员收取求职者费用的情况10倍奖励，欢迎监督举报。工厂现有员工数千人,有长白班岗位安排，包吃住，当天安排宿舍。注意：所以入职员工做满一个月（除工资奖金之外）奖励500元.做满两个月（除工资奖金之外）奖励800元，做满三个月（除工资奖金之外）奖励1000元做到年底报销回家路费1500元本公司主要招聘生产员工，工资全部由工厂财务直接以现金或打卡的方式直接发放，不存在通过第三方发放。不收取任何费用，找工作也很辛苦，建议先就业后择业，如遇到任何收费以及中介、劳务派遣，请务必谨慎。 由于工作繁忙，可能无法给各位一一回复简历，建议直接电话报名面试，优先安排。【短信报名】1、编辑短信：姓名+籍贯+民族+年龄+目前所在地理位置【如深圳，龙岗】发送到人事部招聘号码上即可。夏小姐185-0202-5821建议加vx或打电话沟通2、如果你的资料符合招聘要求我们会在第一时间回复各位报道的具体时间、地址。一、招聘要求：男女不限，16一45岁，无传染疾病即可，学历不限，无需毕业证，无需工作经验，生手熟手均可，生手进厂后有老员工带。正式工：底薪2130-2600月薪：4500一6000（元）小时工：16一18元/小时，月薪：5000一6500左右（元）1、由于现在是旺季，加班比较多，平均一天上11小时左右2、加班自由，只要你愿意加班，每月可以上300-330个工时左右3、小时工（临时工）：临时工辞工需提前一周，最长可以做到年底过年或长期做（1）可以选择做正式工，也可以选择做小时工（可转正）（2）每个月8号发工资，不压工资（3）包吃包住：综合工资：5000一8000左右（元），高于其它大型电子厂（4）工厂主要生产：手机配件，电脑配件等（5）坐着上班：加班稳定，上班轻松，加班稳定，女孩子比较多，生产手机、平板电脑等电子类产品组装（6）招聘岗位：普工、物料、仓管、维修、测试、品管、外观检测、装配、包装、SMT（7）工作环境：全空调车间，厂内除湿、24℃恒温、无噪音、无异味，为员工提供了安全、舒适的工作环境二、福利待遇：1、5天8小时制，22天工作制，其余算加班。底薪2600，目前订单多，加班不管控；加班属自愿，每个月150个小时左右，加班费按劳动法计算+区域津贴200元+绩效奖200一500元/月+技能津贴200一500元/月+其它各项福利补贴，月综合工资：5000一8000左右（元）2、公司为员工提供空调宿舍不扣钱，4一6人/间，有空调、热水、饮水机、洗衣机、阳台、客厅、WIFI、独立卫生间、冲凉房3、办理离职手续简单，只需提前7天申请即可，不扣工资。购买工伤、医疗、养老保险（养老保险可自愿购买）4、公司免费开放文体设施，如标准塑胶跑道体育场、乒乓球、篮球场、足球场、图书馆、健身房入职流程：在当天九点到十二点前到达厂区面试，当天下午安排宿舍来时请带上行李和身份证，当天办理入职，当天安排宿舍有带行李者，优先分配宿舍未带行李者，默认在外住宿郑重承诺不收任何费用，直接进厂上班。报名咨询电话：候小姐185-2060-6772建议加vx或打电话沟通 简历回复较慢",0.0,0.0,0.0,0.0,0.0,0.0
459,电子厂普工小时工20元一小时+包吃包住,电子/半导体,7000.0,广州奕晟网络科技有限公司,广州,0.0,初中及以下,郑重承诺：本招聘不收取任何费用，若有员工收取押金等一切不合理费用欢迎向本公司举报！来时请带上行李和身份证及4张身份证复印件，当天办理入职，当天安排宿舍（不带行李默认在外住宿）求职请带上行李前往厂区招募中心，工作人员帮您办理入职 编辑短信：姓名+年龄+所在地区发送到人事主管手机（24小时接收）也可直接联系人事小姐-18122427726  一、资薪待遇短期小时工/临时工1、22-24元小时，220-240元/天，包吃包住，不需自己掏钱吃饭；环境优美，空调车间。2、每天上班10-11小时，月休4天。3、每个月7号准时发工资正式工：5000元―6800元/月。2、每个月7号准时发工资，不压工资。3、底薪加班费按劳动法算，平均每天加班2至3小时。4、每月有：岗位津贴300元-500元，绩效奖200元-500元，全勤奖等等。5、工厂依法为员工购买五险一金6、加班比较多.平均一天上10-11小时。7、做满7天就有工资，辞职提前3天打报告，可短期或长期做。8、正式工综合工资的高低取决于个人加班时数的多少，加班自由，不限制加班。-二：工作内容1、岗位涉上市电子产品的组装、组立、检测、包装、插件、品质、测试、物料、等岗位2、无需经验；生手熟手均可；生手进厂后有老员工带。-三：车间环境1、车间配有：饮水机，休息间。2、车间配有中央空调（冬暖夏凉）3、都是坐着上班，穿的是普通工衣。4、上班气氛好，管理宽松，车间在上班时间，会播放轻音乐。5、每2小时休息15分钟五、上班时间1、每天上10―11个小时；每周休息1天，每月休息4天。-四、招工要求1、男女不限；18至45周岁2、必须持本人真实有效身份证。3、无需工作经验。4、当天应聘人员需带齐行李物品+身份证件，当天安排厂内住宿。5、身体健康，没有大面积纹身伤疤烟疤烫疤。-六、公司提供吃住1、进厂当天，统一发饭卡，刷卡吃饭，不用自己掏钱充值。2、饭堂：有米饭、粤菜、湘菜、川菜、窗口，小食有水饺、馒头、面包、鸡蛋、吃饱为止，持厂牌即可刷卡就餐。3、免费提供住宿、6-8人一间，房间大。4、宿舍配备WIFI、独立卫生间、洗澡间、空调、学习桌、热水器等用品。-七、报名方式请直接来电咨询报名！编辑短信：姓名+年龄+所在地区发送到人事主管手机（24小时接收）可直接联系人事小姐-18122427726 来时请带上行李和身份证及4张身份证复印件，当天办理入职，当天安排宿舍（不带行李默认在外住宿）求职请带上行李前往厂区招募中心，工作人员帮您办理入职,0.0,0.0,0.0,0.0,0.0,0.0
460,vivo电子厂普工/组装工/月7200元,电子/半导体,7000.0,广东万圣科技有限公司,深圳,0.0,初中及以下,不压，不扣，不拖欠，包吃住，全坐班，直招普工，综合工资月5800以上报名方式：编辑短信【姓名 + 年龄 + 普工 + 现在人在哪】发到本人手机处-185-9817-8555即成功报名，我们主管会第一时间回复！到时按时到达集合。.【因本厂为新工厂介绍新人有奖励：200元不等】特别声明：1、工厂普工，不收任何费用；入职跟工厂签约，工厂直接发工资！2、本企业招募组秉承三个要求：诚信，服务，靠谱！3、少一点套路，少一点忽悠，多一些真诚，多一些靠谱！【因本厂为新工厂介绍新人有奖励：200元不等】.（一）：小时工待遇1、小时工：22-24（元）2、每月有：290个一320个工时3、小时工收入：5400一6200元、现在是旺季.加班比较多.平均一天上10-11小时左右。4、小时工：最短做满7天就有工资、辞工只需提前3天、当场结算工资、小时工可以选择短期或者长期做、5、小时工综合工资的高低取决于个人加班时数的多少、临时工加班自由、不限制加班..........................................（二）、正式工待遇1、正式工：5500一6800元、每个月7号准时发工资，不压工资2、底薪2350-3520（元）、加班费按劳动法算，平时加班1.5倍（22元/小时）、周末加班2倍（28元/小时），节假日3倍（39元/小时），5天8小时之外算加班，平均每天加班2至3小时，全勤奖+加班费+绩效奖+岗位补贴等等，综合工资5800以上...........................................（三）、招聘要求【1】男女不限，年龄16-45岁，穿衣服看不到纹身，无犯罪记录【2】本人身份证，复印件3张，一寸照片3张，厂里也可免费办理（临时身份证要提前说明）..............................................（四）、岗位职责主要从事：华为手机、苹果手机、手机配件的组装，包装，分拣，扫描，贴标签、搬运工等简单轻松工作，易上手，无需工作经验，穿普通工衣上班，全部坐班岗位，白班！............................................【公司优待福利】1、保险：公司为员工办理养老、医疗、失业、生育、工伤、意外险2、住宿：公司为员工提供优越公寓宿舍楼，配备空调、独立卫生间、洗衣机、饮水机、无线网WIFI等3、伙食：公司为员工提供免费三餐：中餐、西餐、面点、水饺、麻辣烫、拉面员工自由选4、生活/娱乐：公司生活区设有生活超市、医务室、邮局、ATM、网吧、足篮球场、活动室等.................................................报名方式：1.直接致电人事主管报名热线报名2.【姓名+年龄+联系方式】发送至人事主管-185-9817-8555本公司承诺：不收取任何费用，工厂派车免费接送，符合条件当天安排岗位及食宿,0.0,0.0,0.0,0.0,0.0,0.0
461,电子普工包吃住福利好工资6千5,电子/半导体,7000.0,广东万圣科技有限公司,佛山,0.0,初中及以下,"全坐班，岗位自选，包吃住，新厂区环境好，直招普工不收取任何费用！！报名方式：18565559367【温馨提示：求职者们，请直接致电咨询才可直接安排】收到回复后请带上行李过来报到，带行李的优先安排，当天安排住宿。【工资待遇】---------------（小时工）待遇1、小时工：20-22元/小时算，200-229元/天，综合工资4300-5800元/月2、加班自由；只要你愿意加班；每月可以上260一330个工时，自愿选择3、小时工：做满一个星期可借支，辞工只需提前7天.当场结算工资，小时工可以选择短期或者长期做.（正式工）待遇1、正式工：综合工资5500-6800元/月2、底薪2400-2820元+加班费2000一3000+补贴500一1000+社保，包吃住3、每个月7号准时发工资，不压工资4、绩效奖：200元-500元/月，技能津贴300元一500元/月，全勤奖等等，综合工资月5500-6800元【内部推荐新人可奖励：200-300元】**招聘要求------------1 .16-45周岁,男女不限,学历不限。2 .具有本人合法有效身份证，无犯罪记录，身体健康。**招聘职位------------1、主要从事电子类的iphone、华硕电脑、打印机、电脑、小米、电子元器件等；2、负责电子类的生产、组装、打包、测试、扫描、调控等【轻松易上手】；3、岗位：操作工、技术工、组装工、测试工、分拣工、包装工、车工等；【岗位不适应者，可调换岗位】**食宿环境------------包吃住，宿舍6人间，配备专人管理。上下床，有电话、空调、无线网、独立卫生间及淋浴，24小时热水等。---------------------------------------------------=======报名须知：面试需带上本人身份证原件，临时身份证的请提前告知，需带上行李物品，当天入职当天安排住宿当天办理厂牌，不带行李无法安排！！*报名：请直接致电人事小姐，编辑姓名+年龄+手机号码发至主管-18565559367，回复即将报名成功！！",0.0,0.0,0.0,0.0,0.0,0.0
462,手机电子厂直招白班普工月7000,电子/半导体,7000.0,广州中磊电子科技有限公司,成都,0.0,初中及以下,因新开产线，岗位目前可以自由选择，暑假工、临时工、正式工皆可安排长白班：部门：组装部门，包装部门，质检部门：任选，都可以自由选择。当天安排面试、当天安排入职、当天安排住宿、免费包吃包住：不需要一分钱：综合5500-6500元/月左右。（可以长期做：也可以短期工：自己做多久自己选择：离职结清工资）：-报名可直接就联系人事主管-18620918897一、厂区服务：1、错过面试的朋友，请不要担心，也不用浪费钱去住宿旅馆，我们会给你安排免费住宿，第二天再面试入职；2、全程贴心服务，完成面试、体检、入职、住宿、报到，省时省力，尽快入职 ；3、面试入职之后，持厂牌可去饭堂吃饭，以及在厂区士多消费。-二、岗位职责：1、普工、操作工、质检员、组装工、包装工、学徒工、品管员、巡检、文员、物料、线外、测试、CNC学徒等等。2、主要从事产品、手机配件和配件等制造工艺，工作轻松简单：一看就会：无需经验：-三、薪资待遇：小时工:1、20-22元／小时，月保底260-300小时；       2、月综合工资4000-5800元；正式工:1、一个月基本底薪：2300元/月-2750元/月，       2、加班统一按按劳动法，周一至周五（1.5倍工资），周六至周日（2倍工资），法定节假日（3倍工资）；月综合工资5500-6800元；工资发放：1、工资统一以打卡方式或者现金发放，2、员工离职之后，及时结清全部工资。绝不拖欠工资；3、每月7号准时发放工资-五、福利待遇：1、福利保险： 1、入职即买五险一金，公司为每个员工购买养老、婚育、工伤、失业、医疗等保险，还有住房公积金。2、饭堂提供自助餐模式，迎合南北饮食差异，工作餐有米饭套餐、面条、水饺馒头、面包牛奶、鸡腿、鸡蛋等等；3、公寓式宿舍，4-6人／间，设备齐全，空调、衣柜、饮水机和热水器，独立阳台及卫生间，24小时WiFi覆盖；4、员工享有国家法定假15天，享有工伤假、婚假、丧假、产假、带薪年休假等假期；5、每个季度免费组织员工旅游，逢节假日举办大型文艺活动，以及抽奖、抢红包等娱乐；6、厂区内各种生活娱乐设施一应俱全，应有尽有，医院、邮局、球场、网吧；7、统一发放员工生日福利，以及端午、中秋等节日礼金，春节也有开工红包，年末有年终奖2000-4000不等，视乎公司经营业绩而定。-报名可直接就联系人事主管-18620918897编辑短信【姓名+年龄+电话】发到人事主管上方电话报名即可，主管会***时间回复！【附：只要符合公司要求者全部会录用，直接录用】,0.0,0.0,0.0,0.0,0.0,0.0
463,普工组装工+纯收入7000/月电子厂直招,电子/半导体,7000.0,广州捷海科技有限公司,广州,0.0,初中及以下,工厂直招！！！公司从不向员工收取任何押金、介绍费、绝不不拖欠工资，公司人性化管理，以诚信的办事风格直对员工，让员工有一个温暖可靠的家报名编辑【姓名+年龄+所在地】至人事小姐了解详情-18026334143【工作内容】普工（生产、分拣、组装、学徒、包装等）仓库（物料、装卸、调度、扫描、分拣员）品质（包装、质检、检验员）空调车间，冬暖夏凉，全部坐班，轻松工作，易上手【资薪待遇】可长期发展和小时工小时工：19-22元/时，240-288元/天，轻轻松松 月入5300-6600元/月正式工:基本底薪2320-2820元/月+工龄补贴1000+岗位津贴300-500元+全勤奖+加班等月综合5500-7000（多劳多得）工资每月准时发放，不拖欠任何工资（辞职需提前7天办理）【入职要求】年满18-45周岁，身体健康，无明显纹身，男女不限，经验不限，学历不限面试当天请携带：本人身份证原件，个人行李物品面试通过安排住宿【福利】我们公司免费提供吃住，住宿4-6人间，空调、热水、wifi、独立卫生间。我们为员工购买社保，年底双薪工资。【报名方式】编辑短信【年龄+姓名+手机号码】至人事小姐-18026334143可直接致电人事主管了解报名安排,0.0,0.0,0.0,0.0,0.0,0.0
464,电子厂直招+普工月6900+随走结清+好辞,电子/半导体,7000.0,广东君晨网络科技有限公司,广州,0.0,初中及以下,招聘岗位：装配、物料、品检、测试、维修、外观、包装、仓管、文职、技术员、CNC、SMT、（全部岗位无需工作经验）。入职后每周可借支！！！可编辑【姓名+年龄+所在地】发至人事主管进行报名-13710021740==（二）：小时工待遇（包吃住）1、小时工：18-21元！！！18-21元！！！18-21元！！！2、每月有：290个一320个工时（每月有260个小时保底，加班较多）3、小时工综合工资的高低取决于个人加班时数的多少，加班自由、不限制加班（三）、正式工待遇1、正式工：5500一6800元、每个月7号准时发工资，不压工资2、底薪2200-2750（元）1、加班费按劳动法算，平时加班1.5倍、周末加班2倍，节假日3倍，5天8小时之外算加班，平均每天加班2至3小时。2、岗位津贴400，绩效350一500，奖金等200，全勤200等=========二：工作内容1、岗位涉上市电子产品的组装、组立、检测、包装、插件、品质、测试、物料、等岗位2、无需经验；生手熟手均可；生手进厂后有老员工带。=========三、招工要求1、18至45周岁，男女不限2、必须持本人真实有效身份证。3、无需工作经验。4、当天需带齐行李物品+身份证件，当天安排住宿。5、身体健康，没有大面积纹身伤疤烟疤烫疤。=========五、公司提供吃住1、进厂当天，统一发饭卡，刷卡吃饭，不用自己掏钱充值。2、饭堂：有米饭、粤菜、湘菜、川菜、窗口，小食有水饺、馒头、面包、鸡蛋、吃饱为止，持厂牌即可刷卡就餐。3、免费提供住宿、6-8人一间，房间大。4、宿舍配备WIFI、独立卫生间、洗澡间、空调、学习桌、热水器等用品。5、车间配有：饮水机，休息间。6、车间配有中央空调（冬暖夏凉）7、都是坐着上班，穿的是普通工衣。=========六、报名方式可编辑【姓名+年龄+所在地】发至人事主管进行报名-13710021740直接来电优先安排面试-13710021740【附：只要符合公司要求者全部会录用，直接录用】,0.0,0.0,0.0,0.0,0.0,0.0
