,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Mysql,Shell,Python,Sql,Oracle,Nginx,Tomcat
20,openstack技术支持运维工程师,运维/技术支持,9000.0,浙江九州云信息科技有限公司,无锡,0.0,无,"						工作职责：1.OpenStack项目的支持2.负责基于Linux平台的Openstack系统实施运维监控，调优等工作3.负责突发事件管理，问题跟踪与管理4.完善产品持续集成平台工作技能：1.熟悉Linux系统的安装，管理以及优化2.熟悉shell/perl/python一种以上的脚本语言3.熟悉RabbitMQ, Nagios, MySQL，KVM等常见服务的配置和维护4.对Openstack有一定认识，对云计算领域感兴趣5.熟悉存储和网络的基本原理和维护6.能接受30～50%的外派出差7.专科或者本科以上学历8.有良好的团队协作精神，富有责任心，能承受一定强度的工作压力公司提供：1.灵活的职业规划：快速晋升 、多向发展2.丰富的培训方式：专业OpenStack培训 、金融云研发中心、海内外研修3.良好的人文环境：友好的团队氛围，OpenStack国际社区研发环境4.温馨的员工关怀：coffee、soft drink、snack 应有尽有，丰富的teambuilding5. 为OpenStack从业人员定制的“高大上”硬件设备：Mac Air标配、OpenStack硬件实验室																		",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
21,网络信息安全/虚拟化运维/ 数据库/HELPDESK技术支持,运维/技术支持,7500.0,上海本安仪表系统有限公司,上海,0.0,无,"工作概述：1、维护公司桌面系统的正常运行以及LINUX/SERVER2012服务器日常维护与加固。2、保障信息系统的安全以及网络设备的正常运行；3、协同其他部门人员做好公司信息系统的建设和完善；4、协同公司相关开发项目做好测试工作； 岗位职责1、负责维护桌面系统（如VMWARE VIEWER, CITRIX XENDESKTOP7）以及DNS,AD，DHCP,OA,ERP,CRM等服务器，      保障这些系统的安全和服务正常运行；2、熟悉LINUX服务器的常规系统服务配置（SSH,IPTABLES，VSFTP,SAMBA,DNS,LVS BALANCE)，了解硬件防火墙     和H3C交换机，配合HELPDESK人员做好电话系统，监控设备等日常管理与维护；3、负责和其他部门的相关人员做好公司内部信息系统的建设与完善、配合文控人员做好文档管理；4、处理网络，PC和服务器故障，并整理形成相关的技术维护文档；任职要求：1.计算机或数据库管理相关专业大专及以上学历；2.了解虚拟化（如ESXI与XENSERVER的底层结构、做好系统的优化等）以及网络知识（TCP/IP常用协议以及端口号要非常熟悉），对入侵检测、病毒防护等有一定理论基础和实战经验；3.熟悉LINUX SHELL脚本，熟悉主流操作系统(SUSE LINUX, RHCE, SERVER2012)和网络技术；4.熟悉办公应用服务（OA,ERP,PDM,CRM等）的安装、配置、排错与安全加固；5.了解ORACLE数据库，熟悉SQLSERVER2005或以上产品的常规安装以及维护，做好日常备份；5.分析表达能力良好，较好的沟通能力和协作能力以及文档写作能力，有处理应对突发安全事件的能力；6.工作认真，细心、耐心，具备良好的服务意识和团队意识；具备以下条件之一或以上者优先考虑1.熟悉VMWARE VIEWER 和CITRIX XENDESKTOP7产品以及Linux/SERVER2012系统或是有VCP的优先考虑；2.熟悉DELL高端存储（如SC4020等）和NETAPP NAS产品的优先考虑；备注：  公司网址：http://www.isinstruments.com/               上班地址：上海市浦东新区金沪路1099号本安工业园                  每天工作8小时，双休，法定节假日照常休息，福利待遇齐全  乘车参考路线： 路线1：公交车站：金桥路川桥路 车次：778路; 961路; 977路; 990路; 新川专线路线2：公交车站：川桥路金滇路 车次：777路; 1026路（工作日车）路线3：公交车站：明月路金桥路 车次：申川专线公司简介：上海本安仪表系统有限公司是上海市高新技术企业(证书编号：GR200831000248)、创新型企业（证书编号：2012PD326）,位于上海市浦东新区金桥出口加工区，拥有占地11亩的本安工业园。专业从事面向安全与节能应用的物联网产品和系统的研究、开发、生产、销售和工程技术服务。提供从智能传感器节点、智能控制器、智能仪表、智能终端到物（车）联网实时大数据应用平台全面解决方案。公司拥有数十项专利、软件著作权及数十种第三方认证和安全认证证书。是上海浦东新区人才基金、科技专项基金、上海市科委创新资金等多项政府科技攻关项目的承担单位。公司严格执行TS16949国际质量管理体系认证，已和国内主要的商用车企业（宇通、金旅、重汽、福田等）建立了长期的配套合作以及联合认证关系。上海本安奉行「敬业、求精、创新、服务」的企业精神，依托先进的技术、优质的产品和服务，为客户创造真实持久的价值，为员工创造发展的机会，为投资者创造长期的回报，使人类社会更安全更高效环保更和谐。",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,MES/WPMS/SFCS技术支持/运维（武汉）,运维/技术支持,12500.0,奇宏电子（深圳）有限公司,武汉,5.0,大专,职能要求：1、大专以上学历，计算机相关专业，2年以上企业生产制造软件(MES/SFC) 运维经验，熟悉工厂业务流程。2、熟练掌握SQLSERVER基本操作，了解编程语言任一种3、能够跟踪调试代码确认软件系统问题，并予以解决的能力4、有责任心，善于与人沟通，具有良好的学习能力与团队合作意识。工作责任：1、确保工厂端MES/SFCS/WPMS正常运作，处理相关操作使用问题2、协助新功能验收测试，并提供支持3、Serve/DB 调优管理工作地点：武汉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,售后技术支持工程师（服务营销中心-气站运维检查部）,运维/技术支持,5250.0,聚光科技(杭州)股份有限公司,金华,0.0,大专,岗位职责1、负责公司产品（环境监测仪器仪表）应用项目的的工程实施工作，包括方案制定、进度跟踪、前期勘查、现场安装调试、验收培训等工作，确保项目顺利实施，保证公司产品正常投用和稳定运行；2、负责公司产品的维护服务工作，及时解决产品问题，确保系统稳定运行；3、负责根据需要进行现场技术交流和其他技术支持工作；4、负责对运维对象的日常巡检、保养、维护、校准，确保系统稳定运行，保证主管部门要求的联网率和准确率；5、负责运维过程中的各项技术档案的整理、归纳；6、负责管理自己拥有的公司资产（包括备件、工具、笔记本、工服等）；7、按照公司和部门规章制度的要求开展工作，完成上级交办的其他工作。任职要求：1、大专学历，机电类，环境类，化学类相关专业，经验丰富者学历可适当放宽；2、吃苦耐劳，能适应出差工作，有机电类产品售后服务工作经验者优先（仪表产品尤佳）；3、本区域内户籍人员或有驾照者优先考虑。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,系统运维技术支持,运维/技术支持,6500.0,广州长川科技有限公司,广州,1.0,大专, 负责输电线路在线监测后台系统的运维和管理，有电力物联网相关的监测设备运维经验优先。1.为客户提供软件系统系统产品的安装、运维和监控、值班，保证系统正常运行；保证数据完整，保证数据的日常备份和应急恢复；2.负责对突发事件的快速响应和处理，排除故障；3.参与公司项目实施建设、软硬件业务平台的运维工作，独立或者协助他人共同完成项目的实施、测试工作；4.参与公司软、硬件产品测试、运维，编写和整理使用手册等相关技术文档1.计算机或电子信息相关理工科专业大专或以上学历；2.熟悉计算机及Windows操作系统，熟练安装、部署、配置SQL SERVER等主流数据库系统；3.熟悉TCP/IP和OSI网络模型，熟悉防火墙，交换机等网络设备的安装、配置；4.有责任心，沟通能力强、有服务意识；5.一年以上相关工作经验者优先。职能类别：										技术支持/维护工程师																			系统测试									关键字：系统运维运维软件系统运维数据运,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,运维工程师/IT技术支持,运维/技术支持,6500.0,深圳前海小鸟云计算有限公司,深圳,1.0,大专,岗位职责：1、负责服务器的配置，维护，监控，调优，故障排除等；2、对业务和服务器做好监控，维护业务的稳定性；3、快速响应故障，及时处理，并进行总结和优化；4、参与7*24小时运维值班工作；5、完成领导交办的其他工作。任职要求：1、计算机、网络、通信等相关专业，大专及以上学历；2、1年以上在线系统运维工作经验；3、精通Linux/Windows系统及常见服务的安装配置；4、熟悉shell、python、PHP等脚本开发语言者优先；5、能独立进行系统、服务器问题分析以及故障定位工作，能够快速排查出服务器故障、系统故障、网络故障；6、良好的表达沟通以及协调能力，团队合作意识强；7、具备高度的责任感，较强的故障分析及排错能力，能在工作中不断提升自己，能够承受工作压力。,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
26,技术支持/系统运维工程师,运维/技术支持,7500.0,上海美嘉林软件科技股份有限公司,北京,2.0,本科,职位标签:  技术支持 系统运维工程师职位职能:  技术支持/维护工程师  Helpdesk 技术支持岗位职责1、在客户现场为客户提供公司软件产品的使用支持工作；2、负责信息系统的问题反馈，跟踪管理，对研发团队修正的问题进行测试确认；3、负责客户现场用户对软件的问题和新需求搜集并进行提交反馈；4. 常驻北京客户现场，负责项目现场问题的收集，报告，跟踪;5.能维持良好的客户关系。任职资格1、计算机相关专业大专或以上学历；2、一年以上应用软件开发、软件测试、软件运维、售前或售后服务经验；3、较强的软件理解能力和问题沟通能力；4、性格开朗，乐观，喜欢与人沟通，乐于助人，诚信，热忱，能和客户保持良好的客户关系;4、有大型管理信息系统实施或运维经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,技术支持/运维工程师,运维/技术支持,5000.0,重庆众康云科技有限责任公司,重庆,1.0,大专,职位描述：1、 负责项目基础数据维护工作。2、 负责产品应用测试。3、 制作产品说明书及产品相关的培训资料。4、 负责产品应用咨询服务，并收集整理产品需求及BUG。岗位要求：1、 大专及以上学历，计算机专业，年龄22-28岁。2、 文字、沟通、协作能力兼具。3、在医疗行业有1-2年院内信息系统工作经验，有1年以上的IT行业从业经验者优先，从事过HIS等医疗软件的运维工作者待遇从优。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,IT技术支持/运维工程师,运维/技术支持,7500.0,深圳市橙汇科技有限公司,深圳,1.0,大专,岗位职责：1. 负责公司网络运行的安全性、可靠性及稳定性;2. 负责OA、ERP（用友T+）、邮箱等办公系统管理及维护；3. 负责阿里云服务器的管理及日常维护；4. 维护公司和仪器上的计算机、系统软件和应用软件，解决计算机软硬件问题；5. 协助IT项目实施过程中的调研、测试、跟进、协调及运维管理.任职要求：1. 具备基本的英语听、说、写能力，能用英语进行简单的日常工作交流及汇报，请附上英文简历（必要条件，此岗位上司为美国人）;2. 1年以上工作经验，计算机相关专业优先；3. 对SQL、API、HTML、CSS、SEO其中一项或以上均有基本的了解；  4. 至少熟练一种开发语言：如C、Java、Python、JavaScript等等，并有过实际开发经验（需要展示实际案例）;5. 有UI/UX 项目经验优先，熟悉.Net结构者优先；  6. 工作热情，责任心强，勤奋敬业，较好的沟通协调能力,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
29,运维工程师/技术支持,运维/技术支持,12500.0,金财互联数据服务有限公司,北京,2.0,大专,岗位职责：1、负责系统测试、实施前期调研和现场系统软件上线。2、负责系统上线现场客户支持，用户培训，与客户沟通协调，解决客户软硬件使用问题。3、负责软件系统日常问题维护（电话和微信方式接收客户问题反馈），软件系统部署和升级及系统问题处理。4、负责管理系统维护文档，记录并反馈用户需求，定期提交维护文档。任职要求：1. 计算机软件相关专业2. 熟悉oracle等主流数据库的基本应用、熟悉使用sql语句和web中间件如WebLogic、Tomcat。3. 思维敏捷，具备良好的逻辑分析能力，能够独立分析问题和解决问题。4. 工作认真、负责、具有团队精神，良好的沟通能力、学习能力和抗压能力。5. 具备以下经验者优先a) 具有一年以上系统实施运维工作经验b) 熟悉linux常用命令、会在linux系统下部署web应用,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
30,技术支持/运维工程师,运维/技术支持,5250.0,深圳市天道日新科技有限公司,深圳,1.0,大专,负责处理客户报障报修；2.负责及时响应并配合解决客户的技术要求、疑问以及系统使用过程中遇到的问题；3.负责相关故障、疑难问题排查处理，编制汇总故障问题，定期提交汇总报告；4.负责公司内相关设备系统升级维护；5.需要逐步深入了解客户的业务流程、系统架构；6.协助上级完成公司及部门工作。职位要求：1.专科及以上学历，计算机、电子、通讯或相关专业毕业，1年及以上音视频、监控、网络等系统运维工作经验（优秀上进应届生亦可）；2.熟悉windows、Linux、数据库系统。3.熟练操作计算机硬件、软件、网络、外设，具备快速判断维护各类设备及解决技术问题的能力。4.工作积极主动，具有较强的敬业精神与工作责任心。5.具备良好服务意识与团队协作精神，有较强的学习能力、独立工作能力和分析处理问题能力，善于与客户沟通，及时解决问题并维护客户关系。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,技术支持/售后运维,运维/技术支持,3750.0,上海百胜软件股份有限公司,徐州,0.0,大专,岗位职责：1、为新客户制定实施计划并按计划实施；2、解决客户提出的有关软件使用的疑难问题，保障软件正常使用；3、提出合理化建议，帮助公司完善产品功能；4、给客户提供合理化建议，优化使用效果。任职要求：1.专科以上学历，计算机或相关专业，熟悉进销存和财务软件，优秀应届生亦可；2.熟悉服装行业业务流程优先考虑；3.精通SQLServer数据库；4.熟悉计算机硬件及网络的相关技术；5.工作热情、积极主动、耐心，具亲和力，善于沟通，能与客户保持良好的合作关系；6.思路清晰，有独立分析解决问题的能力，能承受工作压力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,IDC运维工程师/机房维护/技术支持,运维/技术支持,5000.0,深圳市盛凯信息科技有限公司,南京,1.0,大专,"、配合客户方对IDC机房服务器、存储、网络及其他运营设备进行安装、系统调试、维护、故障处理等工作；2、负责IDC机房设备上/下架，服务器的系统安装，如windows/Linux操作系统等；3、负责IDC、网络和服务器运行状况的监控和分析。任职要求：1、通信或计算机相关专业大专以上学历 ；2、一年以上IT工作经验,应届毕业生亦可；3、熟悉Windows、Linux服务器操作系统的管理维护；4、熟悉主流网络产品配置（Cisco、Huawei），具备存储相关知识；5、熟悉DELL、HP、lenovo服务器、网络设备的故障排查、备件更新和保修流程；6、具有相关专业，立志向互联网产品方向发展的优秀应届毕业生亦可投递交本岗位，公司将择优录取。",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,运维（医疗软件）技术支持（广州）,运维/技术支持,5250.0,北京昀生医索信息技术有限公司,广州,1.0,大专,、将医生的需求与软件开发工程师进行对接，做工程师与医生的桥梁。2、与临床医生沟通了解产科临床实际操作流程和规范要求，协助医疗软件研发工作。3、对研发的软件结果进行性能评估、可操作性评估并提出改进意见。4、对医护人员进行软件应用培训，使其了解、掌握产品应用技术。5、从事产科临床医学或生殖医学相关工作经验者优先。任职要求：1、软件、产科或临床医学相关专业本科以上学历。2、熟练应用办公软件。3、熟练掌握医院信息管理系统的应用。4、二甲以上医院，从事产科临床医学或生殖医学相关工作经验者优先。5、善于沟通、理解能力强，并有较强的语言和文字表达能力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,运维工程师/技术支持,运维/技术支持,8000.0,台北纯K,深圳,1.0,大专,岗位职责：1、负责公司科技类应用需求的市场调研，选型，测试，方案撰写2、参与制定技术解决方案3、负责技术方案的推动上线4、追踪和确保项目进度实施5、完成领导交付的其他任务任职要求:1、大学专科及以上学历，计算机，网络，电子等相关专业。2、熟练配置企业级路由器，交换机，WIFI网络，监控系统。3、熟练Windows和Linux服务器操作系统的维护和故障排查。4、1年以上项目实施经验。5、对科技类新兴产品有浓厚兴趣。6、有较强的学习能力和责任心，良好团队协作能力、沟通能力。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,实施/技术支持/运维,运维/技术支持,5750.0,浙江兰德纵横网络技术股份有限公司,贵阳,0.0,无,"1.负责OA系统日常运维工作.2.根据客户需求,进行日常新业务开发工作.3.按软件开发规范编制相关文档.4.每周填写个人周报，报告本周个人工作情况，并计划下周工作内容。5.和用户的沟通。尽可能地多和用户沟通，通过项目会议、文档的递交，汇报项目情况。整理用户反馈的需求6.和公司的沟通，及时的递交项目周报和月报，取得公司的支持，及时跟踪公司的反馈。能力要求：1.计算机相关专业，专科以上学历，有大型（1000用户以上）系统实施经验者优先；2.具备一定软件工程基础知识；3.熟练使用相关办公软件整理开发文档；4.具有较好自我学习能力，良好的沟通能力和团队合作精神；5.具备部署上线能力,能够按照开发人员提交的上线步骤，将系统或模块部署到正式环境上，具备Windowsserver2003、2008或以上版本的熟练操作能力；6.具有Linux以及AIX等开放Unix操作系统使用经验的优先考虑；7.具有大型关系型数据库（DB2、Oracle等）使用经验的优先考虑。",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,运维工程师（技术支持）,运维/技术支持,6500.0,浙江万马奔腾新能源产业有限公司,杭州,0.0,大专,岗位职责：1、负责设备验收、送电、调试以及现场设备送电后，通信、充电、支付运营等调试；2、为客户提供充电设备、APP使用培训及相关支持工作；3、负责充电站上线、开通、变更、充电服务资费设置等工作；4、利用运维平台监控设备工作状态，定期对充电设备进行巡检，形成巡检报告；5、按照总部要求，开展与智能充电网络相关的增值业务的运营服务工作；6、负责充电终端故障的检测及处理；任职资格：1、本科以上、理工背景，电气工程、自动化、机电专业优先；三年以上工作经验；2、对新能源充电设备一定认识；立志于新能源行业肯于奉献；3、为人踏实、勤劳诚恳，有团队精神，沟通力强；4、电子电气设备知识有基础掌握。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,MIS Engineer / IT运维技术支持,运维/技术支持,6250.0,世健国际贸易（上海）有限公司深圳分公司,深圳,1.0,大专,"Key Responsibilities: · 提供公司内部IT项目的维护与支持； · Windows服务器，网络管理和故障排除； · 网页编程(PHP, MYSQL)； · MS Office支持（包括VBA）； · 文档处理和计算机管理。 Job Requirements: · 大专以上学历，计算机工程，信息技术或相关专业； · 1-2年相关工作经验； · 熟悉VBA, PHP, MYSQL, Win Server, MS office, VMware； · 具有较强的沟通能力及分析能力和良好的团队合作精神； · 熟练使用office等办公软件； · 良好的英语阅读和书写能力。",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,技术支持/桌面运维,运维/技术支持,7000.0,深圳七星蕲艾健康科技有限公司,深圳,3.0,无,岗位职责：1、负责局域网络维护与监控，保证其正常运行；2、负责办公软件的安装、调试、排障、病毒安全维护和办公设备（如复印机、打印机、扫描仪、投影仪等）日常使用配置及排障；3、负责公司内部商城系统、APP系统、ERP系统的稳定运作；4、负责公司IT类资产的库存管理（包括设备登记、分配、回收、报废等）；5、监控设备的安装调试排障和管理；6、为其他相关项目提供技术支持；7、协助小仓库的进、出库管理。任职要求1、计算机或相关专业，大专以上学历，具有2年以上桌面及IT相关运维工作经验；2、有较强的故障分析和排错能力，针对网络、系统、软件、硬件故障有较为丰富的经验。3、熟悉复印机、打印机、传真机、投影仪等办公设备日常问题排障；4、有安全意识，熟悉常见杀毒软件的安装、部署，熟悉域控（Active Directory）相关策略配置；5、较强的服务意识、沟通能力，有耐心、责任心及良好的团队合作精神；6、具有较强的突发事件应对及处理能力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,实施工程师/运维工程师/技术支持,运维/技术支持,6000.0,浙江浙科信息技术有限公司,海口,1.0,大专,一、岗位职责：1、系统实施部署，系统软件、硬件、网络、数据库的日常运维；2、解决客户提出的业务和技术问题；3、其他临时任务。二、任职要求：1、正规院校计算机应用专业专科以上文凭，1年以上工作经验；2、了解一般网络的组网结构、网络问题的排查等；了解MYSQL数据库，包括安装及使用；3、了解J2EE架构，能够读懂JAVA代码；了解主流的架构，例如SSM架构、SSH架构等，熟练至少一种JAVA的中间件weblogic/tomcat/jboss等，包括安装、使用、调优，了解集群部署；4、连接主流的WEB架构，能够读懂JS代码；5、熟悉oracle数据库，安装、使用、调优、备份/恢复；熟悉至少一种WEB服务器，APACHE/NGINX等，包括安装、使用、优化；熟悉各类浏览器的使用及开发模式(F12模式)调试；6、了解至少一种主流的UNIX/LINUX服务器操作系统，AIX/REDHAT等，熟悉windows servier，包括安装、使用、配置、优化；7、有较好的沟通能力和文字表达能力，能够进行技术文档的整理、编写；8、工作认真、细心、耐心，有条理，有较强的责任心；具备良好的学习能力和解决问题的能力；9、能长期稳定工作至少两年；10、有税务行业相关工作经验者优先；了解阿里云/腾讯云，具备云环境下技术支持经验者优先。三、工作地点：浙江浙科信息技术有限公司海南办事处：海口市龙华区城西路,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
