,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Web,Css,Html,Javascript,Js,Jquery
33,Web前端开发工程师,前端开发,8500.0,成都朗培教育科技有限公司,成都,2.0,本科,岗位职责：1、负责公司产品PC端、小程序和H5页面开发；2、持续优化前端体验和页面响应速度，并保证兼容性和执行效率；3、持续优化前端体验和页面相应速度4、针对主流浏览器，屏幕尺寸适配，确保兼容性等任职要求：1、本科及以上学历2、两年以上互联网公司工作经验3、扎实的HTML5/CSS3/JavaScript基础和coding功底4、有小程序项目开发者优先,0.0,1.0,1.0,1.0,0.0,0.0
34,H5 前端开发,前端开发,8500.0,四川马丁洛克网络科技有限公司,成都,0.0,无,岗位职责：1.根据产品文档和UI设计，能够快速且不失帧的转换成静态页面；2.根据开发进度和任务分配，能够按时按量完成相关模块的开发和单元测试；3.对已上线的项目进行维护，上级安排的其它工作；任职要求：1.3年以上专职前端开发工作经验，精通web前端开发技术2.精通XHTML/CSS、HTML5/CSS3、W3C规范，熟悉页面架构和布局，对表现与数据分离、Web语义化等有深刻理解3.熟练面向对象，模块化编程与开发，熟练使用常见的开源MVC框架(至少会熟练使用一种以上开源框架)4.整体页面结构及样式层结构的布局设计，符合SEO性能优化。5.良好的团队协作意识和积极的工作态度。加分项：1.精通angular优先;2.熟悉Linux平台，掌握一种后端开发语言(如：Java）优先。,1.0,1.0,1.0,0.0,0.0,0.0
35,Web前端开发工程师,前端开发,13000.0,杭州博达伟业公共安全技术股份有限公司,杭州,2.0,大专,、根据产品需求和UI设计完成平台软件的模块设计、用户体验设计和核心代码编写工作；2、负责平台软件的前端架构，与后端配合完成数据交互并优化页面整体性能；岗位要求：1. 熟练掌握ES6、HTML5，CSS3等模块化等前端技术；2. 熟练使用Vue.js、ElementUI等主流框架，熟悉React.js框架；3. 具备多个PC/移动端大型复杂项目的开发经验，对前端优化有深刻见解；4. 对前端技术有强烈兴趣，能不断学习本行业最新的前沿技术，不断完善自我；,0.0,1.0,1.0,0.0,1.0,0.0
36,Web前端开发工程师,前端开发,15000.0,深圳市潮流网络技术有限公司杭州分公司,杭州,0.0,本科,"岗位职责：1. 负责web前端功能开发，保持高效的前端性能、优秀的代码可维护性、良好的浏览器兼容性；2. 负责Web 应用SDK的开发工作。3. 负责WebRTC、WebAudio等HTML5功能在项目中的实现；4. 负责Web App 在手机上的应用；任职资格：1. 熟悉Javascript 和jQuery，能独立实现Javascript功能模块；2. 能进行自适应网页程序设计，跨越多种设备/平台；3. 熟悉多种Web前端开发框架。 如vue,React, bootstrap4. 工作独立主动，有良好的沟通和人际交往能力，并享受工作在一个团队中；5. 有较强的学习能力，能够接受陡峭的学习曲线；有下列之一工作经验者尤佳：1) 有过VoIP通信产品相关经验；2) 熟悉SIP通信协议3) 有Websocket、webRTC开发经验。",1.0,0.0,1.0,1.0,0.0,1.0
37,Web前端开发工程师,前端开发,15500.0,北京启明星辰信息安全技术有限公司,北京,3.0,本科,、负责前端技术选型和开发工作； 2、优化前端功能设计，解决各种浏览器和终端设备的兼容性问题； 3、通过技术手段，提升用户体验并满足高性能要求； 4、通用组件、类库编写，提升开发效率和质量； 5、通过编写单元测试，保证代码质量。 能力要求1、计算机相关专业，本科及以上学历，两年工作经验； 2、精通HTML、CSS、JS，熟悉页面架构和布局，熟悉HTML5、CSS3等常用技术； 3、熟悉常用UI框架（如bootstrap、elementUI等)； 4、精通JavaScript、AJAX、DOM、jQuery等技术，对前端性能优化有一定了解； 5、熟悉NodeJS，熟练使用Grunt、Gulp等构建工具； 6、具备MVVM框架开发经验，至少深入掌握一个主流库或框架，如React、VueJS、AngularJS、EmberJS等； 7、有一定架构能力，有良好编码规范；学习能力强，良好的沟通能力，较强的责任心。职能类别：										高级软件工程师									关键字：信息安全,0.0,1.0,1.0,1.0,1.0,1.0
38,前端开发工程师（软三）,前端开发,8000.0,厦门澜海人力资源顾问有限公司,厦门,0.0,无,成立于2001年，市属国有集团企业控股。公司致力于成为交通行业信息化解决方案的专家型企业，以信息化助力交通行业运营和管理水平的提升，让交通更加安全、畅通、舒适。岗位职责：1.按照APICloud编程规范完成所负责功能模块的开发及单元测试工作；2.根据系统设计进行编码、测试及联调工作；3.负责对测试人员反馈的bug进行修改；5.及时上传更新功能模块代码，做好代码管理工作；6.参与系统阶段性评审工作；7.在项目实施过程中控制好项目成本、进度及项目质量；8.处理项目中遇到的各种问题，并将重大问题及时反馈给上级领导；岗位要求：1、本科及以上学历、计算机、软件工程相关专业，有2年及以上开发经验；2、熟悉CSS、javascript、html5等前端开发相关基础知识；3、具有翻阅API文档学习的能力；4、有前端或者、APICloud开发经验者优先；5、对于APP开发有一定的了解，具有设备适配意识职能类别：										Web前端开发									,1.0,1.0,1.0,1.0,0.0,0.0
39,Web前端开发工程师,前端开发,11500.0,南京勤丰文化传媒有限公司,南京,1.0,大专,"、根据产品原型开发web前端和移动端页面，与后台开发人员完成前后端功能开发；2、熟练使用组件化、模块化开发方式；3、根据效果图实现前端展示效果和交互功能；4、分析和解决前端遇到的各种技术、兼容问题；5、维护及优化产品前端页面性能。任职要求：1、计算机相关专业，大专及以上学历，1年以上前端开发经验；2、精通HTML/CSS/JavaScript/JSP等前端开发技术；3、精通H5，CSS3；掌握JavaScript调试技术；4、掌握至少2种不同领域的前端框架，如： JQuery,AngularJS,Vue.js,Bootstrap，做过React相关开发；5、熟悉git,maven等项目研发辅助工具；6、了解前端前沿技术，擅于思考钻研，有良好的敬业精神，团队协作精神和责任心。",1.0,1.0,1.0,1.0,1.0,1.0
40,Web前端开发工程师,前端开发,17500.0,上海华钦信息科技股份有限公司,上海,2.0,本科,年工作经验熟悉HTML(5) / CSS (3);熟悉原始JavaScript、JSON、AJAX;熟悉流行的JavaScript库(***是Angular);熟悉服务器端语言c#或Java熟悉现代MVC框架之一(Asp.net MVC或Spring Boot)有浏览器兼容性和页面优化经验熟悉Linux命令行,0.0,1.0,1.0,1.0,0.0,0.0
41,Web前端开发工程师,前端开发,12500.0,杭州海康威视数字技术股份有限公司,呼和浩特,2.0,本科,、根据产品设计需求，配合后台开发人员实现产品界面和功能，维护及优化前端页面性能；2、制作或协助制作各种页面组件或页面模版；3、参与制定JS、CSS、Html开发规范并推进执行；4、参与设计并编写WEB前端架构及应用。岗位要求：1、本科以上学历，计算机相关专业，1年以上相关工作经验；2、精通XHTML/CSS/JavaScript/DOM/AJAX等各种Web前端技术；3、精通DIV+CSS布局的HTML代码编写，熟练手写标准CSS样式表，进行页面重构，能解决常见浏览器兼容问题；4、熟悉jQuery/YUI/ExtJS/MooTools/Prototype等至少一种JavaScript框架；5、熟悉HTML5、CSS3与W3CWeb标准，至少了解一种后端程序语言，如PHP、Ruby、Python或Java等等；6、对表现与数据分离，html语义化等有较深刻理解者优先；7、对用户体验，用户研究等相关知识有一定的了解和实践经验者优先。8、优选：宇视、科达、中威电子、银江股份、恒生电子、网易、连连科技、文思海辉、东软、infosys、道富、阿里、信产、鸿程、移动杭州研发中心。,1.0,1.0,1.0,1.0,1.0,1.0
42,前端开发工程师,前端开发,6000.0,重庆若谷信息技术有限公司,重庆,2.0,大专,使用uni-app框架，进行移动应用多端开发（iOS、Android、微信小程序）；独立完成项目功能需求、UI需求；参与APP后期迭代和优化；要求：熟悉HTML、css3、JavaScript；熟悉Vue、weex、uni-app框架的应用；至少有一个使用Vue开发的项目；会UI设计优先考虑。,0.0,1.0,1.0,1.0,0.0,0.0
43,Web前端开发工程师,前端开发,8000.0,埃毕致（上海）云计算科技有限公司,成都,1.0,本科,一、 工作内容1. 负责参与web前端框架、组件、模板的开发和维护。2. 配合设计人员对界面进行构建、优化和兼容。3. 负责配合项目人员实现与后台的交互、功能的开发及bug的修复。二、 职位要求1. 一年以上前端Web开发经验，计算机相关专业优先；2. 精通各种Web前端技术和标准(JS/ES6、HTML/HTML5、CSS/CSS3)；3. 熟悉主流前端技术和框架，会使用vue框架更好，能独立负责模块的开发；4. 熟练使用npm或yarn、webpack开发；5. 熟悉面向对象的思想编程，有后端开发基础的优先。6. 对前端有强烈的兴趣爱好，热爱学习，勇于挑战。7. 思路清晰，善于思考，良好的分析和独立解决问题的能力；8. 具备强烈的责任心和团队合作精神，能承受工作压力；,1.0,1.0,1.0,0.0,1.0,0.0
44,web前端开发工程师（react）,前端开发,9000.0,上海复深蓝软件股份有限公司,上海,2.0,大专,工作内容：1.react相关技术栈搭建2.webpack项目环境配置、模块开发、打包3.redux相关工作流设计管理4 团队疑难技术问题解决任职资格：1.3年以上前端应用开发，熟悉React。2.精通HTML5/CSS3/JavaScript/Ajax/Jquery的开发。3.具备react/redux/webpack/node/开发经验优先考虑。4.精通EcmaScript6。,0.0,1.0,1.0,1.0,0.0,1.0
45,资深前端开发工程师,前端开发,13000.0,北京云特护科技有限公司,北京,3.0,本科,岗位职责： 1、负责产品前端的实现，包含PC、移动Web、微信小程序等； 2、与产品经理合作，深度参与产品需求讨论，功能定义等； 3、设计良好的代码结构，不断迭代重构。 任职资格：1、本科及以上学历，计算机相关专业； 2、至少3以上PC端、Web前端或H5小程序研发经验，4年以上经验优先。 3、掌握 JavaScript 语言、ES6 规范、通信协议、网络等前端知识；对符合WEB标准的网站重构有丰富经验，有成功作品;2.理解并掌握Javascript语言核心技术DOM、BOM、Ajax、JSON等。4、热爱前端技术，有强烈的好奇心和求知欲，有良好的编码规范，对各种Web前端技术有深刻理解。 5、优秀的编程基础，对数据结构与算法有一定的了解6、熟悉 AngularJS、React、Vue 前端框架 对一种框架有深入了解 7、熟悉 git 的协同工作方法8、熟悉服务器端Web应用结构；9、关注Web发展，对新技术充满激情，期待或者已经开发出优秀的产品； 10、工作认真、态度严谨、责任心强。对自身技术的提升和软件的质量和性能有高的要求； 11、具有良好的分析问题和解决问题的能力；具备良好的沟通能力和优秀的团队协作能力； 12、有大型项目架构经验者优先；在开源社区有贡献者优先,1.0,0.0,0.0,1.0,0.0,0.0
46,前端开发,前端开发,9000.0,浙江云朵网科技股份有限公司,宁波,3.0,大专,						岗位职责：1、负责软件系统的前端构建，各类交互设计与实现；2、协同后台开发人员定义数据接口，共同完成项目；3、解决网页及脚本在不同浏览器下的兼容性问题；任职要求：1.计算机相关专业毕业且具有2年及以上实际项目开发经验；2.熟练掌握Javascript、Html/Html5/Xml、Css/Css3、Ajax等前端开发技术，熟悉W3C标准；3.熟练使用至少一种MVC或MVVM模式的框架；4.至少熟悉React/vue.js/angularJS中一种前端主流框架；5.具备对系统优化重构的能力，具有团队培训发展规划能力；																		,0.0,1.0,1.0,1.0,1.0,0.0
47,Web前端开发工程师,前端开发,15500.0,沈阳华信教育科技有限公司,杭州,0.0,无,本科以上学历2.熟练掌握react或vue，两者兼备更好，要求实际项目经验3年以上3.前端开发基础扎实4.具有良好的沟通能力以及团队协调能力。,0.0,0.0,0.0,0.0,0.0,0.0
48,高级前端开发工程师,前端开发,17500.0,联合信用征信股份有限公司,北京,0.0,本科,、与产品经理交互、UI设计师协作，根据需求文档、线框图、设计稿完成页面制作；2、与Java后台工程师协作，完成数据交互、动态信息展现和用户的互动;【任职资格】1、本科以上学历，至少2年以上前端开发经验，熟悉软件开发和测试流程；2、精通微信公众号，微信小程序的开发；3、做过前后台分离开发，重点是使用过Vue.js，熟悉Element UI，Echarts，HighChart，精通HTML/HTML5、CSS、JavaScript，jQuery等前端技术； 4、对标准化、可视化、可用性、页面性能有深入了解，多浏览器兼容经验；5、熟练使用PS或FW等图像处理工具，会自己进行切图；6、有微信公众号，微信小程序、安卓和苹果App、d3.js等开发经验者优先;7、沟通高效，有效解读并落实上级指令，组织、协调性强，执行力强；8、肯钻研，勤总结，有较强的学习能力；9、有管理团队经验，有担当。,0.0,1.0,1.0,1.0,1.0,1.0
49,前端开发工程师,前端开发,13000.0,上海彩虹鱼海洋科技股份有限公司,上海,3.0,本科,岗位职责：1、参与公司网站平台开发与维护；2、海洋数据管理及可视化平台开发；3、本岗位隶属彩虹鱼集团下属公司：上海彩虹鱼海洋科技股份有限公司4、本岗位办公地点：上海虹桥路任职要求：1、3年以上前端开发经验；2、精通JavaScript、CSS、HTML等前端相关技术，熟悉W3C标准与ES规范；3、熟练掌握Vue等前端开发框架；4、熟悉至少一种前端可视化框架，Echarts、D3等；5、有良好的工作及编码习惯，熟练使用git、webpack等工具；6、善于学习钻研，能够独立完成分配的开发工作。,0.0,1.0,1.0,1.0,0.0,0.0
50,初级web前端开发工程师,前端开发,6500.0,彼孚(上海)信息科技有限公司,上海,2.0,本科,、用HTML5相关技术完成符合Web标准，高性能和体验的页面；2、配合后台工程师一起研讨技术实现方案，进行应用及系统整合3、从前端技术角度，根据业务逻辑实现最优交互方式；岗位要求：1、熟悉各种Web前端技术，熟悉HTML/CSS布局，HTML5、CSS3规范并能在开发过程中熟练运用2、熟悉Bootstrap等框架，熟悉Vue者优先；3、逻辑性强，能快速定位问题并找出合理的解决方案；4、了解图形学基本原理优先；5、有可视化方面经验者优先；6、个性乐观开朗，善于和各种背景的人合作；7、抗压能力强，能接受加班者优先。,1.0,1.0,1.0,0.0,0.0,0.0
51,Web前端开发工程师,前端开发,10000.0,南京聚奢网络科技有限公司,南京,2.0,大专,岗位职责：1、负责电商系统的开发；2、负责公司业务支撑系统的开发。任职资格：2、2年及以上前端开发工作经验，基础扎实，必备小程序、react native开发经验；3、熟练使用React/Vue/Node等前端框架，对前端工程化和组件化开发有较深的理解；4、较强的团队合作意识， 有互联网电商行业经验、企业级大型前端应用开发经验优先录用。上班时间：双休，早九晚六（冬季五点半下班）福利待遇：入职即缴纳五险一金，试用期1-3个月，优秀者提前转正，节日福利，带薪年假，年终奖，工龄工资，生日礼金，晋升空间，欢迎加入。职能类别：										Web前端开发																			软件工程师									关键字：web前端开发前端开发小程序reactnativeVueN,1.0,0.0,0.0,0.0,0.0,0.0
